SRR33750959.1103__1.1088	UniClust90_KIHGAKFE02898|1__16|SGB128778
SRR33750959.220973__1.217498	UniClust90_EJFOFLBH01811|1__5|SGB133091
SRR33750959.221128__1.217651	UniClust90_JAIHKEGN01709|1__6|SGB74789
SRR33750959.221100__1.217624	UniClust90_PEODAMJP00496|1__8|SGB128471
SRR33750959.222497__1.219009	UniClust90_EJAHAFID03066|1__6|SGB130007
SRR33750959.222961__1.219466	UniClust90_FJMNKMOL01287|1__4|SGB89423
SRR33750959.222742__1.219249	UniClust90_BKIEHKJF02288|1__7|SGB131913
SRR33750959.223097__1.219598	UniClust90_MDKCFBEG02729|1__12|SGB57135
SRR33750959.223364__1.219860	UniClust90_IJHKGIGD01795|1__11|SGB128471
SRR33750959.223204__1.219702	UniClust90_IJHKGIGD02342|1__7|SGB128471
SRR33750959.224064__1.220552	UniClust90_ABOOFKJJ01515|1__7|SGB127159
SRR33750959.224687__1.221171	UniClust90_KMEALJDO00296|1__5|SGB84078
SRR33750959.224705__1.221189	UniClust90_DEFNONOM01300|1__6|SGB56640
SRR33750959.225070__1.221551	UniClust90_OAHKOOFD02153|2__16|SGB122526
SRR33750959.226001__1.222462	UniClust90_BOKHIPMC00291|1__5|SGB130007
SRR33750959.227048__1.223491	UniRef90_A0A2V5RCQ2|1__3|SGB52719
SRR33750959.227724__1.224159	UniClust90_HGJNCPHJ03568|1__9|SGB125949
SRR33750959.227885__1.224316	UniRef90_A0A2V8H0G7|1__4|SGB17587
SRR33750959.228367__1.224793	UniClust90_LMDKLCGO01394|1__9|SGB131926
SRR33750959.229267__1.225683	UniClust90_LLFOFLNB00591|3__9|SGB56638
SRR33750959.229364__1.225778	UniClust90_BGDHDLNA05620|1__6|SGB84075
SRR33750959.229320__1.225735	UniClust90_DJBDGBNB01841|1__20|SGB89725
SRR33750959.229762__1.226168	UniClust90_FNPCGKEP01157|1__6|SGB84078
SRR33750959.231301__1.227690	UniClust90_DAODNPOA01615|11__19|SGB89725
SRR33750959.231726__1.228113	UniClust90_PICJGFGP02006|1__5|SGB89423
SRR33750959.231502__1.227890	UniClust90_PJKCPLGD00823|1__5|SGB89423
SRR33750959.233236__1.229607	UniClust90_CHLBPEBB02581|1__6|SGB89725
SRR33750959.234472__1.230834	UniClust90_OCJAPFEA03298|1__8|SGB125949
SRR33750959.234778__1.231138	UniClust90_OAHKOOFD00160|1__4|SGB122526
SRR33750959.235138__1.231491	UniClust90_OPLEJCPF04794|1__13|SGB125949
SRR33750959.235155__1.231508	UniClust90_OPLEJCPF04794|1__13|SGB125949
SRR33750959.235722__1.232070	UniClust90_OIPOEBPA04899|1__9|SGB84075
SRR33750959.236425__1.232770	UniRef90_A0A1Q7B8W4|1__6|SGB56640
SRR33750959.236888__1.233232	UniRef90_A0A2V5SA52|1__5|SGB52719
SRR33750959.237178__1.233520	UniClust90_DPLIHBNC01353|1__10|SGB89725
SRR33750959.237205__1.233547	UniClust90_OAGJJAJI00769|1__5|SGB122683
SRR33750959.237669__1.234006	UniClust90_IOFPBIHC02624|1__8|SGB130007
SRR33750959.237801__1.234136	UniClust90_IOFPBIHC02624|1__8|SGB130007
SRR33750959.238842__1.235155	UniClust90_BHLGKCAN03126|1__6|SGB56640
SRR33750959.238957__1.235264	UniRef90_A0A2V8H6Q1|1__7|SGB17587
SRR33750959.239015__1.235318	UniClust90_JHBOFGEP02578|1__6|SGB56638
SRR33750959.241821__1.238090	UniClust90_NHHHKJJE03506|1__9|SGB125949
SRR33750959.243575__1.239823	UniClust90_IMMCPGKG02024|1__20|SGB128778
SRR33750959.243922__1.240163	UniClust90_EJFOFLBH01962|3__6|SGB133091
SRR33750959.244180__1.240415	UniClust90_HGJNCPHJ01223|1__14|SGB125949
SRR33750959.244151__1.240387	UniClust90_IABCABEO01996|1__7|SGB74789
SRR33750959.245447__1.241668	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750959.246161__1.242373	UniClust90_IMMCPGKG00744|1__10|SGB128778
SRR33750959.246278__1.242490	UniRef90_A0A2V5YZE4|1__17|SGB52714
SRR33750959.246754__1.242961	UniRef90_A0A2V5YZE4|1__17|SGB52714
SRR33750959.247357__1.243558	UniRef90_A0A2V5LTF0|6__10|SGB52717
SRR33750959.248179__1.244367	UniClust90_EJAHAFID04099|1__9|SGB130007
SRR33750959.247835__1.244026	UniClust90_ACDABMLJ00709|2__5|SGB133090
SRR33750959.248447__1.244633	UniClust90_OCJAPFEA06139|1__12|SGB125949
SRR33750959.249295__1.245471	UniClust90_PKCJLHDA01240|1__11|SGB89408
SRR33750959.250677__1.246837	UniClust90_EJAHAFID04099|1__9|SGB130007
SRR33750959.252883__1.249021	UniClust90_JMFJJCJA00050|1__6|SGB130007
SRR33750959.253152__1.249285	UniClust90_IMMCPGKG00868|1__8|SGB128778
SRR33750959.253421__1.249552	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750959.254376__1.250494	UniClust90_DPLIHBNC01042|1__5|SGB89725
SRR33750959.254729__1.250841	UniClust90_EJAHAFID03066|1__6|SGB130007
SRR33750959.255150__1.251262	UniClust90_DJBDGBNB03404|1__8|SGB89725
SRR33750959.255399__1.251510	UniClust90_KIMIJBHB03333|1__18|SGB126432
SRR33750959.257706__1.253799	UniClust90_PKMOJOJK01731|1__3|SGB84078
SRR33750959.257712__1.253804	UniClust90_LLIEHLNH02423|1__9|SGB130007
SRR33750959.258292__1.254371	UniClust90_MAPGAGMJ01319|4__9|SGB133334
SRR33750959.258177__1.254259	UniRef90_A0A1S5Y239|1__9|SGB125949
SRR33750959.258272__1.254351	UniClust90_ACDABMLJ01009|1__8|SGB133090
SRR33750959.258434__1.254508	UniClust90_BKIEHKJF00933|1__6|SGB131913
SRR33750959.258638__1.254712	UniClust90_CMJGEBLA03514|1__12|SGB89408
SRR33750959.257992__1.254079	UniClust90_NHHHKJJE01039|1__12|SGB125949
SRR33750959.258060__1.254144	UniClust90_EJAHAFID00956|3__9|SGB130007
SRR33750959.258524__1.254598	UniClust90_IOFPBIHC02046|1__12|SGB130007
SRR33750959.259528__1.255596	UniClust90_IBMDDACE01005|1__16|SGB128778
SRR33750959.260297__1.256359	UniClust90_JHNMEHIJ03596|2__6|SGB56640
SRR33750959.260385__1.256447	UniClust90_DBBCBONN01880|1__23|SGB126432
SRR33750959.262203__1.258234	UniClust90_EDNFDLAG01056|1__7|SGB84078
SRR33750959.264776__1.260771	UniRef90_A0A1Q7BYR0|1__5|SGB56640
SRR33750959.264803__1.260798	UniClust90_ECOHMLGB00268|1__5|SGB56640
SRR33750959.266053__1.262028	UniClust90_DJBDGBNB01191|5__11|SGB89725
SRR33750959.266306__1.262275	UniRef90_A0A1X0G0E5|2__14|SGB207589
SRR33750959.266717__1.262673	UniClust90_IJGFMJON01411|1__6|SGB56643
SRR33750959.269667__1.265565	UniRef90_A0A1F4F239|1__10|SGB13173
SRR33750959.270228__1.266114	UniClust90_PIHLJOEE04722|1__6|SGB84075
SRR33750959.270566__1.266443	UniClust90_NJGLCGCL01683|1__5|SGB122683
SRR33750959.272318__1.268162	UniClust90_GHPINBAM01479|1__8|SGB84331
SRR33750959.272435__1.268278	UniRef90_A0A2V5RFJ6|1__9|SGB52729
SRR33750959.272558__1.268398	UniRef90_A0A1Q7BFB1|1__5|SGB56640
SRR33750959.273734__1.269555	UniRef90_A0A353YCD2|2__5|SGB89423
SRR33750959.275005__1.270800	UniClust90_CEIBDEKO02198|1__9|SGB133121
SRR33750959.276241__1.272013	UniRef90_A0A1B9YJA3|2__7|SGB11348
SRR33750959.276156__1.271929	UniRef90_A0A2V6DV55|1__7|SGB22169
SRR33750959.276388__1.272158	UniClust90_CBFLHKKL02423|1__16|SGB133209
SRR33750959.276488__1.272258	UniClust90_DCJCBMEC00096|1__5|SGB122526
SRR33750959.277164__1.272923	UniClust90_FNPCGKEP01518|1__7|SGB84078
SRR33750959.277762__1.273506	UniRef90_A0A2L0WP64|1__6|SGB24516
SRR33750959.279198__1.274914	UniClust90_GJEIHIOJ01749|1__6|SGB122526
SRR33750959.279481__1.275192	UniClust90_NHHHKJJE03728|1__12|SGB125949
SRR33750959.279744__1.275452	UniClust90_ABBOHGOG00415|1__6|SGB89410
SRR33750959.280769__1.276461	UniClust90_CDCDKIIJ00051|1__5|SGB84331
SRR33750959.281098__1.276789	UniClust90_DIBLBONP01570|1__6|SGB84078
SRR33750959.281805__1.277486	UniClust90_DPLIHBNC01178|1__7|SGB89725
SRR33750959.283447__1.279112	UniRef90_A0A2V5SKH7|4__17|SGB52719
SRR33750959.285227__1.280869	UniClust90_OFJJKHAK01408|1__10|SGB84078
SRR33750959.286819__1.282437	UniClust90_KIMNEABG00244|1__11|SGB131913
SRR33750959.287244__1.282856	UniClust90_DAODNPOA01615|11__19|SGB89725
SRR33750959.287543__1.283153	UniClust90_HGJNCPHJ03485|1__9|SGB125949
SRR33750959.288418__1.284014	UniClust90_KMEALJDO00550|3__6|SGB84078
SRR33750959.288511__1.284107	UniClust90_NHHHKJJE03539|1__8|SGB125949
SRR33750959.289333__1.284922	UniClust90_DIBLBONP01702|3__13|SGB84078
SRR33750959.289641__1.285229	UniClust90_BOKHIPMC05974|1__10|SGB130007
SRR33750959.290184__1.285765	UniClust90_GHPINBAM01479|1__8|SGB84331
SRR33750959.291087__1.286658	UniClust90_MKPDLIIB02526|1__8|SGB131913
SRR33750959.291565__1.287128	UniClust90_JEKLGGBE00590|1__15|SGB126808
SRR33750959.293071__1.288613	UniClust90_MHADPFMD03107|1__8|SGB127226
SRR33750959.293353__1.288890	UniRef90_A0A1Q7BDI5|1__10|SGB56640
SRR33750959.296145__1.291650	UniClust90_GEHFPKBH03227|1__5|SGB84075
SRR33750959.296290__1.291792	UniClust90_BOKHIPMC03210|1__11|SGB130007
SRR33750959.296352__1.291854	UniClust90_JMJFJFFP02327|7__21|SGB132188
SRR33750959.296787__1.292282	UniClust90_HMPPKHGP00058|1__4|SGB133091
SRR33750959.297494__1.292974	UniClust90_OHKKNMDA00758|1__3|SGB122683
SRR33750959.298818__1.294275	UniClust90_IOFPBIHC00603|1__6|SGB130007
SRR33750959.299307__1.294758	UniClust90_IBMDDACE01329|1__10|SGB128778
SRR33750959.299779__1.295223	UniClust90_IBMDDACE00829|1__8|SGB128778
SRR33750959.301698__1.297109	UniClust90_AOMEFECO00684|3__7|SGB133090
SRR33750959.302660__1.298061	UniClust90_ENCMJEIO08569|1__14|SGB87004
SRR33750959.302827__1.298223	UniClust90_JJIPPMBI01329|9__13|SGB133090
SRR33750959.303635__1.299018	UniClust90_NEMDDJGI02557|1__16|SGB133209
SRR33750959.304415__1.299775	UniRef90_A0A1Q7B5A3|1__5|SGB56640
SRR33750959.306218__1.301543	UniClust90_DAODNPOA02649|1__7|SGB89725
SRR33750959.306491__1.301812	UniClust90_JMFJJCJA03372|1__11|SGB130007
SRR33750959.307225__1.302527	UniClust90_EDNFDLAG00955|2__6|SGB84078
SRR33750959.307635__1.302931	UniRef90_A0A2V5ZYC2|2__6|SGB84331
SRR33750959.307406__1.302702	UniClust90_KMEALJDO02053|1__8|SGB84078
SRR33750959.307949__1.303236	UniClust90_DPJLILCC01895|1__7|SGB89725
SRR33750959.308126__1.303410	UniClust90_BKIEHKJF00272|1__6|SGB131913
SRR33750959.309106__1.304372	UniClust90_GFHGLNMO00861|1__5|SGB133091
SRR33750959.309073__1.304341	UniClust90_EJAHAFID01095|1__8|SGB130007
SRR33750959.311505__1.306727	UniClust90_OCJAPFEA03243|1__10|SGB125949
SRR33750959.313905__1.309087	UniClust90_CMJGEBLA00590|1__7|SGB89408
SRR33750959.314357__1.309535	UniClust90_JDBHONHE04742|1__21|SGB87014
SRR33750959.314601__1.309776	UniClust90_PKMOJOJK03472|1__9|SGB84078
SRR33750959.317731__1.312851	UniClust90_LJMOGHMP00132|1__9|SGB128778
SRR33750959.319122__1.314217	UniClust90_LLFOFLNB00591|3__9|SGB56638
SRR33750959.319675__1.314767	UniClust90_NPJKCHNA04111|1__6|SGB73517
SRR33750959.319667__1.314759	UniClust90_JMFJJCJA02092|1__7|SGB130007
SRR33750959.321365__1.316422	UniRef90_A0A2V6TUH4|1__7|SGB131913
SRR33750959.322853__1.317888	UniClust90_HNBLJKFC00905|1__8|SGB128778
SRR33750959.321983__1.317032	UniRef90_A0A1Q7BJI7|1__5|SGB56640
SRR33750959.321986__1.317035	UniRef90_A0A1Q7BJI7|1__5|SGB56640
SRR33750959.322774__1.317811	UniClust90_CMHDMJOM01129|5__8|SGB56640
SRR33750959.323930__1.318946	UniClust90_MDGCCGDH01928|1__5|SGB56640
SRR33750959.324007__1.319022	UniClust90_BOKHIPMC04224|1__5|SGB130007
SRR33750959.323565__1.318586	UniClust90_EJAHAFID04905|1__11|SGB130007
SRR33750959.324253__1.319264	UniClust90_BOKHIPMC04272|1__7|SGB130007
SRR33750959.325073__1.320075	UniClust90_ACDABMLJ00265|8__13|SGB133090
SRR33750959.327362__1.322325	UniClust90_FJPBOFJK00915|1__13|SGB128677
SRR33750959.328096__1.323049	UniRef90_A0A1Q7B755|1__5|SGB56640
SRR33750959.327792__1.322749	UniClust90_ANDLCEDJ01978|1__6|SGB133091
SRR33750959.328724__1.323667	UniRef90_A0A1F2XPV1|2__7|SGB89423
SRR33750959.328522__1.323468	UniClust90_CDCDKIIJ00147|9__20|SGB84331
SRR33750959.328527__1.323473	UniClust90_CDCDKIIJ00147|9__20|SGB84331
SRR33750959.329520__1.324452	UniRef90_A0A2V8JEC1|1__9|SGB17587
SRR33750959.329585__1.324517	UniClust90_OJFFJDAM01621|1__3|SGB89423
SRR33750959.329820__1.324748	UniClust90_IMMCPGKG02367|1__10|SGB128778
SRR33750959.330395__1.325314	UniClust90_FNPCGKEP01518|1__7|SGB84078
SRR33750959.332749__1.327633	UniClust90_HGJNCPHJ04381|1__18|SGB125949
SRR33750959.332826__1.327709	UniClust90_HGJNCPHJ04381|1__18|SGB125949
SRR33750959.333412__1.328287	UniClust90_NHHHKJJE00195|1__9|SGB125949
SRR33750959.333644__1.328516	UniClust90_EJAHAFID02780|1__7|SGB130007
SRR33750959.335979__1.330812	UniClust90_DIBLBONP01238|1__5|SGB84078
SRR33750959.336635__1.331457	UniRef90_A0A2V5M3T3|1__5|SGB52717
SRR33750959.337730__1.332532	UniClust90_EDNFDLAG01345|1__11|SGB84078
SRR33750959.337986__1.332784	UniRef90_A0A2V5LU44|1__5|SGB52717
SRR33750959.338275__1.333067	UniClust90_EDNFDLAG01345|1__11|SGB84078
SRR33750959.340346__1.335102	UniClust90_OCJAPFEA01349|1__11|SGB125949
SRR33750959.340167__1.334926	UniClust90_HNBLJKFC00645|1__7|SGB128778
SRR33750959.340675__1.335425	UniClust90_ABOOFKJJ01139|1__9|SGB127159
SRR33750959.342134__1.336864	UniClust90_ENBABIAF00308|1__9|SGB128778
SRR33750959.342249__1.336976	UniClust90_ENBABIAF01020|1__7|SGB128778
SRR33750959.343114__1.337828	UniRef90_A0A2V5M3T3|1__5|SGB52717
SRR33750959.343851__1.338554	UniClust90_NOMIGGEC01820|1__15|SGB125949
SRR33750959.344547__1.339243	UniClust90_JBMBCDML02613|1__5|SGB89725
SRR33750959.344932__1.339620	UniClust90_BKIEHKJF02288|1__7|SGB131913
SRR33750959.345249__1.339928	UniClust90_DPLIHBNC01350|1__9|SGB89725
SRR33750959.345923__1.340589	UniClust90_OECKFAOL00818|1__3|SGB89423
SRR33750959.345900__1.340566	UniClust90_OJGLOKOM03438|1__7|SGB84075
SRR33750959.346358__1.341017	UniClust90_OBEJBAOE02389|1__21|SGB128218
SRR33750959.346390__1.341045	UniClust90_DPLIHBNC01350|1__9|SGB89725
SRR33750959.346828__1.341478	UniClust90_GEHFPKBH00688|1__7|SGB84075
SRR33750959.346545__1.341200	VDB|0043-0016-0-0000|MV643-c1920-c0-c6
SRR33750959.346940__1.341588	UniClust90_KIMNEABG03163|1__10|SGB131913
SRR33750959.347224__1.341869	UniClust90_HGJNCPHJ03635|1__9|SGB125949
SRR33750959.347344__1.341988	UniClust90_OJGLOKOM00748|1__6|SGB84075
SRR33750959.348138__1.342766	UniRef90_A0A1Q7BY25|3__8|SGB89408
SRR33750959.348845__1.343458	UniClust90_DHCJNNEN00215|1__7|SGB89423
SRR33750959.349263__1.343872	UniClust90_OJFAJFEC00285|1__4|SGB89423
SRR33750959.349988__1.344593	UniClust90_BGMDAEJF02021|14__20|SGB122526
SRR33750959.350077__1.344681	UniRef90_A0A2V8L0L3|1__6|SGB17587
SRR33750959.350102__1.344705	UniClust90_DPJLILCC01895|1__7|SGB89725
SRR33750959.350915__1.345508	UniClust90_IOFPBIHC01165|1__8|SGB130007
SRR33750959.350138__1.344741	UniClust90_DPJLILCC01895|1__7|SGB89725
SRR33750959.351424__1.346012	UniClust90_OCJAPFEA03298|1__8|SGB125949
SRR33750959.352556__1.347121	UniClust90_HGJNCPHJ04950|1__20|SGB125949
SRR33750959.352774__1.347338	UniClust90_MEABCEIN01012|1__7|SGB84078
SRR33750959.352945__1.347507	UniClust90_OCJAPFEA01312|1__8|SGB125949
SRR33750959.354390__1.348930	UniClust90_BODOLCOE00536|1__4|SGB89423
SRR33750959.354845__1.349376	UniClust90_IOFPBIHC04164|1__8|SGB130007
SRR33750959.354994__1.349524	UniClust90_EHKFGODG01873|1__6|SGB134112
SRR33750959.355030__1.349559	UniClust90_JCMEFMGF02866|4__12|SGB74780
SRR33750959.355325__1.349850	UniClust90_CMEKGFCC00672|1__7|SGB127159
SRR33750959.356278__1.350783	UniClust90_DJBDGBNB01292|2__8|SGB89725
SRR33750959.356284__1.350789	UniClust90_DJBDGBNB01292|2__8|SGB89725
SRR33750959.356445__1.350948	UniClust90_DIBLBONP01299|1__8|SGB84078
SRR33750959.356525__1.351027	UniClust90_HGJNCPHJ00714|1__10|SGB125949
SRR33750959.358209__1.352683	UniClust90_LGBMFDOL02723|1__15|SGB129206
SRR33750959.358708__1.353175	UniClust90_GANILFCG00385|1__7|SGB74789
SRR33750959.359059__1.353521	UniClust90_PPJAIDOO02132|1__7|SGB84075
SRR33750959.359314__1.353770	UniClust90_LGJBDPMI02476|1__6|SGB133334
SRR33750959.359472__1.353927	UniClust90_CHIHPPOK01380|1__4|SGB56638
SRR33750959.359715__1.354163	UniClust90_NHHHKJJE01013|1__8|SGB125949
SRR33750959.360921__1.355351	UniClust90_HJKNIEHA00328|1__16|SGB89408
SRR33750959.361523__1.355939	UniClust90_HGJNCPHJ04583|1__12|SGB125949
SRR33750959.364318__1.358688	UniClust90_LLHLEBOE00894|1__3|SGB89423
SRR33750959.364534__1.358897	UniClust90_OPLEJCPF03450|1__9|SGB125949
SRR33750959.365333__1.359683	UniClust90_LLHLEBOE00894|1__3|SGB89423
SRR33750959.365899__1.360239	UniClust90_AFLGNPJA00954|1__6|SGB122683
SRR33750959.366472__1.360808	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750959.366911__1.361236	UniClust90_DMCDKPDB02620|1__4|SGB89423
SRR33750959.367637__1.361953	UniClust90_HGJNCPHJ00714|1__10|SGB125949
SRR33750959.368428__1.362729	UniClust90_IDPAEINK00126|1__8|SGB89725
SRR33750959.368876__1.363167	UniClust90_EMAEKJAG00926|1__18|SGB128987
SRR33750959.369822__1.364094	UniClust90_PEMFFBNE00474|1__6|SGB74789
SRR33750959.370911__1.365167	UniClust90_HOMJAIDI01111|1__5|SGB89423
SRR33750959.373875__1.368091	UniClust90_OCJAPFEA01058|1__10|SGB125949
SRR33750959.374523__1.368730	UniClust90_DPJLILCC01391|1__9|SGB89725
SRR33750959.376096__1.370275	UniClust90_PLNJEBMN01986|1__6|SGB133091
SRR33750959.376414__1.370590	UniClust90_IFLHHMNM03400|1__17|SGB131246
SRR33750959.376379__1.370556	UniClust90_PKMOJOJK03136|1__3|SGB84078
SRR33750959.376684__1.370854	UniRef90_A0A1Q7BT39|1__6|SGB56640
SRR33750959.377412__1.371573	UniClust90_HMPPKHGP01288|1__7|SGB133091
SRR33750959.377567__1.371726	UniClust90_LGBMFDOL03746|1__14|SGB129206
SRR33750959.377589__1.371748	UniClust90_BGDHDLNA05620|1__6|SGB84075
SRR33750959.378782__1.372921	UniClust90_PLNJEBMN01166|1__4|SGB133091
SRR33750959.381578__1.375681	UniClust90_BOKHIPMC04272|1__7|SGB130007
SRR33750959.382068__1.376165	UniClust90_BDGBANDJ01296|1__8|SGB127159
SRR33750959.382194__1.376290	UniClust90_EJAHAFID04905|1__11|SGB130007
SRR33750959.382343__1.376432	UniClust90_ALPEOPJM00254|1__8|SGB84331
SRR33750959.383020__1.377095	UniClust90_OPLEJCPF02745|1__9|SGB125949
SRR33750959.382700__1.376783	UniRef90_UPI001065A748|1__5|SGB34620
SRR33750959.383769__1.377835	UniRef90_A0A2W2F9C6|1__11|SGB23700
SRR33750959.383146__1.377217	UniClust90_BHLGKCAN05823|1__4|SGB56640
SRR33750959.383390__1.377459	UniClust90_DEFNONOM00486|1__5|SGB56640
SRR33750959.385512__1.379553	UniClust90_CHLBPEBB01456|1__13|SGB89725
SRR33750959.388029__1.382029	UniClust90_OPLEJCPF03046|1__11|SGB125949
SRR33750959.388314__1.382311	UniClust90_LJMOGHMP01172|1__7|SGB128778
SRR33750959.389412__1.383389	UniClust90_EDNFDLAG02240|1__3|SGB84078
SRR33750959.390326__1.384286	UniClust90_AICCGNAA04334|1__12|SGB129206
SRR33750959.391441__1.385388	UniClust90_EDFLJBLB03488|1__3|SGB130045
SRR33750959.391636__1.385576	UniClust90_FNPCGKEP03897|2__6|SGB84078
SRR33750959.391732__1.385672	UniClust90_EDNFDLAG02265|1__12|SGB84078
SRR33750959.391763__1.385703	UniClust90_BOKHIPMC00291|1__5|SGB130007
SRR33750959.394565__1.388462	UniClust90_LLIEHLNH02861|1__7|SGB130007
SRR33750959.394549__1.388446	UniClust90_CMHDMJOM03877|1__8|SGB56640
SRR33750959.395941__1.389820	UniClust90_FOJGPGMP00412|1__9|SGB133334
SRR33750959.396495__1.390368	UniClust90_LLHLEBOE01435|1__4|SGB89423
SRR33750959.396245__1.390121	UniClust90_CMHDMJOM03041|1__7|SGB56640
SRR33750959.397393__1.391257	UniClust90_HGAMACDH00641|1__10|SGB128778
SRR33750959.397642__1.391505	UniClust90_DPJLILCC01932|1__5|SGB89725
SRR33750959.397762__1.391625	UniClust90_EDBNNBOB01664|1__6|SGB56640
SRR33750959.398331__1.392182	UniClust90_DEFNONOM00153|1__6|SGB56640
SRR33750959.398441__1.392289	UniRef90_A0A2V6DPZ0|1__12|SGB22169
SRR33750959.398449__1.392297	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750959.399131__1.392972	UniClust90_GJEIHIOJ00202|5__8|SGB122526
SRR33750959.399258__1.393098	UniClust90_GMEAMNGB00538|1__22|SGB134112
SRR33750959.401868__1.395680	UniClust90_HOPPLHLN01078|1__11|SGB128471
SRR33750959.402650__1.396448	UniClust90_IOFPBIHC00789|1__6|SGB130007
SRR33750959.402825__1.396620	UniRef90_A0A109JW30|1__7|SGB11143
SRR33750959.403440__1.397224	UniClust90_ANDLCEDJ00738|1__6|SGB133091
SRR33750959.404781__1.398546	UniClust90_JMFJJCJA03385|1__6|SGB130007
SRR33750959.405315__1.399073	UniClust90_NHHHKJJE03393|1__9|SGB125949
SRR33750959.406694__1.400432	UniClust90_NHHHKJJE03592|1__9|SGB125949
SRR33750959.406805__1.400542	UniClust90_OCJAPFEA01889|1__12|SGB125949
SRR33750959.407230__1.400961	UniClust90_NOGJJOAE02457|1__11|SGB128677
SRR33750959.408204__1.401924	UniClust90_GJEIHIOJ02339|1__7|SGB122526
SRR33750959.408793__1.402503	UniClust90_OALLKAFI01259|1__7|SGB84078
SRR33750959.410588__1.404275	UniClust90_MKPDLIIB00468|1__6|SGB131913
SRR33750959.411768__1.405433	UniRef90_A0A1Q7BEL8|1__7|SGB56640
SRR33750959.413133__1.406781	UniClust90_OALLKAFI00407|1__6|SGB84078
SRR33750959.414205__1.407838	UniRef90_A0A2V6FP92|4__7|SGB52730
SRR33750959.414855__1.408478	UniRef90_A0A2V8L2A9|1__4|SGB17587
SRR33750959.415411__1.409025	UniClust90_OPBPCBGI01091|1__8|SGB132245
SRR33750959.417331__1.410914	UniClust90_PKNCJFOJ03816|3__6|SGB56640
SRR33750959.419317__1.412874	UniClust90_IFHFCMJI03135|1__11|SGB125699
SRR33750959.419180__1.412739	UniClust90_AGJDNOHG02232|1__6|SGB89423
SRR33750959.419416__1.412971	UniClust90_DGAPNDKH00321|1__17|SGB131892
SRR33750959.421037__1.414570	UniClust90_CJJELLGD00424|1__5|SGB84331
SRR33750959.421619__1.415147	UniClust90_HFNDKKKP00391|1__5|SGB74789
SRR33750959.421654__1.415181	UniClust90_GFHGLNMO01320|1__11|SGB133091
SRR33750959.421858__1.415383	UniClust90_DJBDGBNB03164|1__3|SGB89725
SRR33750959.421860__1.415385	UniClust90_LLIEHLNH03552|2__10|SGB130007
SRR33750959.422232__1.415750	UniClust90_GANODPDP04640|1__7|SGB127500
SRR33750959.423376__1.416877	UniClust90_LEJLODHJ00817|1__5|SGB89423
SRR33750959.423635__1.417131	UniClust90_NHHHKJJE03728|1__12|SGB125949
SRR33750959.423941__1.417432	UniClust90_BOKHIPMC03200|1__15|SGB130007
SRR33750959.425096__1.418569	UniRef90_A0A2V6KCP0|1__11|SGB52719
SRR33750959.425658__1.419122	UniClust90_CMHDMJOM02009|1__7|SGB56640
SRR33750959.427865__1.421302	UniRef90_A0A1Q7B4C1|1__9|SGB56640
SRR33750959.427866__1.421303	UniClust90_NOMIGGEC00360|1__17|SGB125949
SRR33750959.429234__1.422656	UniRef90_A0A2V6DB92|1__11|SGB22169
SRR33750959.429302__1.422722	UniRef90_A0A1Q8B3F2|1__6|SGB17587
SRR33750959.429709__1.423124	UniClust90_FNPCGKEP04478|1__6|SGB84078
SRR33750959.429796__1.423210	UniClust90_FNPCGKEP04824|1__7|SGB84078
SRR33750959.431271__1.424666	UniClust90_DJBDGBNB03403|1__7|SGB89725
SRR33750959.431898__1.425285	UniClust90_EJAHAFID03699|1__5|SGB130007
SRR33750959.433657__1.427018	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750959.434008__1.427364	UniRef90_A0A2V8F4D0|8__16|SGB24078
SRR33750959.435164__1.428513	UniClust90_AABABCCC00553|1__3|SGB74789
SRR33750959.435870__1.429213	UniClust90_HJKNIEHA00314|3__11|SGB89408
SRR33750959.436010__1.429349	UniClust90_IPFPHDNG00001|1__6|SGB131926
SRR33750959.436345__1.429679	UniClust90_GAEJHPDC01045|1__13|SGB128753
SRR33750959.437126__1.430452	UniClust90_EHFFKAJJ02195|1__5|SGB74780
SRR33750959.436488__1.429820	UniClust90_PKNCJFOJ02657|16__22|SGB56640
SRR33750959.436540__1.429872	UniClust90_FCPHDNIE01909|4__8|SGB74780
SRR33750959.437921__1.431239	UniClust90_CMHDMJOM00741|1__6|SGB56640
SRR33750959.438408__1.431718	UniRef90_UPI000559608D|8__13|SGB31987
SRR33750959.439729__1.433027	UniClust90_HGJNCPHJ00708|1__9|SGB125949
SRR33750959.442043__1.435322	UniClust90_DHFBAFBN01001|4__11|SGB133121
SRR33750959.443062__1.436325	UniClust90_ENCMJEIO06908|1__15|SGB87004
SRR33750959.444071__1.437321	UniClust90_JMFJJCJA01964|1__6|SGB130007
SRR33750959.444572__1.437817	UniClust90_IOFPBIHC03144|1__11|SGB130007
SRR33750959.444992__1.438231	UniRef90_A0A1Q7BM71|1__7|SGB56638
SRR33750959.445379__1.438615	UniClust90_LACEKAON04151|1__11|SGB129874
SRR33750959.445850__1.439075	UniClust90_OKNLNMAL04588|1__20|SGB133129
