SRR33750937.876__1.866	UniRef90_A0A1Q7B3L9|1__5|SGB56640
SRR33750937.231501__1.228174	UniClust90_GIMAHFHH00711|6__12|SGB89408
SRR33750937.232253__1.228913	UniClust90_BPNLEABE01693|3__6|SGB89423
SRR33750937.232666__1.229317	UniClust90_GIMAHFHH00711|6__12|SGB89408
SRR33750937.232824__1.229474	UniRef90_A0A2V8KNS8|1__11|SGB17587
SRR33750937.233291__1.229934	UniClust90_FKNELLKK01994|1__4|SGB122683
SRR33750937.233988__1.230623	UniRef90_A0A2V8KNS8|1__11|SGB17587
SRR33750937.234454__1.231082	UniClust90_MEABCEIN00377|1__4|SGB84078
SRR33750937.234494__1.231122	UniClust90_JMFJJCJA01029|1__6|SGB130007
SRR33750937.235541__1.232157	UniRef90_UPI0003F6500C|1__17|SGB31987
SRR33750937.235710__1.232321	UniClust90_ALPEOPJM00166|1__7|SGB84331
SRR33750937.235887__1.232496	UniClust90_FNPCGKEP00283|1__5|SGB84078
SRR33750937.236295__1.232898	UniClust90_PIHLJOEE02285|1__5|SGB84075
SRR33750937.237908__1.234482	UniClust90_OJGLOKOM01700|1__15|SGB84075
SRR33750937.238449__1.235017	UniClust90_PPJAIDOO00039|1__7|SGB84075
SRR33750937.239338__1.235899	UniClust90_NOMIGGEC00722|1__16|SGB125949
SRR33750937.239645__1.236202	UniClust90_OALLKAFI02755|1__10|SGB84078
SRR33750937.239711__1.236268	UniClust90_PIHLJOEE02851|1__8|SGB84075
SRR33750937.240129__1.236678	UniRef90_A0A1Q7BGW6|1__5|SGB56640
SRR33750937.240542__1.237079	UniClust90_PIHLJOEE04833|1__17|SGB84075
SRR33750937.240686__1.237221	UniClust90_GIMAHFHH00477|5__10|SGB89408
SRR33750937.240424__1.236963	UniClust90_KDDPKKIL01245|1__8|SGB128471
SRR33750937.240386__1.236926	UniClust90_OALLKAFI02755|1__10|SGB84078
SRR33750937.241391__1.237918	UniRef90_A0A1N6GNY6|1__7|SGB31955
SRR33750937.241832__1.238351	UniClust90_AMMJOKDD01926|4__13|SGB74780
SRR33750937.241862__1.238380	UniRef90_A0A1Q7N4K3|1__8|SGB17587
SRR33750937.242441__1.238951	UniClust90_MDILPPEF00618|1__5|SGB89423
SRR33750937.242519__1.239028	UniClust90_PIHLJOEE02612|1__9|SGB84075
SRR33750937.242581__1.239090	UniClust90_NHHHKJJE03506|1__9|SGB125949
SRR33750937.243302__1.239805	UniClust90_HMPPKHGP01288|1__7|SGB133091
SRR33750937.243485__1.239986	UniClust90_GEHFPKBH01293|1__4|SGB84075
SRR33750937.243329__1.239832	UniClust90_OOJLFJAP00494|1__6|SGB89423
SRR33750937.247505__1.243957	UniClust90_FNPCGKEP00327|4__9|SGB84078
SRR33750937.248589__1.245027	UniClust90_DPLIHBNC01575|1__6|SGB89725
SRR33750937.251001__1.247407	UniClust90_ELKMOIOH01471|1__4|SGB122683
SRR33750937.250676__1.247086	UniClust90_NOMIGGEC00036|1__12|SGB125949
SRR33750937.251134__1.247539	UniClust90_HNBLJKFC01763|1__17|SGB128778
SRR33750937.250884__1.247292	UniClust90_DOGEEKIC00400|1__7|SGB133354
SRR33750937.252550__1.248936	UniClust90_JGADJIJA00241|1__9|SGB87056
SRR33750937.252764__1.249150	UniClust90_NOMIGGEC03544|1__20|SGB125949
SRR33750937.252902__1.249284	UniClust90_IJHKGIGD01454|1__7|SGB128471
SRR33750937.252904__1.249286	UniClust90_OPLEJCPF04282|1__12|SGB125949
SRR33750937.253447__1.249822	UniClust90_IOFPBIHC02803|1__9|SGB130007
SRR33750937.253996__1.250357	UniClust90_OPLEJCPF02044|4__15|SGB125949
SRR33750937.254321__1.250677	UniClust90_PDNJHHOB05830|1__16|SGB109918
SRR33750937.256981__1.253308	UniClust90_MGMMBNFB04963|1__5|SGB130045
SRR33750937.258171__1.254478	UniClust90_IGKPANEM01399|1__13|SGB128987
SRR33750937.258834__1.255135	UniClust90_BHLGKCAN03135|1__14|SGB56640
SRR33750937.259073__1.255374	UniClust90_ECOHMLGB01426|1__5|SGB56640
SRR33750937.259251__1.255549	UniClust90_OPFCPGGL00090|1__3|SGB89423
SRR33750937.259514__1.255809	UniClust90_LLIEHLNH02657|1__8|SGB130007
SRR33750937.259686__1.255978	UniClust90_BHLGKCAN03129|1__6|SGB56640
SRR33750937.260586__1.256869	UniClust90_OPFCPGGL00090|1__3|SGB89423
SRR33750937.261877__1.258143	UniClust90_ENBABIAF01346|1__13|SGB128778
SRR33750937.261940__1.258205	UniRef90_A0A2V5SEH4|1__8|SGB52719
SRR33750937.264551__1.260775	UniRef90_A0A2V8JM27|1__8|SGB17587
SRR33750937.264554__1.260778	UniClust90_IBMDDACE00677|1__7|SGB128778
SRR33750937.265669__1.261884	UniClust90_LLIEHLNH02657|1__8|SGB130007
SRR33750937.266427__1.262632	UniClust90_IAPHHKAC00569|1__4|SGB125918
SRR33750937.266384__1.262589	UniClust90_GEHFPKBH03227|1__5|SGB84075
SRR33750937.266476__1.262680	UniClust90_ACDABMLJ00442|1__7|SGB133090
SRR33750937.268243__1.264418	UniClust90_LGJBDPMI01582|1__16|SGB133334
SRR33750937.268326__1.264500	UniRef90_R4K6Z3|3__11|SGB204094
SRR33750937.268737__1.264909	UniClust90_FNPCGKEP01815|1__3|SGB84078
SRR33750937.268424__1.264598	UniClust90_LDOGOBHG00949|1__10|SGB125634
SRR33750937.270004__1.266157	UniClust90_ACDABMLJ00005|1__3|SGB133090
SRR33750937.269691__1.265848	UniRef90_A0A1Q7BEL8|1__7|SGB56640
SRR33750937.270377__1.266525	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750937.270234__1.266385	UniClust90_DMFPAALJ02297|1__4|SGB94049
SRR33750937.270864__1.267011	UniClust90_GIKPBLPO05932|1__14|SGB87058
SRR33750937.273458__1.269561	UniClust90_PPJAIDOO03625|1__6|SGB84075
SRR33750937.274269__1.270360	UniClust90_EJAHAFID03501|1__5|SGB130007
SRR33750937.274307__1.270397	UniClust90_BOAKGFPK03613|1__17|SGB130909
SRR33750937.274389__1.270479	UniClust90_EJAHAFID03501|1__5|SGB130007
SRR33750937.274431__1.270521	UniRef90_A0A1Q7BHY6|1__8|SGB56640
SRR33750937.274485__1.270575	UniRef90_A0A2C1Z7V0|1__14|SGB7578
SRR33750937.274789__1.270875	UniClust90_JKONEDMA00306|1__6|SGB130007
SRR33750937.275544__1.271623	UniClust90_BOKHIPMC05587|1__8|SGB130007
SRR33750937.279797__1.275832	UniClust90_BKEMCFBC01093|1__7|SGB131913
SRR33750937.281782__1.277795	UniRef90_A0A2V5JAM8|1__3|SGB52720
SRR33750937.283994__1.279974	UniClust90_NMMEDCHE00382|2__8|SGB89423
SRR33750937.284404__1.280378	UniClust90_BGDHDLNA04275|1__9|SGB84075
SRR33750937.284274__1.280248	UniClust90_JMFJJCJA01157|1__6|SGB130007
SRR33750937.285049__1.281017	UniRef90_A0A1S2PBE3|9__14|SGB16169
SRR33750937.287305__1.283251	UniClust90_ENCMJEIO07065|1__19|SGB87004
SRR33750937.287015__1.282962	UniClust90_BGDHDLNA04274|1__17|SGB84075
SRR33750937.287019__1.282966	UniClust90_OCJAPFEA01349|1__11|SGB125949
SRR33750937.288049__1.283985	UniClust90_LACEKAON04151|1__11|SGB129874
SRR33750937.288200__1.284135	UniRef90_A0A1Q7BG25|1__8|SGB56640
SRR33750937.289848__1.285761	UniClust90_EOFGAKMC01218|1__5|SGB84075
SRR33750937.291154__1.287054	UniClust90_BOKHIPMC01922|1__17|SGB130007
SRR33750937.291466__1.287364	UniClust90_OJGLOKOM03438|1__7|SGB84075
SRR33750937.291805__1.287702	UniClust90_NOMIGGEC02350|1__10|SGB125949
SRR33750937.292419__1.288309	UniClust90_CHMIEHDJ04510|1__7|SGB56640
SRR33750937.292896__1.288781	UniClust90_PKMOJOJK04439|1__7|SGB84078
SRR33750937.293082__1.288964	UniClust90_ACDABMLJ00179|1__3|SGB133090
SRR33750937.293339__1.289220	UniClust90_NEMDDJGI01192|1__10|SGB133209
SRR33750937.293606__1.289484	UniClust90_OGMCPKGA00169|1__5|SGB56638
SRR33750937.293853__1.289728	UniClust90_ACNJDJAL02393|1__7|SGB86721
SRR33750937.293856__1.289731	UniClust90_ACNJDJAL02393|1__7|SGB86721
SRR33750937.294383__1.290253	UniClust90_JMFJJCJA01968|1__5|SGB130007
SRR33750937.295054__1.290921	UniClust90_LLFOFLNB01769|1__6|SGB56638
SRR33750937.296003__1.291862	UniRef90_A0A3D5DSM3|1__7|SGB130007
SRR33750937.300566__1.296388	UniClust90_DIBLBONP00861|1__7|SGB84078
SRR33750937.302176__1.297977	UniClust90_DIBLBONP00861|1__7|SGB84078
SRR33750937.302778__1.298573	UniClust90_JMFJJCJA01968|1__5|SGB130007
SRR33750937.304070__1.299852	UniClust90_PKMOJOJK02584|1__7|SGB84078
SRR33750937.304278__1.300059	UniClust90_CENPGEFH03035|1__8|SGB131987
SRR33750937.305668__1.301437	UniClust90_EJAHAFID02924|1__9|SGB130007
SRR33750937.305907__1.301676	UniClust90_IOFPBIHC00789|1__6|SGB130007
SRR33750937.305984__1.301751	UniClust90_IBMDDACE01667|1__16|SGB128778
SRR33750937.306055__1.301822	UniClust90_IBMDDACE01667|1__16|SGB128778
SRR33750937.306920__1.302679	UniClust90_LACEKAON03864|1__10|SGB129874
SRR33750937.307322__1.303079	UniClust90_NHHHKJJE03592|1__9|SGB125949
SRR33750937.307271__1.303029	UniClust90_ANKLIGBF02348|1__6|SGB133334
SRR33750937.308451__1.304189	UniClust90_FHANFPLG01641|1__21|SGB134824
SRR33750937.308671__1.304407	UniClust90_IDPAEINK01984|1__13|SGB89725
SRR33750937.310410__1.306112	UniRef90_A0A2V5ZVA4|1__5|SGB52720
SRR33750937.310720__1.306418	UniClust90_BLCHLCBI00485|1__8|SGB133090
SRR33750937.310937__1.306633	UniClust90_EBKBLHBP01644|4__8|SGB133090
SRR33750937.311188__1.306882	UniClust90_JKKHKAPH03292|2__8|SGB89408
SRR33750937.311674__1.307362	UniClust90_JMFJJCJA05802|1__6|SGB130007
SRR33750937.312939__1.308616	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750937.313267__1.308940	UniClust90_OGLMLKPI01743|1__6|SGB56638
SRR33750937.313612__1.309285	UniClust90_OPLEJCPF03224|1__11|SGB125949
SRR33750937.315065__1.310718	UniClust90_PKMOJOJK04439|1__7|SGB84078
SRR33750937.317837__1.313463	UniClust90_DIOCHKEK00377|1__11|SGB133354
SRR33750937.318240__1.313862	UniClust90_CHMIEHDJ01175|1__8|SGB56640
SRR33750937.321209__1.316802	UniClust90_JMFJJCJA05802|1__6|SGB130007
SRR33750937.321469__1.317062	UniClust90_CMHDMJOM02009|1__7|SGB56640
SRR33750937.321748__1.317339	UniClust90_OPLEJCPF04794|1__13|SGB125949
SRR33750937.323282__1.318852	UniClust90_AOMEFECO00720|1__6|SGB133090
SRR33750937.323736__1.319300	UniClust90_PIJGIFJB01776|5__9|SGB89423
SRR33750937.323952__1.319510	UniClust90_EJAHAFID02172|1__5|SGB130007
SRR33750937.325008__1.320553	UniClust90_KBHOIOME03449|1__13|SGB175067
SRR33750937.325396__1.320940	UniClust90_FNPCGKEP02888|2__9|SGB84078
SRR33750937.325795__1.321334	UniClust90_BGDHDLNA01148|1__12|SGB84075
SRR33750937.325858__1.321397	UniClust90_OEKPEMHO00872|1__10|SGB129874
SRR33750937.329061__1.324561	UniClust90_LACEKAON02559|1__9|SGB129874
SRR33750937.329748__1.325245	UniClust90_JFOPKFBK02261|1__3|SGB122683
SRR33750937.330510__1.326001	UniClust90_ANKLIGBF00354|1__7|SGB133334
SRR33750937.331058__1.326541	UniClust90_EBKBLHBP00211|1__8|SGB133090
SRR33750937.331498__1.326975	UniClust90_OCJAPFEA00421|1__10|SGB125949
SRR33750937.331550__1.327026	UniClust90_OCJAPFEA00421|1__10|SGB125949
SRR33750937.332410__1.327872	UniClust90_OJGLOKOM02885|1__5|SGB84075
SRR33750937.333585__1.329035	UniRef90_A0A1Q7B8W4|1__6|SGB56640
SRR33750937.334224__1.329667	UniRef90_A0A1Q6VLR7|1__6|SGB8748
SRR33750937.334489__1.329928	UniClust90_EJAHAFID00079|1__7|SGB130007
SRR33750937.334723__1.330161	UniClust90_LOGOHNGJ00612|1__13|SGB126057
SRR33750937.334914__1.330350	UniClust90_KNLDLMCK01873|1__4|SGB123609
SRR33750937.336129__1.331554	UniClust90_JMFJJCJA01029|1__6|SGB130007
SRR33750937.336603__1.332024	UniClust90_PEODAMJP01643|1__8|SGB128471
SRR33750937.337283__1.332696	UniClust90_EBKBLHBP00211|1__8|SGB133090
SRR33750937.338201__1.333604	UniClust90_LJMOGHMP01149|1__16|SGB128778
SRR33750937.338926__1.334316	UniClust90_KMEALJDO01981|1__11|SGB84078
SRR33750937.339288__1.334678	UniClust90_NHHHKJJE01626|1__13|SGB125949
SRR33750937.342416__1.337760	UniClust90_JMFJJCJA01157|1__6|SGB130007
SRR33750937.344344__1.339666	UniClust90_DPLIHBNC00505|1__4|SGB89725
SRR33750937.344322__1.339644	UniRef90_A0A1Q7BSE5|1__6|SGB56640
SRR33750937.344721__1.340031	UniRef90_A0A1F2XUH9|1__4|SGB89423
SRR33750937.344856__1.340163	UniClust90_CKAHGCJD01011|1__5|SGB89423
SRR33750937.345573__1.340868	UniClust90_PPJAIDOO03965|1__7|SGB84075
SRR33750937.345512__1.340810	UniClust90_JINICEGA01527|1__8|SGB89423
SRR33750937.346121__1.341408	UniClust90_DECDFJBK00452|1__19|SGB85772
SRR33750937.346906__1.342182	UniClust90_JMFJJCJA03372|1__11|SGB130007
SRR33750937.346965__1.342239	UniRef90_A0A1Q7J1G6|1__10|SGB84075
SRR33750937.349168__1.344416	UniClust90_OECKFAOL00507|1__3|SGB89423
SRR33750937.349256__1.344504	UniClust90_MKNNHAML00527|5__11|SGB56638
SRR33750937.351985__1.347208	UniClust90_BGDHDLNA01428|1__5|SGB84075
SRR33750937.352693__1.347899	UniClust90_OJGLOKOM01700|1__15|SGB84075
SRR33750937.354103__1.349290	UniRef90_A0A2V5S0J8|1__7|SGB52719
SRR33750937.355752__1.350927	UniRef90_A0A1Q7B5E0|5__12|SGB56640
SRR33750937.355445__1.350622	UniClust90_EOFGAKMC01828|1__7|SGB84075
SRR33750937.355813__1.350988	UniClust90_JMFJJCJA02397|1__12|SGB130007
SRR33750937.357359__1.352521	UniRef90_UPI0009FD031E|1__25|SGB31953
SRR33750937.358132__1.353287	UniClust90_LLIEHLNH02830|3__8|SGB130007
SRR33750937.358511__1.353662	UniClust90_OJGLOKOM00755|1__5|SGB84075
SRR33750937.359337__1.354477	UniRef90_A0A1Q7B6Y9|7__10|SGB56638
SRR33750937.362908__1.358003	UniClust90_ABOOFKJJ01515|1__7|SGB127159
SRR33750937.364080__1.359163	UniClust90_ACDABMLJ00265|2__6|SGB133090
SRR33750937.364996__1.360069	UniClust90_LLIEHLNH02010|1__5|SGB130007
SRR33750937.365301__1.360369	UniClust90_ELKMOIOH01705|1__5|SGB122683
SRR33750937.365349__1.360417	UniRef90_A0A1Q7B865|1__5|SGB56640
SRR33750937.364685__1.359762	UniClust90_HGJNCPHJ05247|1__9|SGB125949
SRR33750937.369857__1.364837	UniClust90_DDJMJGAN05746|1__5|SGB16452
SRR33750937.370021__1.364992	UniClust90_IIEDOAEF01861|1__12|SGB128218
SRR33750937.370711__1.365657	UniClust90_PCIJFCLC00408|1__10|SGB132245
SRR33750937.371067__1.366000	UniClust90_CKAHGCJD01011|1__5|SGB89423
SRR33750937.375758__1.370613	UniClust90_IPBGJNGD03179|1__10|SGB89408
SRR33750937.376546__1.371389	UniClust90_IPBGJNGD02076|1__13|SGB89408
SRR33750937.376614__1.371456	UniClust90_HNBLJKFC01602|1__8|SGB128778
SRR33750937.377121__1.371953	UniClust90_CHMIEHDJ02211|1__6|SGB56640
SRR33750937.379652__1.374440	UniClust90_FMPEHDNM00831|1__5|SGB89423
SRR33750937.379150__1.373950	UniClust90_ECGAGMED01545|1__9|SGB131987
SRR33750937.380392__1.375161	UniClust90_PIHLJOEE02851|1__8|SGB84075
SRR33750937.380120__1.374897	UniRef90_A0A2V7FN24|1__4|SGB55236
SRR33750937.381245__1.375998	UniClust90_DPLIHBNC01009|1__6|SGB89725
SRR33750937.382809__1.377530	UniRef90_A0A2V8L0L3|1__6|SGB17587
SRR33750937.382603__1.377327	UniClust90_EJAHAFID04099|1__9|SGB130007
SRR33750937.384557__1.379249	UniClust90_BGDHDLNA07468|1__6|SGB84075
SRR33750937.384814__1.379502	UniClust90_GIDCBJMF01366|1__14|SGB134112
SRR33750937.384938__1.379621	UniClust90_EOFGAKMC01067|1__6|SGB84075
SRR33750937.384657__1.379347	UniClust90_PPDCKKGL00670|1__9|SGB133090
SRR33750937.385312__1.379989	UniClust90_PPJAIDOO04317|1__13|SGB84075
SRR33750937.385762__1.380429	UniClust90_NOMIGGEC04463|1__9|SGB125949
SRR33750937.386455__1.381111	UniClust90_OJFAJFEC01694|1__6|SGB89423
SRR33750937.386856__1.381512	UniRef90_A0A1Q8BDF9|1__9|SGB17587
SRR33750937.388088__1.382722	UniClust90_JJIPPMBI00649|1__6|SGB133090
SRR33750937.389555__1.384161	UniClust90_HGAMACDH01313|1__12|SGB128778
SRR33750937.390407__1.384993	UniClust90_BGDHDLNA04613|1__6|SGB84075
SRR33750937.391475__1.386053	UniClust90_KPGCMLFP03264|1__7|SGB89408
SRR33750937.391571__1.386147	UniClust90_BHLGKCAN02640|1__6|SGB56640
SRR33750937.394488__1.389031	UniClust90_EJAHAFID03699|1__5|SGB130007
SRR33750937.394006__1.388553	UniClust90_EJAHAFID03224|1__13|SGB130007
SRR33750937.396053__1.390570	UniClust90_HGJNCPHJ03693|1__9|SGB125949
SRR33750937.396278__1.390788	UniClust90_LPLBNIJN00692|1__8|SGB131050
SRR33750937.396993__1.391498	UniClust90_LLIEHLNH01141|5__12|SGB130007
SRR33750937.398447__1.392931	UniRef90_A0A3D5DS77|2__6|SGB130007
SRR33750937.398964__1.393438	UniRef90_A0A1Q8BC56|4__17|SGB17587
SRR33750937.400129__1.394585	UniClust90_NOMIGGEC00982|1__10|SGB125949
SRR33750937.401230__1.395673	UniClust90_OPLEJCPF02167|1__8|SGB125949
SRR33750937.401527__1.395966	UniRef90_A0A2V7DVU7|1__7|SGB24061
SRR33750937.402016__1.396452	UniRef90_A0A2V7DVU7|1__7|SGB24061
SRR33750937.406228__1.400606	UniClust90_EMIDINFL06246|1__10|SGB73712
SRR33750937.406875__1.401245	UniRef90_A0A1Q8BC56|4__17|SGB17587
SRR33750937.408087__1.402445	UniClust90_MEABCEIN01304|1__9|SGB84078
SRR33750937.408600__1.402947	UniClust90_OPLEJCPF02168|1__9|SGB125949
SRR33750937.409873__1.404197	UniClust90_AGJDNOHG01547|1__5|SGB89423
SRR33750937.409826__1.404151	UniClust90_DAODNPOA01891|1__8|SGB89725
SRR33750937.410257__1.404575	UniClust90_GIMAHFHH02271|1__8|SGB89408
SRR33750937.410678__1.404989	UniClust90_BGDHDLNA04617|1__7|SGB84075
SRR33750937.411404__1.405701	UniClust90_ENBABIAF00187|1__7|SGB128778
SRR33750937.413499__1.407759	UniClust90_MGMAIHDG00170|1__6|SGB128178
SRR33750937.413752__1.408007	UniClust90_IPBGJNGD03523|2__10|SGB89408
SRR33750937.413892__1.408147	UniClust90_EJAHAFID04099|1__9|SGB130007
SRR33750937.414841__1.409084	UniRef90_A0A2V5L2J6|1__9|SGB52719
SRR33750937.416087__1.410313	UniClust90_OJGLOKOM01673|1__5|SGB84075
SRR33750937.416177__1.410401	UniRef90_A0A2V5SJL8|1__7|SGB52719
SRR33750937.415892__1.410119	UniClust90_DPLIHBNC00975|1__15|SGB89725
SRR33750937.417261__1.411467	UniRef90_A0A1Q8B3F2|1__6|SGB17587
SRR33750937.417357__1.411562	UniClust90_BOKHIPMC05186|1__5|SGB130007
SRR33750937.417498__1.411700	UniClust90_PKMOJOJK00953|4__11|SGB84078
SRR33750937.418326__1.412516	UniClust90_EDNFDLAG02666|1__4|SGB84078
SRR33750937.418864__1.413047	UniClust90_GFFNGEKC01386|1__5|SGB56640
SRR33750937.419103__1.413278	UniRef90_A0A1Q7BYA5|1__7|SGB56640
SRR33750937.419317__1.413488	UniClust90_ABOOFKJJ01590|1__17|SGB127159
SRR33750937.418268__1.412459	UniClust90_CAJGAGCI00813|1__10|SGB134833
SRR33750937.420008__1.414166	UniClust90_ANDLCEDJ02046|5__8|SGB133091
SRR33750937.419366__1.413537	UniRef90_A0A1Q7BFB4|2__6|SGB56640
SRR33750937.422137__1.416276	UniRef90_A0A2V5RC14|1__7|SGB52719
SRR33750937.422160__1.416299	UniClust90_PKMOJOJK04439|1__7|SGB84078
SRR33750937.422258__1.416397	UniClust90_DBBCBONN01732|1__20|SGB126432
SRR33750937.422338__1.416477	UniClust90_OPFCPGGL00660|1__5|SGB89423
SRR33750937.423311__1.417438	UniClust90_DHCJNNEN01442|1__3|SGB89423
SRR33750937.423883__1.417999	UniClust90_IDPAEINK02253|1__4|SGB89725
SRR33750937.424511__1.418617	UniRef90_A0A2V5VHY6|1__10|SGB52714
SRR33750937.424378__1.418485	UniClust90_BOKHIPMC04551|1__10|SGB130007
SRR33750937.425634__1.419727	UniClust90_LOGOHNGJ01801|1__11|SGB126057
SRR33750937.425509__1.419604	UniClust90_MEKDDNAB05693|3__8|SGB86998
SRR33750937.426782__1.420856	UniClust90_LLIEHLNH03552|2__10|SGB130007
SRR33750937.426865__1.420938	UniClust90_KMEALJDO00236|1__3|SGB84078
SRR33750937.427566__1.421629	UniClust90_CHMIEHDJ03241|5__12|SGB56640
SRR33750937.427927__1.421984	UniClust90_EHIAFBHG02294|1__10|SGB128778
SRR33750937.429356__1.423385	UniClust90_JKKHKAPH01692|1__13|SGB89408
SRR33750937.430299__1.424312	UniClust90_OPLEJCPF04120|1__8|SGB125949
SRR33750937.431650__1.425641	UniClust90_DEHNPGMG01644|1__4|SGB89423
SRR33750937.431774__1.425765	UniClust90_CMJGEBLA04297|1__7|SGB89408
SRR33750937.431610__1.425601	UniClust90_DEHNPGMG01644|1__4|SGB89423
SRR33750937.432447__1.426429	UniClust90_GPDICDPN01244|1__3|SGB89423
SRR33750937.434521__1.428459	UniClust90_PIHLJOEE01053|1__5|SGB84075
SRR33750937.435294__1.429224	UniClust90_EMIDINFL04900|1__15|SGB73712
SRR33750937.435493__1.429420	UniClust90_PPJAIDOO04317|1__13|SGB84075
SRR33750937.435508__1.429435	UniClust90_OJGLOKOM00757|1__6|SGB84075
SRR33750937.436835__1.430736	UniClust90_GHPINBAM00377|1__9|SGB84331
SRR33750937.438617__1.432493	UniClust90_IOFPBIHC01412|1__9|SGB130007
SRR33750937.438300__1.432179	UniRef90_A0A2V6W802|1__7|SGB56134
SRR33750937.439572__1.433441	UniClust90_CGBLOLDN02267|1__6|SGB128859
SRR33750937.439456__1.433327	UniClust90_NIILFFCI01616|1__5|SGB89423
SRR33750937.438620__1.432496	UniClust90_AMDOLPBA04665|1__12|SGB73712
SRR33750937.439966__1.433829	UniRef90_A0A2V6W802|1__7|SGB56134
SRR33750937.440359__1.434218	UniClust90_OCJAPFEA03308|1__24|SGB125949
SRR33750937.440442__1.434300	UniClust90_JKKHKAPH01692|1__13|SGB89408
SRR33750937.441413__1.435261	UniClust90_ONEJNDKA00651|1__7|SGB89423
SRR33750937.441404__1.435252	UniClust90_ONEJNDKA00651|1__7|SGB89423
SRR33750937.440977__1.434829	UniRef90_A0A1Q7BLE5|1__7|SGB73517
SRR33750937.442030__1.435869	UniClust90_KNCINAFH05269|1__19|SGB93421
SRR33750937.442625__1.436453	UniClust90_BAIFHGKB03649|3__17|SGB131188
SRR33750937.442971__1.436793	UniClust90_NJNOLCPJ01552|1__6|SGB69553
SRR33750937.444026__1.437833	UniClust90_JHNMEHIJ02294|1__7|SGB56640
SRR33750937.444455__1.438257	UniClust90_PKMOJOJK00426|4__7|SGB84078
SRR33750937.444589__1.438388	UniClust90_PIJGIFJB02756|1__3|SGB89423
SRR33750937.445488__1.439271	UniClust90_OPFCPGGL00090|1__3|SGB89423
SRR33750937.446073__1.439848	UniClust90_MEABCEIN01365|1__6|SGB84078
SRR33750937.446384__1.440152	UniClust90_EJFOFLBH00015|1__4|SGB133091
SRR33750937.448631__1.442361	UniClust90_PFBNAPOO01280|1__9|SGB89423
SRR33750937.450031__1.443737	UniRef90_A0A1Q7BHY6|1__8|SGB56640
SRR33750937.449860__1.443570	UniClust90_ENBABIAF00052|1__7|SGB128778
SRR33750937.450380__1.444083	UniClust90_EGGMCINA02217|3__19|SGB131808
SRR33750937.450385__1.444088	UniClust90_JBOFJENC03217|1__9|SGB56104
SRR33750937.451852__1.445531	UniClust90_BGDHDLNA01032|1__5|SGB84075
SRR33750937.454011__1.447660	UniClust90_JMFJJCJA05080|1__5|SGB130007
SRR33750937.453648__1.447305	UniRef90_A0A2V5LB18|1__8|SGB52720
SRR33750937.454724__1.448359	UniClust90_HOPPLHLN00150|1__9|SGB128471
SRR33750937.455736__1.449352	UniClust90_FPMFDPOP01627|1__6|SGB98360
SRR33750937.455754__1.449370	UniClust90_CDCDKIIJ01526|1__5|SGB84331
SRR33750937.456299__1.449910	UniRef90_A0A0Q7TLA0|1__9|SGB89408
SRR33750937.456702__1.450311	UniClust90_DPLIHBNC01729|1__6|SGB89725
SRR33750937.457571__1.451164	UniClust90_ECOHMLGB01307|5__10|SGB56640
SRR33750937.457757__1.451344	UniClust90_KDDPKKIL02562|1__9|SGB128471
SRR33750937.458285__1.451864	UniRef90_A0A2V5RSM7|1__3|SGB52719
SRR33750937.460294__1.453831	UniClust90_EBKBLHBP00075|1__9|SGB133090
SRR33750937.460992__1.454522	UniClust90_EJAHAFID00708|1__11|SGB130007
SRR33750937.460719__1.454251	UniClust90_DAPCNGMP02202|1__5|SGB133334
SRR33750937.464627__1.458098	UniRef90_B2IH74|1__15|SGB11226
SRR33750937.465845__1.459298	UniClust90_LGBMFDOL03746|1__14|SGB129206
SRR33750937.465796__1.459249	UniClust90_PLMJABGO01163|3__17|SGB33942
SRR33750937.466023__1.459474	UniClust90_DONCHACG07538|1__11|SGB73712
SRR33750937.466244__1.459694	UniClust90_FJMNKMOL01287|1__4|SGB89423
SRR33750937.466585__1.460031	UniClust90_JKKHKAPH01688|1__20|SGB89408
SRR33750937.466904__1.460344	UniClust90_BOKHIPMC02014|1__6|SGB130007
SRR33750937.468705__1.462126	UniClust90_EFBPFKCE01157|1__5|SGB122683
SRR33750937.471729__1.465107	UniRef90_A0A1Q7BGW6|1__5|SGB56640
SRR33750937.471931__1.465306	UniClust90_LOGOHNGJ01095|1__13|SGB126057
SRR33750937.473217__1.466570	UniClust90_KBMBCNOG04935|1__16|SGB87366
SRR33750937.473754__1.467096	UniClust90_JMJHPHJK01285|1__5|SGB134112
SRR33750937.473427__1.466774	UniClust90_CMHDMJOM00891|1__9|SGB56640
SRR33750937.473482__1.466828	UniClust90_EJAHAFID01095|1__8|SGB130007
SRR33750937.473682__1.467025	UniRef90_A0A2V5JAR9|1__4|SGB52720
SRR33750937.475038__1.468364	UniClust90_KBMBCNOG04935|1__16|SGB87366
SRR33750937.474874__1.468200	UniClust90_BHLGKCAN00022|1__16|SGB56640
SRR33750937.475705__1.469020	UniClust90_NOMIGGEC00036|1__12|SGB125949
SRR33750937.475877__1.469185	UniClust90_EHIAFBHG00455|1__9|SGB128778
SRR33750937.477461__1.470757	UniClust90_PKCJLHDA02007|1__7|SGB89408
SRR33750937.477684__1.470978	UniRef90_A0A1Q7BHU7|1__5|SGB56640
