SRR33750958.128__1.127	UniClust90_PLNJEBMN01166|1__4|SGB133091
SRR33750958.228957__1.224858	UniClust90_GMEAMNGB01054|2__7|SGB134112
SRR33750958.229059__1.224959	UniClust90_OCJAPFEA03699|1__10|SGB125949
SRR33750958.229181__1.225078	UniClust90_OOJDGJFL00994|1__11|SGB74789
SRR33750958.229358__1.225253	UniClust90_EDNFDLAG02089|1__15|SGB84078
SRR33750958.229987__1.225875	UniRef90_A0A1Q7BY99|1__6|SGB56640
SRR33750958.230617__1.226493	UniClust90_IDPAEINK00126|1__8|SGB89725
SRR33750958.231215__1.227082	UniClust90_LLIEHLNH02657|1__8|SGB130007
SRR33750958.232956__1.228795	UniClust90_PPJAIDOO03507|1__5|SGB84075
SRR33750958.232961__1.228800	UniClust90_PIJGIFJB00161|1__8|SGB89423
SRR33750958.236062__1.231853	UniClust90_IDPAEINK02634|1__4|SGB89725
SRR33750958.236073__1.231864	UniClust90_IDPAEINK02634|1__4|SGB89725
SRR33750958.236599__1.232380	UniRef90_A0A2V6DIS0|1__8|SGB22169
SRR33750958.237203__1.232973	UniClust90_DPLIHBNC01543|1__15|SGB89725
SRR33750958.237394__1.233161	UniClust90_CMHDMJOM00891|1__9|SGB56640
SRR33750958.237702__1.233466	UniClust90_JBMBCDML01525|2__15|SGB89725
SRR33750958.237704__1.233468	UniClust90_GMKONCKM00188|1__7|SGB89423
SRR33750958.238177__1.233936	UniClust90_DJBDGBNB03164|1__3|SGB89725
SRR33750958.238387__1.234144	UniClust90_KEAMKDIF00679|1__26|SGB93322
SRR33750958.238827__1.234580	UniClust90_LMGOGHNA02110|1__7|SGB74789
SRR33750958.239068__1.234817	UniClust90_CGHAKFKK00777|1__8|SGB74789
SRR33750958.240196__1.235928	UniRef90_A0A2V8L0L3|1__6|SGB17587
SRR33750958.240129__1.235861	UniClust90_PIHLJOEE04833|1__17|SGB84075
SRR33750958.240689__1.236418	UniClust90_JKKHKAPH00965|7__20|SGB89408
SRR33750958.240968__1.236691	UniClust90_FNPCGKEP00624|1__10|SGB84078
SRR33750958.241348__1.237066	UniClust90_BNOEINHM00734|1__7|SGB122683
SRR33750958.241382__1.237100	UniClust90_GEHENAAJ01137|1__7|SGB74789
SRR33750958.241495__1.237211	UniClust90_HCIGMLJO01740|1__6|SGB89423
SRR33750958.242097__1.237798	UniRef90_A5EC28|7__13|SGB11302
SRR33750958.242428__1.238122	UniClust90_EJAHAFID03224|1__13|SGB130007
SRR33750958.243598__1.239270	UniClust90_JCMEFMGF04265|1__13|SGB74780
SRR33750958.244322__1.239984	UniClust90_DIBLBONP00999|4__7|SGB84078
SRR33750958.244377__1.240038	UniClust90_KEAMKDIF00679|1__26|SGB93322
SRR33750958.244604__1.240261	UniClust90_EHKFGODG01459|1__10|SGB134112
SRR33750958.245489__1.241128	UniClust90_OAHKOOFD00162|1__5|SGB122526
SRR33750958.245683__1.241320	UniClust90_JMFJJCJA01157|1__6|SGB130007
SRR33750958.245874__1.241510	UniClust90_JHNMEHIJ02376|1__12|SGB56640
SRR33750958.247159__1.242772	UniClust90_GIMAHFHH00477|5__10|SGB89408
SRR33750958.247364__1.242973	UniClust90_BDNGBGFH00991|5__15|SGB125634
SRR33750958.247890__1.243496	UniClust90_EDNFDLAG00321|6__16|SGB84078
SRR33750958.249346__1.244935	UniClust90_GCEPBNKN02173|1__4|SGB122683
SRR33750958.249589__1.245178	UniRef90_A0A1Q7BHU6|1__5|SGB56640
SRR33750958.250253__1.245830	UniRef90_A0A1Q7BT39|1__6|SGB56640
SRR33750958.250524__1.246097	UniRef90_A0A1R1AWZ9|1__7|SGB7413
SRR33750958.251166__1.246731	UniRef90_A0A2V5ZCR0|1__11|SGB125634
SRR33750958.251189__1.246754	UniClust90_GJEIHIOJ01051|17__20|SGB122526
SRR33750958.251498__1.247059	UniClust90_BHLGKCAN00022|1__16|SGB56640
SRR33750958.252594__1.248140	UniClust90_HGFGGOBL01401|1__11|SGB84331
SRR33750958.252797__1.248341	UniClust90_PLNJEBMN00114|1__5|SGB133091
SRR33750958.252798__1.248342	UniClust90_PLNJEBMN00114|1__5|SGB133091
SRR33750958.253011__1.248553	UniClust90_EGGMCINA01044|1__15|SGB131808
SRR33750958.253419__1.248952	UniClust90_KIMNEABG03067|1__12|SGB131913
SRR33750958.253618__1.249148	UniClust90_OPLEJCPF02846|1__11|SGB125949
SRR33750958.254633__1.250154	UniClust90_LLIEHLNH01141|5__12|SGB130007
SRR33750958.257448__1.252926	UniClust90_PKMOJOJK00653|1__4|SGB84078
SRR33750958.258346__1.253813	UniClust90_DJBDGBNB03147|1__4|SGB89725
SRR33750958.258861__1.254319	UniClust90_HGJNCPHJ05097|1__12|SGB125949
SRR33750958.259737__1.255189	UniClust90_ALPEOPJM00284|1__7|SGB84331
SRR33750958.259740__1.255192	UniClust90_GMEAMNGB01994|1__13|SGB134112
SRR33750958.261064__1.256487	UniClust90_PIHLJOEE01275|1__7|SGB84075
SRR33750958.265324__1.260697	UniRef90_A0A2V6J4S6|1__10|SGB52714
SRR33750958.265959__1.261327	UniClust90_NHHHKJJE03336|1__11|SGB125949
SRR33750958.265999__1.261366	UniRef90_A0A1Q7B4K2|1__4|SGB56640
SRR33750958.266311__1.261674	UniRef90_A0A2V6J4S6|1__10|SGB52714
SRR33750958.266705__1.262057	UniClust90_CDCDKIIJ01959|1__22|SGB84331
SRR33750958.267166__1.262511	UniClust90_NHHHKJJE01164|1__11|SGB125949
SRR33750958.267080__1.262426	UniClust90_GHPINBAM01392|1__4|SGB84331
SRR33750958.271834__1.267107	UniClust90_DPJLILCC01625|1__10|SGB89725
SRR33750958.271297__1.266579	UniClust90_FCPHDNIE03855|6__9|SGB74780
SRR33750958.273506__1.268744	UniClust90_DPLIHBNC01178|1__7|SGB89725
SRR33750958.277504__1.272684	UniRef90_A0A3D5DM36|1__8|SGB130007
SRR33750958.281823__1.276941	UniClust90_EJFOFLBH00638|1__12|SGB133091
SRR33750958.282329__1.277434	UniClust90_LHPBCBPG02634|4__10|SGB74780
SRR33750958.282952__1.278050	UniClust90_BDPFKHKJ04972|1__22|SGB93382
SRR33750958.283537__1.278628	UniClust90_CHLBPEBB02122|1__15|SGB89725
SRR33750958.284164__1.279249	UniClust90_EJFOFLBH01963|14__17|SGB133091
SRR33750958.284927__1.279996	UniClust90_DCJCBMEC03010|1__6|SGB122526
SRR33750958.286126__1.281168	UniClust90_PDOELGOI01570|1__8|SGB133052
SRR33750958.286472__1.281510	UniClust90_PDOELGOI01570|1__8|SGB133052
SRR33750958.287507__1.282532	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750958.290155__1.285142	UniRef90_A0A1Q7B562|1__6|SGB56640
SRR33750958.291099__1.286055	UniRef90_A0A1H8XP33|1__11|SGB11234
SRR33750958.292331__1.287253	UniClust90_LMGOGHNA02110|1__7|SGB74789
SRR33750958.295830__1.290678	UniClust90_ANAGDMKC01055|1__9|SGB86769
SRR33750958.296493__1.291328	UniClust90_NOMIGGEC01874|1__9|SGB125949
SRR33750958.296921__1.291747	UniClust90_OCJAPFEA02361|1__9|SGB125949
SRR33750958.297308__1.292127	UniClust90_DPJLILCC01931|1__5|SGB89725
SRR33750958.298013__1.292818	UniClust90_OJFAJFEC00108|1__6|SGB89423
SRR33750958.301185__1.295933	UniClust90_HMPPKHGP01444|1__8|SGB133091
SRR33750958.302253__1.296983	UniClust90_EFCCPOFO01464|1__8|SGB130183
SRR33750958.303241__1.297948	UniClust90_LIBFEHII00763|1__4|SGB125628
SRR33750958.303928__1.298629	UniClust90_JMFJJCJA02092|1__7|SGB130007
SRR33750958.305254__1.299931	UniClust90_CMHDMJOM03877|1__8|SGB56640
SRR33750958.306167__1.300831	UniClust90_HGJNCPHJ05247|1__9|SGB125949
SRR33750958.306992__1.301647	UniRef90_UPI00047FE9D9|1__9|SGB31987
SRR33750958.307053__1.301708	UniClust90_NHFEOOGG00772|1__7|SGB132462
SRR33750958.307062__1.301717	UniClust90_DEFNONOM02357|8__12|SGB56640
SRR33750958.307679__1.302324	UniRef90_A0A329MWE5|1__23|SGB25337
SRR33750958.309041__1.303673	UniClust90_PKNCJFOJ02657|16__22|SGB56640
SRR33750958.309618__1.304241	UniClust90_DEFNONOM02357|8__12|SGB56640
SRR33750958.309839__1.304456	UniClust90_DIBLBONP01702|3__13|SGB84078
SRR33750958.309847__1.304464	UniClust90_BJEHKANM01278|1__7|SGB89410
SRR33750958.310513__1.305122	UniClust90_DCJCBMEC03957|1__8|SGB122526
SRR33750958.311006__1.305608	UniClust90_NJGLCGCL00709|1__5|SGB122683
SRR33750958.311101__1.305703	UniClust90_DJBDGBNB01957|1__6|SGB89725
SRR33750958.311308__1.305908	UniClust90_ONEJNDKA01716|1__3|SGB89423
SRR33750958.313094__1.307673	UniClust90_GJEIHIOJ02339|1__7|SGB122526
SRR33750958.313622__1.308188	UniClust90_BKEMCFBC02518|1__5|SGB131913
SRR33750958.313603__1.308169	UniRef90_UPI00047FE665|1__11|SGB31990
SRR33750958.313808__1.308371	UniClust90_OCJAPFEA01312|1__8|SGB125949
SRR33750958.314043__1.308602	UniClust90_OPLEJCPF02044|4__15|SGB125949
SRR33750958.314871__1.309419	UniRef90_UPI00047FE9D9|1__9|SGB31987
SRR33750958.315327__1.309873	UniClust90_NHHHKJJE01626|1__13|SGB125949
SRR33750958.315911__1.310450	UniClust90_AKHHIGPA00416|1__14|SGB125699
SRR33750958.315997__1.310534	UniRef90_A0A2V6DMX6|1__13|SGB22169
SRR33750958.315731__1.310272	UniClust90_IOFPBIHC02624|1__8|SGB130007
SRR33750958.316122__1.310657	UniClust90_DPJLILCC01931|1__5|SGB89725
SRR33750958.318289__1.312798	UniClust90_DJBDGBNB01841|1__20|SGB89725
SRR33750958.318797__1.313297	UniClust90_KIMNEABG00068|1__5|SGB131913
SRR33750958.319185__1.313682	UniClust90_JMFJJCJA02353|1__8|SGB130007
SRR33750958.319724__1.314218	UniClust90_CMHDMJOM04887|1__5|SGB56640
SRR33750958.320006__1.314497	UniRef90_A0A2V6AV18|11__18|SGB52714
SRR33750958.319708__1.314202	UniClust90_CMJBJMEA00794|1__15|SGB133129
SRR33750958.320342__1.314824	UniClust90_NJGLCGCL02511|1__6|SGB122683
SRR33750958.319815__1.314307	VDB|0046-0153-0-0002|MV131-c1340-c0-c3
SRR33750958.324162__1.318592	UniClust90_FNPCGKEP00588|1__8|SGB84078
SRR33750958.324088__1.318518	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750958.327637__1.322018	UniClust90_GAEJHPDC00226|1__14|SGB128753
SRR33750958.328961__1.323303	UniClust90_DJBDGBNB03403|1__7|SGB89725
SRR33750958.328261__1.322624	UniClust90_GIDCBJMF00479|1__11|SGB134112
SRR33750958.329353__1.323687	UniClust90_DAODNPOA00873|1__3|SGB89725
SRR33750958.330841__1.325151	UniClust90_EJAHAFID00956|3__9|SGB130007
SRR33750958.331222__1.325525	UniClust90_CHMIEHDJ02211|1__6|SGB56640
SRR33750958.332371__1.326650	UniClust90_EJAHAFID02072|1__6|SGB130007
SRR33750958.332835__1.327105	UniClust90_NOMIGGEC01377|1__10|SGB125949
SRR33750958.333054__1.327319	UniClust90_IBNNDEFK04858|1__7|SGB89408
SRR33750958.333076__1.327340	UniClust90_IBNNDEFK04858|1__7|SGB89408
SRR33750958.334281__1.328513	UniClust90_HGJNCPHJ04065|1__12|SGB125949
SRR33750958.334722__1.328952	UniClust90_OCJAPFEA05159|1__13|SGB125949
SRR33750958.337058__1.331241	UniClust90_GEHFPKBH00332|1__6|SGB84075
SRR33750958.337067__1.331250	UniClust90_CDCDKIIJ00076|1__10|SGB84331
SRR33750958.337116__1.331299	UniClust90_HGJNCPHJ03239|1__10|SGB125949
SRR33750958.338113__1.332274	UniClust90_KMEALJDO02054|1__7|SGB84078
SRR33750958.337092__1.331275	UniClust90_HGJNCPHJ03239|1__10|SGB125949
SRR33750958.339018__1.333165	UniClust90_DPLIHBNC01273|1__6|SGB89725
SRR33750958.334125__1.328362	UniClust90_IJHKGIGD01415|1__8|SGB128471
SRR33750958.339265__1.333408	UniClust90_NOMIGGEC00876|1__9|SGB125949
SRR33750958.338108__1.332269	UniClust90_KMEALJDO02054|1__7|SGB84078
SRR33750958.339994__1.334122	UniClust90_JMJHPHJK01792|1__6|SGB134112
SRR33750958.340953__1.335061	UniRef90_A0A2V6DQB7|1__15|SGB22169
SRR33750958.340997__1.335105	UniClust90_EJAHAFID00708|1__11|SGB130007
SRR33750958.340203__1.334328	UniClust90_GMEAMNGB02921|3__9|SGB134112
SRR33750958.341226__1.335330	UniClust90_ENCMJEIO05081|1__14|SGB87004
SRR33750958.341535__1.335635	UniClust90_BKBOPKNC02578|1__16|SGB128899
SRR33750958.342924__1.337002	UniClust90_BKEMCFBC00586|1__5|SGB131913
SRR33750958.345661__1.339690	UniClust90_HGFGGOBL00142|1__13|SGB84331
SRR33750958.345688__1.339715	UniClust90_HGFGGOBL00142|1__13|SGB84331
SRR33750958.347163__1.341168	UniClust90_NHHHKJJE02555|1__9|SGB125949
SRR33750958.349002__1.342976	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750958.349928__1.343882	UniRef90_A0A2V6DP63|1__8|SGB22169
SRR33750958.351654__1.345563	UniClust90_NHHHKJJE01409|1__11|SGB125949
SRR33750958.355812__1.349621	UniClust90_DIBLBONP00786|2__6|SGB84078
SRR33750958.357519__1.351293	UniClust90_DCGKPBEE00800|1__5|SGB89423
SRR33750958.358643__1.352396	UniClust90_OPLAONJL01780|1__6|SGB184473
SRR33750958.358476__1.352233	UniClust90_ICLCAGBO01265|1__8|SGB131913
SRR33750958.361313__1.355008	UniClust90_IDPAEINK00794|10__13|SGB89725
SRR33750958.362405__1.356072	UniClust90_KPNCFGKL00484|1__7|SGB134824
SRR33750958.363755__1.357393	UniRef90_A0A2V5YS50|1__8|SGB52714
SRR33750958.363096__1.356744	UniClust90_HOMJAIDI00227|1__3|SGB89423
SRR33750958.368063__1.361623	UniClust90_DBBCBONN04917|1__21|SGB126432
SRR33750958.368016__1.361576	UniClust90_NOMIGGEC01921|1__15|SGB125949
SRR33750958.369079__1.362615	UniClust90_DPLIHBNC01385|4__12|SGB89725
SRR33750958.369249__1.362775	UniClust90_IBNNDEFK04858|1__7|SGB89408
SRR33750958.369920__1.363434	UniClust90_NHHHKJJE03539|1__8|SGB125949
SRR33750958.370024__1.363534	UniClust90_DJBDGBNB01841|1__20|SGB89725
SRR33750958.369992__1.363505	UniClust90_DJBDGBNB01841|1__20|SGB89725
SRR33750958.370135__1.363644	UniRef90_A0A2V6J0D4|1__19|SGB22169
SRR33750958.371334__1.364814	UniClust90_NHHHKJJE01743|1__9|SGB125949
SRR33750958.371446__1.364924	UniClust90_LLHLEBOE01853|1__9|SGB89423
SRR33750958.371420__1.364898	UniClust90_NOMIGGEC01433|1__12|SGB125949
SRR33750958.371607__1.365085	UniClust90_KMEALJDO00828|1__9|SGB84078
SRR33750958.371764__1.365240	UniClust90_FNPCGKEP03763|1__6|SGB84078
SRR33750958.372796__1.366252	UniClust90_IOFPBIHC04359|1__6|SGB130007
SRR33750958.373237__1.366683	UniClust90_OAHKOOFD02667|1__5|SGB122526
SRR33750958.373210__1.366657	UniClust90_ADGGMJFC00353|1__11|SGB74789
SRR33750958.373774__1.367215	UniClust90_NOMIGGEC01874|1__9|SGB125949
SRR33750958.374832__1.368250	UniClust90_NMMEDCHE01006|1__5|SGB89423
SRR33750958.375458__1.368866	UniClust90_GNADLFLM01986|1__22|SGB126432
SRR33750958.379038__1.372381	UniClust90_DPLIHBNC01385|4__12|SGB89725
SRR33750958.379129__1.372470	UniClust90_IABCABEO00083|1__6|SGB74789
SRR33750958.379112__1.372453	UniClust90_NHHHKJJE00275|1__12|SGB125949
SRR33750958.380612__1.373929	UniClust90_JMJHPHJK00448|1__10|SGB134112
SRR33750958.382569__1.375838	UniClust90_GBLMBOPO00548|2__5|SGB133090
SRR33750958.382974__1.376237	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750958.383528__1.376781	UniClust90_EDNFDLAG00889|1__6|SGB84078
SRR33750958.383304__1.376560	UniRef90_UPI00037CF759|1__17|SGB30552
SRR33750958.387255__1.380441	UniClust90_IOFPBIHC00783|1__6|SGB130007
SRR33750958.387648__1.380828	UniClust90_JBMBCDML01525|2__15|SGB89725
SRR33750958.387933__1.381110	UniRef90_A0A2V6DMH7|1__19|SGB22169
SRR33750958.388136__1.381309	UniClust90_JBMBCDML01525|2__15|SGB89725
SRR33750958.389199__1.382347	UniRef90_UPI0003F5EBAE|1__19|SGB31987
SRR33750958.390583__1.383706	UniRef90_A0A3M0I974|1__21|SGB34542
SRR33750958.390624__1.383747	UniRef90_A0A2V6DMP5|3__17|SGB22169
SRR33750958.390787__1.383908	UniClust90_LCIBFGAE01339|1__6|SGB127159
SRR33750958.392492__1.385574	UniClust90_GNADLFLM01568|1__20|SGB126432
SRR33750958.392785__1.385864	UniClust90_JHHAJKKH03949|1__15|SGB154096
SRR33750958.393145__1.386213	UniClust90_GFFNGEKC01100|1__6|SGB56640
SRR33750958.392463__1.385547	UniClust90_DAODNPOA02193|1__5|SGB89725
SRR33750958.394365__1.387408	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750958.395446__1.388462	UniClust90_DPJLILCC01896|1__9|SGB89725
SRR33750958.397167__1.390152	UniClust90_DJBDGBNB03404|10__17|SGB89725
SRR33750958.397427__1.390405	UniClust90_KKDIGBNC01287|1__3|SGB74789
SRR33750958.397886__1.390853	UniClust90_PKNCJFOJ04528|1__6|SGB56640
SRR33750958.397810__1.390778	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750958.398382__1.391338	UniClust90_HAPCEGOL03489|1__25|SGB176228
SRR33750958.399978__1.392907	UniClust90_OALLKAFI06042|1__12|SGB84078
SRR33750958.399845__1.392776	UniClust90_NHHHKJJE01039|1__12|SGB125949
SRR33750958.402137__1.395031	UniClust90_DJBDGBNB01957|1__6|SGB89725
SRR33750958.403879__1.396748	UniRef90_A0A2V6JXQ6|2__7|SGB52719
SRR33750958.404666__1.397522	UniClust90_OPLEJCPF00147|1__22|SGB125949
SRR33750958.404710__1.397566	UniClust90_OAHKOOFD00162|1__5|SGB122526
SRR33750958.405513__1.398350	UniClust90_OHNANPPB00580|1__4|SGB74789
SRR33750958.405997__1.398823	UniClust90_BKIEHKJF02126|1__6|SGB131913
SRR33750958.406313__1.399132	UniClust90_IGKPANEM01399|1__13|SGB128987
SRR33750958.407364__1.400167	UniClust90_DPLIHBNC00502|1__7|SGB89725
SRR33750958.408121__1.400911	UniClust90_FCKBNHJJ00265|1__5|SGB86769
SRR33750958.408345__1.401132	UniClust90_NOMIGGEC00176|1__12|SGB125949
SRR33750958.408979__1.401758	UniClust90_CANGFCMM01342|1__4|SGB122683
SRR33750958.409769__1.402532	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750958.411021__1.403762	UniClust90_MOPOFHCP01214|2__7|SGB89408
SRR33750958.413278__1.405983	UniClust90_BKIEHKJF01489|11__23|SGB131913
SRR33750958.414659__1.407334	UniClust90_IDPAEINK00794|15__25|SGB89725
SRR33750958.414764__1.407439	UniClust90_EJFOFLBH00725|1__9|SGB133091
SRR33750958.416028__1.408680	UniClust90_HOPPLHLN02081|1__9|SGB128471
SRR33750958.416304__1.408954	UniClust90_BHLGKCAN05823|1__4|SGB56640
SRR33750958.416671__1.409314	UniClust90_DPJLILCC00590|1__24|SGB89725
SRR33750958.416911__1.409548	UniRef90_A0A1I1TFW4|3__14|SGB8289
SRR33750958.417643__1.410267	UniClust90_IGOKDKAE00774|1__12|SGB132218
SRR33750958.416836__1.409475	UniClust90_IDPAEINK02536|1__3|SGB89725
SRR33750958.418711__1.411315	UniClust90_BOKHIPMC01250|1__8|SGB130007
SRR33750958.419218__1.411811	UniClust90_GMGIGFBN02612|1__11|SGB128987
SRR33750958.420093__1.412668	UniClust90_IGKPANEM01399|1__13|SGB128987
SRR33750958.420747__1.413308	UniClust90_OPLEJCPF02170|1__10|SGB125949
SRR33750958.420923__1.413481	UniClust90_DPJLILCC02455|1__3|SGB89725
SRR33750958.421913__1.414458	UniClust90_OPLEJCPF04736|1__13|SGB125949
SRR33750958.422932__1.415463	UniClust90_MJJDJADB01016|1__15|SGB130188
SRR33750958.425396__1.417895	UniClust90_DPLIHBNC00784|1__9|SGB89725
SRR33750958.426001__1.418487	UniClust90_OPLEJCPF05088|1__11|SGB125949
SRR33750958.425981__1.418468	UniClust90_FNPINELI03270|1__11|SGB205541
SRR33750958.426036__1.418522	UniClust90_OPLEJCPF05088|1__11|SGB125949
SRR33750958.426200__1.418684	UniClust90_ADGGMJFC00353|1__11|SGB74789
SRR33750958.425766__1.418258	UniClust90_NPIFNJGA05032|1__7|SGB131926
SRR33750958.426870__1.419347	UniClust90_JKKHKAPH04497|1__7|SGB89408
SRR33750958.427214__1.419684	UniClust90_JMJHPHJK01145|1__9|SGB134112
SRR33750958.426812__1.419290	UniClust90_IDPAEINK00794|1__8|SGB89725
SRR33750958.428051__1.420514	UniClust90_NOGJJOAE01871|1__12|SGB128677
SRR33750958.429492__1.421930	UniClust90_DPLIHBNC01353|1__10|SGB89725
SRR33750958.430504__1.422919	UniClust90_OALLKAFI00141|1__16|SGB84078
SRR33750958.431240__1.423643	UniRef90_A0A1Q7B9Y6|2__6|SGB56640
SRR33750958.432530__1.424903	UniClust90_EMAEKJAG00032|8__19|SGB128987
SRR33750958.432124__1.424504	UniClust90_JMFJJCJA01738|3__10|SGB130007
SRR33750958.434340__1.426681	UniClust90_NOMIGGEC00982|1__10|SGB125949
SRR33750958.434503__1.426841	UniRef90_A0A3D3B3Y5|3__6|SGB133090
SRR33750958.434640__1.426976	UniRef90_UPI00068694A3|1__9|SGB31987
SRR33750958.435214__1.427543	UniClust90_DJBDGBNB02806|1__5|SGB89725
SRR33750958.435854__1.428172	UniClust90_FNPCGKEP02920|4__10|SGB84078
SRR33750958.437471__1.429764	UniClust90_GIDCBJMF00339|1__9|SGB134112
SRR33750958.438026__1.430312	UniClust90_HGJNCPHJ03629|1__11|SGB125949
SRR33750958.438565__1.430841	UniClust90_FECOCFCC03400|7__19|SGB128987
SRR33750958.438917__1.431183	UniRef90_A0A2V6VTL4|1__8|SGB24062
SRR33750958.439349__1.431606	UniClust90_DPJLILCC01625|1__10|SGB89725
SRR33750958.439468__1.431723	UniClust90_NOMIGGEC01038|1__12|SGB125949
SRR33750958.439567__1.431821	UniRef90_A0A239H783|1__10|SGB16448
SRR33750958.440278__1.432524	UniRef90_A0A0R3M7T3|1__6|SGB11343
SRR33750958.441230__1.433463	UniClust90_DPLIHBNC01179|1__5|SGB89725
SRR33750958.441265__1.433498	UniClust90_LHPBCBPG02156|2__5|SGB74780
SRR33750958.442225__1.434445	UniClust90_DAODNPOA01190|1__12|SGB89725
SRR33750958.444549__1.436725	UniClust90_JMFJJCJA00050|1__6|SGB130007
SRR33750958.445986__1.438145	UniClust90_EJFOFLBH00638|1__12|SGB133091
SRR33750958.447780__1.439913	UniClust90_CHMIEHDJ02503|1__6|SGB56640
SRR33750958.448632__1.440751	UniClust90_CANGFCMM01022|1__8|SGB122683
SRR33750958.449654__1.441756	UniRef90_A0A2A7WX34|1__8|SGB7710
SRR33750958.451216__1.443288	UniClust90_ANDLCEDJ00599|2__6|SGB133091
SRR33750958.451065__1.443142	UniRef90_A0A357CG32|2__6|SGB89423
SRR33750958.452145__1.444204	UniClust90_FNPCGKEP01157|1__6|SGB84078
SRR33750958.453238__1.445273	UniClust90_OELLCOID02163|1__13|SGB128218
SRR33750958.454278__1.446295	UniClust90_OELLCOID02163|1__13|SGB128218
SRR33750958.456657__1.448634	UniClust90_DCJCBMEC04068|5__9|SGB122526
SRR33750958.456475__1.448453	UniClust90_MEABCEIN01476|1__16|SGB84078
SRR33750958.457122__1.449091	UniClust90_EHKFGODG01631|1__10|SGB134112
SRR33750958.457614__1.449574	UniClust90_OAHKOOFD02669|1__4|SGB122526
SRR33750958.458293__1.450245	UniRef90_A0A2V5YXP3|1__6|SGB52714
SRR33750958.458856__1.450794	UniRef90_UPI0003813F63|1__21|SGB30552
SRR33750958.459448__1.451374	UniClust90_PKMOJOJK00458|1__3|SGB84078
SRR33750958.460781__1.452680	UniClust90_IDPAEINK01080|11__14|SGB89725
SRR33750958.461137__1.453029	UniClust90_NHHHKJJE03506|1__9|SGB125949
SRR33750958.460801__1.452700	UniClust90_DCJCBMEC04068|5__9|SGB122526
SRR33750958.461463__1.453350	UniClust90_JCMEFMGF02106|1__9|SGB74780
SRR33750958.462240__1.454114	UniClust90_GFFNGEKC02172|1__6|SGB56640
SRR33750958.462377__1.454248	UniClust90_BGMDAEJF01430|4__8|SGB122526
SRR33750958.464835__1.456671	UniClust90_HGJNCPHJ04065|1__12|SGB125949
SRR33750958.466509__1.458323	UniClust90_MADMLNLG01808|1__6|SGB89423
SRR33750958.467089__1.458895	UniClust90_DPLIHBNC01273|1__6|SGB89725
SRR33750958.467558__1.459350	UniClust90_IGKPANEM03241|1__22|SGB128987
SRR33750958.468547__1.460324	UniClust90_HMPPKHGP00058|1__4|SGB133091
SRR33750958.469690__1.461435	UniClust90_BGHGOGEO04015|1__14|SGB94504
SRR33750958.470247__1.461980	UniClust90_PLNJEBMN00915|1__5|SGB133091
SRR33750958.470358__1.462087	UniClust90_PLNJEBMN00915|1__5|SGB133091
SRR33750958.471842__1.463554	UniClust90_DLOKBJPP01542|1__7|SGB131913
SRR33750958.470409__1.462138	UniClust90_GMEAMNGB00679|1__6|SGB134112
SRR33750958.472331__1.464037	UniClust90_NEMDDJGI04111|1__10|SGB133209
SRR33750958.474434__1.466105	UniClust90_LLHLEBOE00358|1__4|SGB89423
SRR33750958.474547__1.466218	UniClust90_NBMCPKEE00912|2__13|SGB128541
SRR33750958.475092__1.466753	UniClust90_PIJGIFJB02288|1__4|SGB89423
SRR33750958.475730__1.467385	UniClust90_CANGFCMM00730|1__6|SGB122683
SRR33750958.480409__1.471987	UniClust90_CBDIOHJF00730|1__10|SGB89725
SRR33750958.480550__1.472124	UniRef90_A0A1Q7BJK5|1__10|SGB73517
SRR33750958.481207__1.472774	UniRef90_UPI000476E482|1__18|SGB30552
SRR33750958.480724__1.472297	UniClust90_DCJCBMEC02456|1__5|SGB122526
SRR33750958.482580__1.474119	UniRef90_A0A2V6LK67|1__6|SGB52714
SRR33750958.483206__1.474724	UniClust90_IGKPANEM01399|1__13|SGB128987
SRR33750958.485767__1.477249	UniRef90_A0A1Q7BJI7|1__5|SGB56640
SRR33750958.486038__1.477516	UniClust90_GFFNGEKC01100|1__6|SGB56640
SRR33750958.486416__1.477892	UniRef90_A0A2V6SJB6|1__5|SGB131913
SRR33750958.486894__1.478364	UniClust90_OOJDGJFL01859|1__5|SGB74789
SRR33750958.487523__1.478981	UniRef90_A0A1Q7BHY6|1__8|SGB56640
SRR33750958.487785__1.479240	UniClust90_HGAMACDH01789|1__12|SGB128778
SRR33750958.487700__1.479157	UniClust90_BOKHIPMC02909|1__7|SGB130007
SRR33750958.489202__1.480627	UniRef90_A0A1Q7B5A3|1__5|SGB56640
SRR33750958.489524__1.480946	UniClust90_DEFNONOM01300|1__6|SGB56640
SRR33750958.491794__1.483182	UniClust90_DPLIHBNC01576|1__6|SGB89725
SRR33750958.492033__1.483416	UniClust90_PIHLJOEE00229|1__9|SGB84075
SRR33750958.492476__1.483848	UniClust90_PIHLJOEE02765|1__6|SGB84075
