SRR33750957.1655__1.1620	UniRef90_A0A2V6AUU0|1__6|SGB52714
SRR33750957.236722__1.233547	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750957.237504__1.234321	UniClust90_EJAHAFID01978|1__10|SGB130007
SRR33750957.238791__1.235598	UniClust90_DPLIHBNC00783|1__5|SGB89725
SRR33750957.239586__1.236388	UniClust90_EJAHAFID04593|1__5|SGB130007
SRR33750957.239706__1.236506	UniClust90_IOFPBIHC03296|1__5|SGB130007
SRR33750957.239948__1.236744	UniClust90_AFLGNPJA02955|6__10|SGB122683
SRR33750957.240375__1.237166	UniClust90_LACEKAON01333|1__16|SGB129874
SRR33750957.240398__1.237188	UniClust90_LACEKAON01333|1__16|SGB129874
SRR33750957.240454__1.237243	UniClust90_AAIPOEEP01734|1__4|SGB87014
SRR33750957.240744__1.237528	UniClust90_BKEMCFBC02522|1__6|SGB131913
SRR33750957.241664__1.238432	UniClust90_OALLKAFI01964|1__7|SGB84078
SRR33750957.242882__1.239635	UniClust90_HNBLJKFC01800|1__8|SGB128778
SRR33750957.243516__1.240261	UniClust90_PKNCJFOJ02657|16__22|SGB56640
SRR33750957.244333__1.241071	UniRef90_A0A1Q8BDU9|2__8|SGB17587
SRR33750957.244543__1.241280	UniClust90_LMGHLJLC02812|7__16|SGB130595
SRR33750957.245229__1.241960	UniClust90_LACEKAON02817|1__13|SGB129874
SRR33750957.245578__1.242307	UniClust90_GLCCIAAD00891|1__4|SGB89423
SRR33750957.246210__1.242934	UniClust90_PKNCJFOJ02152|1__4|SGB56640
SRR33750957.246233__1.242957	UniRef90_A0A1Q7WDW0|1__6|SGB130007
SRR33750957.247823__1.244523	UniClust90_BBOOCGDC03529|1__19|SGB85625
SRR33750957.247965__1.244664	UniClust90_IOFPBIHC00363|10__14|SGB130007
SRR33750957.248870__1.245561	UniClust90_BGDHDLNA01983|1__6|SGB84075
SRR33750957.250810__1.247483	UniClust90_EKCLMAKM04040|1__11|SGB89408
SRR33750957.251875__1.248534	UniClust90_EJAHAFID02207|1__5|SGB130007
SRR33750957.252209__1.248862	UniClust90_KIHGAKFE01855|1__23|SGB128778
SRR33750957.252271__1.248924	UniClust90_CBDIOHJF04333|1__8|SGB89725
SRR33750957.252350__1.249000	UniClust90_PIHLJOEE01276|1__7|SGB84075
SRR33750957.253418__1.250052	UniClust90_OIPOEBPA04106|1__8|SGB84075
SRR33750957.253620__1.250253	UniClust90_BHLGKCAN05273|1__7|SGB56640
SRR33750957.253610__1.250243	UniClust90_DPJLILCC01895|1__7|SGB89725
SRR33750957.254013__1.250639	UniClust90_GIMAHFHH05060|1__10|SGB89408
SRR33750957.254029__1.250655	UniClust90_GIMAHFHH05060|1__10|SGB89408
SRR33750957.255124__1.251745	UniClust90_HNBMPJPD01736|1__8|SGB56118
SRR33750957.255443__1.252060	UniClust90_NJNOLCPJ01552|1__6|SGB69553
SRR33750957.256065__1.252679	UniRef90_UPI0009F889DD|1__19|SGB32548
SRR33750957.256567__1.253178	UniClust90_JMFJJCJA04673|1__5|SGB130007
SRR33750957.256963__1.253567	UniClust90_AOMEFECO00986|1__9|SGB133090
SRR33750957.257461__1.254060	UniClust90_ANKLIGBF02184|1__5|SGB133334
SRR33750957.257130__1.253732	UniClust90_CJJELLGD01386|1__8|SGB84331
SRR33750957.257306__1.253906	UniRef90_A0A2V8KDW3|4__8|SGB17587
SRR33750957.258317__1.254909	UniClust90_ADNPOEOK01201|1__14|SGB73712
SRR33750957.258295__1.254887	UniClust90_ADNPOEOK01201|1__14|SGB73712
SRR33750957.258864__1.255451	UniClust90_LACEKAON01093|1__14|SGB129874
SRR33750957.258911__1.255498	UniClust90_PJKCPLGD01356|1__8|SGB89423
SRR33750957.259928__1.256506	UniClust90_IDPAEINK02024|1__16|SGB89725
SRR33750957.260997__1.257564	UniClust90_OJFFJDAM00771|1__5|SGB89423
SRR33750957.262307__1.258853	UniRef90_A0A1Q7BFX1|3__9|SGB56640
SRR33750957.262596__1.259138	UniClust90_LACEKAON03961|1__10|SGB129874
SRR33750957.264287__1.260816	UniClust90_BGDHDLNA05938|1__15|SGB84075
SRR33750957.264387__1.260914	UniClust90_AMDOLPBA02486|1__11|SGB73712
SRR33750957.266647__1.263154	UniClust90_LLIEHLNH02010|1__5|SGB130007
SRR33750957.266322__1.262832	UniClust90_LHCGLMNP00411|1__4|SGB132462
SRR33750957.268233__1.264722	UniRef90_A0A2V6SGK0|1__8|SGB24057
SRR33750957.268418__1.264905	UniRef90_A0A2V8TH36|1__16|SGB54509
SRR33750957.268813__1.265300	UniClust90_IOFPBIHC03144|1__11|SGB130007
SRR33750957.269511__1.265982	UniRef90_A0A2V8KC76|1__4|SGB17587
SRR33750957.270601__1.267054	UniRef90_A0A0U1P583|1__15|SGB7574
SRR33750957.271781__1.268227	UniRef90_A0A2V8LA21|1__8|SGB17587
SRR33750957.272791__1.269225	UniClust90_MEABCEIN01333|1__6|SGB84078
SRR33750957.276106__1.272504	UniClust90_GEKNNOBA00241|1__8|SGB131050
SRR33750957.276304__1.272700	UniClust90_MKPDLIIB01862|1__6|SGB131913
SRR33750957.277633__1.274020	UniClust90_FCGMDGGO01995|1__10|SGB98360
SRR33750957.277515__1.273902	UniClust90_NPCMNNGD04120|1__23|SGB130909
SRR33750957.277616__1.274003	UniRef90_A0A2V8L2A9|1__4|SGB17587
SRR33750957.277725__1.274112	UniClust90_MKPDLIIB01862|1__6|SGB131913
SRR33750957.277554__1.273941	UniClust90_OEKPEMHO01784|5__15|SGB129874
SRR33750957.280243__1.276610	UniRef90_A0A2V6LGB0|2__6|SGB52714
SRR33750957.280286__1.276652	UniClust90_IMMCPGKG02023|1__8|SGB128778
SRR33750957.280943__1.277304	UniClust90_JJIPPMBI01264|8__13|SGB133090
SRR33750957.282748__1.279097	UniClust90_EOFGAKMC01194|1__6|SGB84075
SRR33750957.283101__1.279448	UniClust90_ENCMJEIO02139|1__17|SGB87004
SRR33750957.283530__1.279871	UniRef90_A0A2V8KNS8|1__11|SGB17587
SRR33750957.284768__1.281100	UniClust90_MPGFLEJA03440|1__17|SGB110844
SRR33750957.284895__1.281224	UniClust90_NLENOKCO03909|1__22|SGB76719
SRR33750957.288066__1.284364	UniClust90_OPLEJCPF02386|1__11|SGB125949
SRR33750957.289074__1.285362	UniRef90_A0A2V8U4R4|1__20|SGB54509
SRR33750957.293222__1.289476	UniRef90_A0A2V5M5A1|1__20|SGB52717
SRR33750957.294090__1.290335	UniClust90_LACEKAON04611|1__10|SGB129874
SRR33750957.293777__1.290025	UniClust90_INAHCMGI01172|1__9|SGB128685
SRR33750957.294637__1.290877	UniClust90_CMHDMJOM04410|1__6|SGB56640
SRR33750957.295389__1.291620	UniClust90_PIHLJOEE01087|1__8|SGB84075
SRR33750957.295727__1.291954	UniClust90_ENBABIAF00927|1__8|SGB128778
SRR33750957.295859__1.292085	UniRef90_A0A2V6BDU4|1__3|SGB52729
SRR33750957.296400__1.292620	UniClust90_GIMAHFHH00650|1__10|SGB89408
SRR33750957.296943__1.293155	UniRef90_A0A2V6AZJ5|1__6|SGB52714
SRR33750957.296970__1.293180	UniClust90_HGAMACDH00452|1__8|SGB128778
SRR33750957.297284__1.293491	UniRef90_A0A1Q7B5E0|5__12|SGB56640
SRR33750957.298190__1.294384	UniRef90_A0A2V8KBD9|1__9|SGB17587
SRR33750957.298212__1.294406	UniRef90_A0A2V8KBD9|1__9|SGB17587
SRR33750957.298274__1.294468	UniClust90_EEMCGFAP00937|1__10|SGB128685
SRR33750957.298789__1.294983	UniClust90_MHDAPLBD02773|1__9|SGB131050
SRR33750957.299033__1.295224	UniClust90_LGJBDPMI00730|1__18|SGB133334
SRR33750957.300386__1.296561	UniClust90_HGAMACDH01790|1__8|SGB128778
SRR33750957.301838__1.298000	UniClust90_BGDHDLNA01063|1__10|SGB84075
SRR33750957.302310__1.298466	UniRef90_A0A1Q7J1G6|1__10|SGB84075
SRR33750957.304101__1.300243	UniClust90_NLMPKCAO05899|1__5|SGB73718
SRR33750957.304112__1.300253	UniClust90_IMMCPGKG02094|1__14|SGB128778
SRR33750957.304458__1.300593	UniClust90_KIHGAKFE02424|1__11|SGB128778
SRR33750957.306099__1.302212	UniClust90_OIPOEBPA02933|1__6|SGB84075
SRR33750957.306050__1.302164	UniClust90_OJGLOKOM00749|1__5|SGB84075
SRR33750957.306723__1.302826	UniClust90_CHMIEHDJ00800|1__7|SGB56640
SRR33750957.309001__1.305085	UniRef90_A0A2V6AZJ5|1__6|SGB52714
SRR33750957.310864__1.306927	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750957.310991__1.307054	UniClust90_LGJBDPMI02476|1__6|SGB133334
SRR33750957.312077__1.308131	UniClust90_DBMLCDNA02685|1__12|SGB130909
SRR33750957.312439__1.308491	UniClust90_ECOHMLGB01351|2__8|SGB56640
SRR33750957.312814__1.308859	UniClust90_EJAHAFID00869|1__8|SGB130007
SRR33750957.313853__1.309889	UniClust90_HNBLJKFC02265|1__9|SGB128778
SRR33750957.313579__1.309617	UniClust90_PPJAIDOO04144|1__7|SGB84075
SRR33750957.314365__1.310399	UniClust90_ENBABIAF00836|1__12|SGB128778
SRR33750957.314586__1.310617	UniClust90_ENBABIAF01346|1__13|SGB128778
SRR33750957.314734__1.310762	UniClust90_LACEKAON01989|1__19|SGB129874
SRR33750957.315348__1.311369	UniClust90_PIHLJOEE01714|1__6|SGB84075
SRR33750957.315474__1.311495	UniClust90_EDBNNBOB02138|1__6|SGB56640
SRR33750957.315435__1.311456	UniRef90_A0A1Q8B9I2|1__9|SGB17587
SRR33750957.315979__1.311993	UniClust90_BHLGKCAN00022|1__16|SGB56640
SRR33750957.316947__1.312955	UniClust90_JMFJJCJA01374|1__6|SGB130007
SRR33750957.318421__1.314413	UniClust90_PIHLJOEE02851|1__8|SGB84075
SRR33750957.319323__1.315305	UniClust90_BOKHIPMC04224|1__5|SGB130007
SRR33750957.319966__1.315939	UniClust90_DHCJNNEN00215|1__7|SGB89423
SRR33750957.320464__1.316431	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750957.320754__1.316715	UniClust90_CHMIEHDJ02503|1__6|SGB56640
SRR33750957.320851__1.316810	UniClust90_DAPFAGBK01498|21__29|SGB73566
SRR33750957.320396__1.316363	UniRef90_A0A2V8H4T2|1__7|SGB17587
SRR33750957.322910__1.318818	UniClust90_FOHPGMFB01996|1__4|SGB56638
SRR33750957.324519__1.320393	UniClust90_IDPAEINK02538|1__6|SGB89725
SRR33750957.328007__1.323835	UniRef90_A0A1Q7B562|1__6|SGB56640
SRR33750957.328017__1.323845	UniClust90_PKNCJFOJ02657|16__22|SGB56640
SRR33750957.329341__1.325148	UniClust90_JMFJJCJA02353|1__8|SGB130007
SRR33750957.329841__1.325642	UniClust90_EDNFDLAG00321|6__16|SGB84078
SRR33750957.330652__1.326437	UniClust90_NOMIGGEC01921|1__15|SGB125949
SRR33750957.332197__1.327966	UniRef90_A0A0F0F4C4|2__11|SGB93723
SRR33750957.332407__1.328171	UniClust90_OALLKAFI02532|1__6|SGB84078
SRR33750957.331933__1.327706	UniClust90_DAODNPOA02747|1__5|SGB89725
SRR33750957.333429__1.329177	UniClust90_JMFJJCJA02928|1__7|SGB130007
SRR33750957.334500__1.330229	UniClust90_DPJLILCC00732|1__9|SGB89725
SRR33750957.334989__1.330711	UniClust90_JMFJJCJA00713|1__7|SGB130007
SRR33750957.337304__1.332993	UniClust90_OCJAPFEA02361|1__9|SGB125949
SRR33750957.337317__1.333006	UniClust90_CMJGEBLA02782|1__8|SGB89408
SRR33750957.337329__1.333017	UniClust90_LLIEHLNH02861|1__7|SGB130007
SRR33750957.336916__1.332609	UniClust90_OJGLOKOM02225|1__9|SGB84075
SRR33750957.337778__1.333461	UniRef90_A0A2V5M3G6|1__6|SGB52719
SRR33750957.339212__1.334878	UniClust90_JMFJJCJA03372|1__11|SGB130007
SRR33750957.340253__1.335907	UniClust90_MGDHACDH04230|1__5|SGB56102
SRR33750957.340880__1.336528	UniRef90_A0A3D5DKK3|1__6|SGB130007
SRR33750957.342284__1.337915	UniClust90_DEFNONOM00153|1__6|SGB56640
SRR33750957.344918__1.340522	UniClust90_PPJAIDOO03393|1__13|SGB84075
SRR33750957.344947__1.340551	UniClust90_PPJAIDOO03393|1__13|SGB84075
SRR33750957.347317__1.342902	UniRef90_A0A2V6J4S6|1__10|SGB52714
SRR33750957.347622__1.343202	UniRef90_A0A2V8K507|1__3|SGB17587
SRR33750957.349465__1.345029	UniClust90_ICLCAGBO02984|1__5|SGB131913
SRR33750957.350091__1.345645	UniClust90_CHMIEHDJ03241|5__12|SGB56640
SRR33750957.350056__1.345611	UniClust90_JEKLGGBE03357|1__9|SGB126808
SRR33750957.350474__1.346024	UniClust90_GFHGLNMO01409|5__18|SGB133091
SRR33750957.350702__1.346249	UniClust90_KCHKGHFE03133|1__13|SGB173533
SRR33750957.351091__1.346637	UniRef90_A0A1S5Y239|1__9|SGB125949
SRR33750957.353069__1.348598	UniClust90_IDPAEINK02471|1__5|SGB89725
SRR33750957.353974__1.349494	UniClust90_EJAHAFID01095|1__8|SGB130007
SRR33750957.354348__1.349862	UniClust90_DAODNPOA00870|1__5|SGB89725
SRR33750957.354820__1.350328	UniClust90_HFNDKKKP00452|1__8|SGB74789
SRR33750957.356592__1.352077	UniClust90_DPJLILCC00136|1__18|SGB89725
SRR33750957.356541__1.352026	UniClust90_CGOBHFMA02829|1__16|SGB126057
SRR33750957.358061__1.353529	UniRef90_A0A2V8JLU4|5__8|SGB17587
SRR33750957.358553__1.354012	UniClust90_LLIEHLNH01635|1__5|SGB130007
SRR33750957.359187__1.354633	UniRef90_A0A1Q7B6A6|1__9|SGB56638
SRR33750957.359263__1.354709	UniClust90_LLIEHLNH02423|1__9|SGB130007
SRR33750957.359413__1.354856	UniClust90_PIHLJOEE00258|1__13|SGB84075
SRR33750957.359662__1.355101	UniRef90_A0A2V8KGJ4|2__7|SGB17587
SRR33750957.359920__1.355358	UniClust90_CHLBPEBB02122|1__15|SGB89725
SRR33750957.361702__1.357116	UniClust90_PKNCJFOJ01144|1__7|SGB56640
SRR33750957.362403__1.357808	UniRef90_A0A2V8KPJ5|1__6|SGB17587
SRR33750957.363638__1.359023	UniClust90_IKEHPKJF02484|1__4|SGB130045
SRR33750957.365050__1.360408	UniClust90_NMMIMHEL00038|1__6|SGB122683
SRR33750957.367254__1.362573	UniClust90_ENBABIAF01870|1__9|SGB128778
SRR33750957.367792__1.363103	UniClust90_BOKHIPMC05974|1__10|SGB130007
SRR33750957.368272__1.363571	UniClust90_CHLBPEBB01237|1__6|SGB89725
SRR33750957.368627__1.363923	UniClust90_NOMIGGEC00868|1__15|SGB125949
SRR33750957.368865__1.364158	UniClust90_IMMCPGKG00059|1__10|SGB128778
SRR33750957.370255__1.365524	UniClust90_OPLEJCPF01349|1__11|SGB125949
SRR33750957.370512__1.365775	UniClust90_PLNJEBMN00268|6__10|SGB133091
SRR33750957.374756__1.369959	UniClust90_NKLHIJIF01051|1__17|SGB129003
SRR33750957.375118__1.370313	UniClust90_OJGLOKOM00306|1__7|SGB84075
SRR33750957.377596__1.372756	UniClust90_MGMAIHDG02569|10__14|SGB128178
SRR33750957.379071__1.374214	UniClust90_DDBCBOLD06518|5__8|SGB130045
SRR33750957.379607__1.374748	UniClust90_OEKPEMHO04672|1__14|SGB129874
SRR33750957.379853__1.374992	UniClust90_LLIEHLNH02423|1__9|SGB130007
SRR33750957.380205__1.375333	UniClust90_DMCDKPDB00905|1__7|SGB89423
SRR33750957.382798__1.377887	UniRef90_A0A357CJW6|1__5|SGB89423
SRR33750957.382866__1.377954	UniRef90_A0A2V8K3F1|1__4|SGB17587
SRR33750957.383453__1.378534	UniClust90_GBLMBOPO01054|11__16|SGB133090
SRR33750957.385581__1.380618	UniClust90_JMFJJCJA02928|1__7|SGB130007
SRR33750957.387124__1.382148	UniClust90_AHBBACPJ02014|1__9|SGB122683
SRR33750957.388942__1.383929	UniClust90_FNPCGKEP01305|1__7|SGB84078
SRR33750957.389951__1.384923	UniClust90_FNPCGKEP01305|1__7|SGB84078
SRR33750957.390227__1.385198	UniRef90_A0A3D5DTJ9|2__6|SGB130007
SRR33750957.391009__1.385970	UniClust90_OJGLOKOM01699|1__8|SGB84075
SRR33750957.391093__1.386051	UniClust90_GBLMBOPO01788|1__5|SGB133090
SRR33750957.390564__1.385530	UniRef90_A0A2V8JEC1|1__9|SGB17587
SRR33750957.391429__1.386382	UniClust90_MELOLLPK01326|1__5|SGB133334
SRR33750957.391697__1.386647	UniClust90_EFMIPELO00362|1__6|SGB56638
SRR33750957.392074__1.387020	UniClust90_MADMLNLG01413|1__5|SGB89423
SRR33750957.393038__1.387969	UniClust90_OGBNFMGM02641|1__11|SGB126808
SRR33750957.395115__1.390021	UniClust90_CMHDMJOM04887|1__5|SGB56640
SRR33750957.396419__1.391310	UniClust90_CGOBHFMA01874|1__13|SGB126057
SRR33750957.397633__1.392505	UniClust90_CMHDMJOM04085|1__6|SGB56640
SRR33750957.399333__1.394172	UniClust90_BOKHIPMC01250|1__8|SGB130007
SRR33750957.400607__1.395433	UniClust90_PIHLJOEE02757|1__8|SGB84075
SRR33750957.400872__1.395689	UniClust90_OEAFLJII01445|7__16|SGB134782
SRR33750957.401031__1.395844	UniClust90_EJAHAFID04099|1__9|SGB130007
SRR33750957.402054__1.396856	UniClust90_COKDJGKN06703|1__14|SGB55684
SRR33750957.402015__1.396819	UniClust90_COKDJGKN06703|1__14|SGB55684
SRR33750957.402719__1.397513	UniClust90_OHKKNMDA00698|1__5|SGB122683
SRR33750957.404003__1.398769	UniClust90_EDNFDLAG02092|1__7|SGB84078
SRR33750957.404159__1.398923	UniClust90_EJFOFLBH00699|1__7|SGB133091
SRR33750957.405078__1.399832	UniClust90_JBMBCDML00644|1__4|SGB89725
SRR33750957.406621__1.401352	UniRef90_A0A2V5M5A1|1__20|SGB52717
SRR33750957.407312__1.402028	UniClust90_PEODAMJP00709|1__11|SGB128471
SRR33750957.407271__1.401989	UniClust90_NHHHKJJE00913|1__11|SGB125949
SRR33750957.408458__1.403151	UniClust90_ECOFPDDJ00117|1__4|SGB89423
SRR33750957.408619__1.403309	UniClust90_PEMFFBNE00474|1__6|SGB74789
SRR33750957.410679__1.405340	UniClust90_PIHLJOEE01053|1__5|SGB84075
SRR33750957.411053__1.405713	UniClust90_EMIDINFL05885|1__10|SGB73712
SRR33750957.411540__1.406188	UniClust90_IMMCPGKG02020|1__9|SGB128778
SRR33750957.412144__1.406787	UniClust90_GFFNGEKC01769|1__6|SGB56640
SRR33750957.412159__1.406802	UniClust90_HNBLJKFC00397|1__12|SGB128778
SRR33750957.412162__1.406805	UniClust90_HNBLJKFC00397|1__12|SGB128778
SRR33750957.412094__1.406737	UniClust90_DPLIHBNC01543|1__15|SGB89725
SRR33750957.412645__1.407280	UniRef90_A0A2V8H9E5|1__6|SGB17587
SRR33750957.412257__1.406899	UniClust90_JMFJJCJA03494|1__9|SGB130007
SRR33750957.412866__1.407499	UniClust90_JMFJJCJA02397|1__12|SGB130007
SRR33750957.413367__1.407993	UniRef90_A0A1Q7BYR1|1__6|SGB56640
SRR33750957.414982__1.409585	UniClust90_DPLIHBNC00784|1__9|SGB89725
SRR33750957.415640__1.410234	UniClust90_DCOEIGHC00639|1__6|SGB89423
SRR33750957.416644__1.411225	UniClust90_HJJPNBHD00171|1__5|SGB133106
SRR33750957.417753__1.412318	UniClust90_FKNELLKK01406|1__3|SGB122683
SRR33750957.419257__1.413799	UniClust90_EJAHAFID04665|1__8|SGB130007
SRR33750957.419969__1.414502	UniClust90_NFMPBPOM02000|1__12|SGB128685
SRR33750957.420327__1.414853	UniClust90_OALLKAFI06042|1__12|SGB84078
SRR33750957.420337__1.414863	UniRef90_A0A1Q6V8I5|1__10|SGB52720
SRR33750957.420606__1.415127	UniClust90_HOPPLHLN01092|1__9|SGB128471
SRR33750957.420863__1.415379	UniRef90_J8JUT9|7__14|SGB7687
SRR33750957.422174__1.416678	UniRef90_UPI000A079307|1__21|SGB31987
SRR33750957.422175__1.416679	UniRef90_A0A2V6J1G0|1__5|SGB52714
SRR33750957.422188__1.416692	UniRef90_A0A2V6J1G0|1__5|SGB52714
SRR33750957.423355__1.417841	UniClust90_PLNJEBMN00603|1__5|SGB133091
SRR33750957.424865__1.419328	UniClust90_LACEKAON01333|1__16|SGB129874
SRR33750957.424961__1.419419	UniClust90_ANDLCEDJ00738|1__6|SGB133091
SRR33750957.425036__1.419493	UniClust90_ANDLCEDJ00738|1__6|SGB133091
SRR33750957.426216__1.420658	UniClust90_DEFNONOM01300|1__6|SGB56640
SRR33750957.428348__1.422764	UniClust90_BAIFHGKB03649|3__17|SGB131188
SRR33750957.428526__1.422941	UniClust90_KMEALJDO00397|1__6|SGB84078
SRR33750957.428775__1.423183	UniRef90_A0A1Q7BUB7|1__4|SGB73517
SRR33750957.429747__1.424145	UniRef90_A0A1Q7B865|1__5|SGB56640
SRR33750957.430597__1.424986	UniClust90_OJKJHDJK02234|1__8|SGB135234
SRR33750957.430878__1.425264	UniClust90_EDBNNBOB01664|1__6|SGB56640
SRR33750957.432016__1.426388	UniClust90_HNBLJKFC02213|1__9|SGB128778
SRR33750957.432390__1.426751	UniRef90_A0A1Q8B9I2|1__9|SGB17587
SRR33750957.432135__1.426504	UniClust90_JMFJJCJA05250|4__8|SGB130007
SRR33750957.435316__1.429634	UniClust90_LACEKAON04900|1__16|SGB129874
SRR33750957.436642__1.430946	UniClust90_LACEKAON05065|1__11|SGB129874
SRR33750957.438307__1.432595	UniClust90_EMAEKJAG02500|1__12|SGB128987
SRR33750957.438499__1.432783	UniClust90_CHLBPEBB01456|1__13|SGB89725
SRR33750957.439300__1.433574	UniClust90_CMHDMJOM03877|1__8|SGB56640
SRR33750957.440367__1.434621	UniClust90_HMPPKHGP01570|3__8|SGB133091
SRR33750957.441136__1.435380	UniClust90_EJAHAFID02780|1__7|SGB130007
SRR33750957.441992__1.436223	UniClust90_DLOKBJPP00956|1__5|SGB131913
SRR33750957.442226__1.436451	UniClust90_DLOKBJPP00956|1__5|SGB131913
SRR33750957.442407__1.436630	UniRef90_A0A2V6FMF1|3__6|SGB52730
SRR33750957.442693__1.436912	UniClust90_DIBLBONP00786|2__6|SGB84078
SRR33750957.444275__1.438474	UniClust90_LLIEHLNH03104|1__5|SGB130007
SRR33750957.444620__1.438813	UniRef90_A0A2V8KDW3|4__8|SGB17587
SRR33750957.445334__1.439518	UniClust90_ENBABIAF01346|1__13|SGB128778
SRR33750957.445569__1.439751	UniClust90_PIHLJOEE00229|1__9|SGB84075
SRR33750957.445554__1.439736	UniRef90_A0A2V7PFF8|1__5|SGB24043
SRR33750957.448447__1.442595	UniRef90_A0A2V8KHU1|1__6|SGB17587
SRR33750957.448687__1.442833	UniClust90_OBAONNDG02248|1__6|SGB86721
SRR33750957.451107__1.445226	UniClust90_PPJAIDOO03966|1__4|SGB84075
SRR33750957.451503__1.445618	UniClust90_GEHFPKBH01623|1__5|SGB84075
SRR33750957.452814__1.446914	UniClust90_EOFGAKMC01466|1__13|SGB84075
SRR33750957.452648__1.446753	UniClust90_DEFNONOM00885|1__6|SGB56640
SRR33750957.452694__1.446798	UniClust90_IDPAEINK02539|1__3|SGB89725
SRR33750957.454169__1.448248	UniClust90_HGJNCPHJ04504|1__8|SGB125949
SRR33750957.454290__1.448369	UniClust90_GMEAMNGB02403|1__3|SGB134112
SRR33750957.454786__1.448855	UniClust90_CHLBPEBB02122|1__15|SGB89725
SRR33750957.456687__1.450730	UniRef90_A0A2V8J021|1__4|SGB17587
SRR33750957.457302__1.451335	UniClust90_OEKPEMHO02829|1__10|SGB129874
SRR33750957.457545__1.451575	UniClust90_ECOHMLGB01307|5__10|SGB56640
SRR33750957.457972__1.451997	UniClust90_IBMDDACE01199|1__10|SGB128778
SRR33750957.458438__1.452461	UniClust90_OALLKAFI01276|1__7|SGB84078
SRR33750957.459601__1.453612	UniClust90_ECOHMLGB00268|1__5|SGB56640
SRR33750957.460216__1.454219	UniClust90_ECPMDCCK02653|4__7|SGB56638
SRR33750957.461588__1.455570	UniClust90_JMFJJCJA01908|1__5|SGB130007
SRR33750957.461718__1.455698	UniClust90_PPJAIDOO03964|1__9|SGB84075
SRR33750957.463506__1.457463	UniClust90_PLNJEBMN00114|1__5|SGB133091
SRR33750957.463534__1.457491	UniClust90_JMFJJCJA04630|1__13|SGB130007
SRR33750957.466196__1.460120	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750957.470253__1.464111	UniClust90_OJGLOKOM00925|1__10|SGB84075
SRR33750957.472016__1.465851	UniClust90_JMFJJCJA00713|1__7|SGB130007
SRR33750957.472107__1.465941	UniClust90_BOAKGFPK03116|1__12|SGB130909
SRR33750957.473932__1.467745	UniClust90_DJBDGBNB02960|1__8|SGB89725
SRR33750957.473901__1.467715	UniClust90_DJBDGBNB02960|1__8|SGB89725
SRR33750957.474698__1.468503	UniClust90_EJAHAFID00878|1__7|SGB130007
SRR33750957.474890__1.468692	UniClust90_AOMEFECO01623|2__6|SGB133090
SRR33750957.475463__1.469261	UniClust90_BKBOPKNC02578|1__16|SGB128899
SRR33750957.477382__1.471152	VDB|0052-004A-0-0000|MV133-c1345-c0-c5
SRR33750957.477945__1.471703	UniClust90_BKBOPKNC02578|1__16|SGB128899
SRR33750957.478024__1.471782	UniClust90_AOMEFECO01623|2__6|SGB133090
SRR33750957.478760__1.472510	UniRef90_A0A2A8SBV6|2__8|SGB7708
SRR33750957.480096__1.473829	UniClust90_NHINAJKP01589|1__22|SGB128201
SRR33750957.479995__1.473730	UniClust90_ECOHMLGB01351|2__8|SGB56640
SRR33750957.481343__1.475059	UniClust90_BOKHIPMC02909|1__7|SGB130007
SRR33750957.481575__1.475287	UniRef90_A0A2V7TVU0|1__11|SGB24060
SRR33750957.482490__1.476193	UniRef90_A0A1Q8B9C7|1__6|SGB17587
SRR33750957.483755__1.477448	UniClust90_OHDNDPPA02986|1__9|SGB128685
SRR33750957.484259__1.477941	UniRef90_A0A2V6A8I6|1__6|SGB52714
SRR33750957.486023__1.479687	UniRef90_A0A2V5QR55|1__8|SGB52719
SRR33750957.486061__1.479724	UniClust90_KPGCMLFP00466|1__9|SGB89408
SRR33750957.486232__1.479895	UniClust90_GFHGLNMO00181|2__5|SGB133091
SRR33750957.487722__1.481372	UniClust90_JMFJJCJA00953|1__7|SGB130007
SRR33750957.487959__1.481606	UniRef90_A0A2V5RP98|1__5|SGB52719
SRR33750957.488164__1.481811	UniClust90_PIHLJOEE04125|1__4|SGB84075
SRR33750957.488680__1.482323	UniClust90_OIPOEBPA04372|1__8|SGB84075
SRR33750957.489170__1.482809	UniClust90_JMJHPHJK00043|1__10|SGB134112
SRR33750957.490516__1.484139	UniRef90_A0A1Q7B6A7|1__11|SGB56638
SRR33750957.490049__1.483679	UniClust90_PKKPDJBP01153|1__5|SGB89423
SRR33750957.490892__1.484515	UniClust90_NAIAGGFH02156|1__3|SGB122683
SRR33750957.493514__1.487111	UniClust90_HKBIJJBK08482|1__23|SGB110990
SRR33750957.495430__1.489008	UniClust90_DBMLCDNA00487|1__16|SGB130909
SRR33750957.495489__1.489065	UniClust90_LGBMFDOL03598|1__15|SGB129206
SRR33750957.495626__1.489199	UniRef90_A0A1Q7BBK7|1__6|SGB73517
SRR33750957.497075__1.490633	UniRef90_A0A073KAC6|1__11|SGB7709
SRR33750957.497300__1.490854	UniClust90_BGDHDLNA00132|1__6|SGB84075
SRR33750957.498115__1.491658	UniClust90_EJAHAFID02780|1__7|SGB130007
