SRR33750934.1002__1.987	UniRef90_A0A1Q7B5C4|2__6|SGB56640
SRR33750934.262209__1.258218	UniClust90_AKFNKKBB02719|1__14|SGB73712
SRR33750934.263144__1.259146	UniClust90_PKMOJOJK02770|1__3|SGB84078
SRR33750934.263590__1.259588	UniClust90_FNPCGKEP01519|1__5|SGB84078
SRR33750934.264087__1.260080	UniRef90_UPI000559608D|8__13|SGB31987
SRR33750934.264299__1.260289	UniClust90_PLNJEBMN01624|1__12|SGB133091
SRR33750934.264507__1.260496	UniClust90_KIKAPEFO01207|1__9|SGB74789
SRR33750934.265372__1.261351	UniClust90_JMJHPHJK01370|1__17|SGB134112
SRR33750934.268267__1.264222	UniRef90_A0A3D5DSM3|1__7|SGB130007
SRR33750934.269412__1.265360	UniClust90_NOMIGGEC01663|1__12|SGB125949
SRR33750934.269982__1.265922	UniClust90_OCJAPFEA04719|1__9|SGB125949
SRR33750934.269948__1.265889	UniClust90_HJKNIEHA03332|1__7|SGB89408
SRR33750934.270228__1.266162	UniRef90_A0A1M5S1L6|1__12|SGB11289
SRR33750934.270750__1.266680	UniClust90_EJAHAFID04905|1__11|SGB130007
SRR33750934.274099__1.269979	UniClust90_JMFJJCJA01157|1__6|SGB130007
SRR33750934.276718__1.272562	UniRef90_A0A2V5M5A1|1__20|SGB52717
SRR33750934.277197__1.273032	UniClust90_EDBNNBOB01175|1__5|SGB56640
SRR33750934.278495__1.274316	UniClust90_DEILMPBG00229|1__3|SGB74789
SRR33750934.278869__1.274688	UniClust90_NOMIGGEC00982|1__10|SGB125949
SRR33750934.279702__1.275516	UniClust90_OPLEJCPF04706|1__9|SGB125949
SRR33750934.279777__1.275591	UniRef90_A0A2V5ZK58|1__10|SGB84331
SRR33750934.279866__1.275680	UniClust90_BAICIDCD02967|1__14|SGB73709
SRR33750934.280157__1.275968	UniClust90_KPGCMLFP02094|1__7|SGB89408
SRR33750934.280312__1.276122	UniClust90_EKCLMAKM04922|10__23|SGB89408
SRR33750934.281095__1.276899	UniRef90_A0A1Q7BQQ4|1__5|SGB56640
SRR33750934.281945__1.277736	UniClust90_KPGCMLFP00466|1__9|SGB89408
SRR33750934.281824__1.277616	UniClust90_IJHKGIGD01800|1__9|SGB128471
SRR33750934.283256__1.279025	UniClust90_CHMIEHDJ02503|1__6|SGB56640
SRR33750934.283798__1.279558	UniClust90_EKHBECAI00533|1__15|SGB84079
SRR33750934.284218__1.279974	UniClust90_OALLKAFI01589|1__6|SGB84078
SRR33750934.286147__1.281876	UniRef90_A0A1Q7N0H3|1__12|SGB17587
SRR33750934.286999__1.282713	UniClust90_OAKMFGEE05455|1__14|SGB182955
SRR33750934.287640__1.283343	UniRef90_A0A2S6MWX9|1__13|SGB24349
SRR33750934.287804__1.283503	UniClust90_NECMKPAF01917|1__16|SGB89408
SRR33750934.289977__1.285645	UniClust90_NMMIMHEL01089|1__3|SGB122683
SRR33750934.291442__1.287081	UniClust90_LLHLEBOE01853|1__9|SGB89423
SRR33750934.295119__1.290695	UniClust90_NECMKPAF01917|1__16|SGB89408
SRR33750934.295901__1.291465	UniClust90_FKDBKGCP01757|1__10|SGB128859
SRR33750934.296047__1.291611	UniClust90_ICLCAGBO02480|1__7|SGB131913
SRR33750934.297128__1.292673	UniClust90_JEHCBLFF00956|1__4|SGB74789
SRR33750934.298129__1.293662	UniClust90_OPLEJCPF02745|1__9|SGB125949
SRR33750934.298218__1.293749	UniRef90_A0A1Q7B874|1__5|SGB56640
SRR33750934.298764__1.294289	UniClust90_DAODNPOA01891|1__8|SGB89725
SRR33750934.299182__1.294701	UniClust90_JJIPPMBI00979|1__5|SGB133090
SRR33750934.299834__1.295341	UniClust90_OALLKAFI02340|4__8|SGB84078
SRR33750934.300296__1.295793	UniClust90_MIFDONLI00107|1__6|SGB89423
SRR33750934.302201__1.297673	UniRef90_UPI0009FEBC5F|1__8|SGB31987
SRR33750934.303439__1.298893	UniRef90_A0A2V6RY46|1__7|SGB131913
SRR33750934.303483__1.298937	UniClust90_PKCJLHDA00360|1__9|SGB89408
SRR33750934.304482__1.299920	VDB|0043-0016-0-0000|MV643-c1920-c0-c6
SRR33750934.305564__1.300982	UniClust90_OPLEJCPF04120|1__8|SGB125949
SRR33750934.306855__1.302244	UniRef90_A0A1Q7BI03|2__7|SGB56640
SRR33750934.307361__1.302739	UniClust90_GIMAHFHH00711|6__12|SGB89408
SRR33750934.307625__1.302998	UniClust90_NECMKPAF05736|1__11|SGB89408
SRR33750934.309249__1.304574	UniClust90_EDNFDLAG00956|1__10|SGB84078
SRR33750934.309374__1.304696	UniClust90_FNPCGKEP00330|4__8|SGB84078
SRR33750934.310117__1.305412	UniClust90_MLBDGBJA02160|1__6|SGB132245
SRR33750934.310219__1.305512	UniClust90_JHNMEHIJ05018|1__8|SGB56640
SRR33750934.310383__1.305673	UniClust90_CAGCLOCO01573|1__5|SGB89423
SRR33750934.310492__1.305780	UniClust90_GPDICDPN01528|1__5|SGB89423
SRR33750934.311383__1.306653	UniClust90_CDCDKIIJ00442|1__13|SGB84331
SRR33750934.311550__1.306818	UniClust90_PPJAIDOO03507|1__5|SGB84075
SRR33750934.311838__1.307098	UniClust90_OALLKAFI06042|1__12|SGB84078
SRR33750934.314312__1.309520	UniRef90_A0A2V5TNB9|1__7|SGB52719
SRR33750934.314941__1.310127	UniRef90_A0A2V6HJT8|1__11|SGB84331
SRR33750934.316062__1.311232	UniRef90_A0A1Q7B4C1|1__9|SGB56640
SRR33750934.317688__1.312831	UniClust90_OOJDGJFL02098|1__5|SGB74789
SRR33750934.317802__1.312944	UniRef90_A0A3D5DSM3|1__7|SGB130007
SRR33750934.321193__1.316271	UniClust90_OALLKAFI02532|1__6|SGB84078
SRR33750934.321265__1.316342	UniClust90_OPLEJCPF00852|1__10|SGB125949
SRR33750934.321653__1.316726	UniClust90_CBDIOHJF04333|1__8|SGB89725
SRR33750934.323284__1.318311	UniClust90_KMEALJDO01487|1__4|SGB84078
SRR33750934.323927__1.318947	UniClust90_PICJGFGP00919|1__3|SGB89423
SRR33750934.324002__1.319020	UniClust90_DCGKPBEE00800|1__5|SGB89423
SRR33750934.325067__1.320072	UniRef90_A0A3D5DKK3|1__6|SGB130007
SRR33750934.325966__1.320960	UniRef90_A0A3D3B3Y5|3__6|SGB133090
SRR33750934.326041__1.321034	UniRef90_A0A3D3B3Y5|3__6|SGB133090
SRR33750934.329648__1.324568	UniClust90_GLCCIAAD01567|1__3|SGB89423
SRR33750934.330048__1.324957	UniClust90_EDNFDLAG01056|1__7|SGB84078
SRR33750934.331735__1.326616	UniClust90_JCMEFMGF03429|1__4|SGB74780
SRR33750934.333679__1.328526	UniRef90_A0A2V8KYU2|1__7|SGB17587
SRR33750934.333232__1.328084	UniClust90_OHKKNMDA01188|1__5|SGB122683
SRR33750934.333897__1.328743	UniClust90_CFIKCEGJ00903|6__18|SGB131808
SRR33750934.334233__1.329071	UniClust90_GHPINBAM00873|1__8|SGB84331
SRR33750934.336353__1.331162	UniRef90_A0A1B9Z8E8|1__7|SGB184501
SRR33750934.336548__1.331353	UniClust90_HNBLJKFC01542|1__12|SGB128778
SRR33750934.336877__1.331677	UniRef90_UPI0009B76931|1__5|SGB31966
SRR33750934.336930__1.331730	UniClust90_FKJIFNFO01317|1__6|SGB133122
SRR33750934.337936__1.332725	UniClust90_IABCABEO00418|1__4|SGB74789
SRR33750934.338806__1.333586	UniClust90_OBEJBAOE01372|1__11|SGB128218
SRR33750934.338999__1.333772	UniClust90_JMFJJCJA05536|1__5|SGB130007
SRR33750934.339824__1.334587	UniClust90_DAODNPOA02649|1__7|SGB89725
SRR33750934.339910__1.334672	UniClust90_GANILFCG01315|1__8|SGB74789
SRR33750934.340101__1.334858	UniRef90_A0A1Q7B9Y6|2__6|SGB56640
SRR33750934.340115__1.334872	UniRef90_A0A1Q7B9Y6|2__6|SGB56640
SRR33750934.341239__1.335976	UniClust90_CJJELLGD00985|1__7|SGB84331
SRR33750934.342142__1.336855	UniClust90_EJAHAFID00030|1__5|SGB130007
SRR33750934.342231__1.336943	UniClust90_INAHCMGI00107|1__12|SGB128685
SRR33750934.342942__1.337642	UniRef90_A0A1Q7BQQ2|1__6|SGB56638
SRR33750934.343520__1.338208	UniClust90_KIHGAKFE00895|1__8|SGB128778
SRR33750934.343627__1.338314	UniClust90_HGJNCPHJ01376|1__12|SGB125949
SRR33750934.343718__1.338405	UniClust90_LEJLODHJ01555|1__4|SGB89423
SRR33750934.343913__1.338598	UniClust90_KJNIOPKL03310|1__5|SGB56638
SRR33750934.345052__1.339714	UniRef90_UPI0003F8D003|1__12|SGB31987
SRR33750934.345495__1.340153	UniClust90_PPJAIDOO04317|1__13|SGB84075
SRR33750934.345807__1.340458	UniRef90_A0A2V6JJ42|1__5|SGB52719
SRR33750934.345853__1.340503	UniClust90_PKMOJOJK03870|1__6|SGB84078
SRR33750934.347282__1.341916	UniClust90_HGJNCPHJ04583|1__12|SGB125949
SRR33750934.348472__1.343091	UniClust90_OALLKAFI02532|1__6|SGB84078
SRR33750934.348620__1.343238	UniClust90_EFEMIJHI02377|1__3|SGB89423
SRR33750934.350170__1.344766	UniClust90_IOFPBIHC00448|1__6|SGB130007
SRR33750934.349885__1.344486	UniClust90_NHHHKJJE01039|1__12|SGB125949
SRR33750934.350856__1.345444	UniClust90_NHHHKJJE03336|1__11|SGB125949
SRR33750934.350779__1.345368	UniClust90_NHHHKJJE03336|1__11|SGB125949
SRR33750934.351379__1.345961	UniClust90_EFEMIJHI02377|1__3|SGB89423
SRR33750934.353048__1.347603	UniClust90_IOFPBIHC00363|1__8|SGB130007
SRR33750934.353470__1.348020	UniClust90_DJKALHOL00752|1__10|SGB129139
SRR33750934.354678__1.349206	UniClust90_FNPCGKEP04090|1__6|SGB84078
SRR33750934.355068__1.349589	UniClust90_IDPAEINK01984|1__13|SGB89725
SRR33750934.355450__1.349963	UniClust90_FECOCFCC00066|1__10|SGB128987
SRR33750934.355848__1.350353	UniClust90_HGJNCPHJ03120|1__8|SGB125949
SRR33750934.355934__1.350438	UniClust90_EJAHAFID00409|1__6|SGB130007
SRR33750934.357598__1.352080	UniClust90_DHCJNNEN00215|1__7|SGB89423
SRR33750934.357918__1.352395	UniClust90_PJKCPLGD00328|1__5|SGB89423
SRR33750934.358421__1.352894	UniClust90_ADNPOEOK01398|1__10|SGB73712
SRR33750934.358004__1.352481	UniClust90_EOFGAKMC01436|1__12|SGB84075
SRR33750934.358622__1.353094	UniClust90_IABCABEO01996|1__7|SGB74789
SRR33750934.359486__1.353949	UniClust90_FKJIFNFO02062|1__8|SGB133122
SRR33750934.360913__1.355359	UniClust90_CBEOFBIN01801|1__10|SGB55930
SRR33750934.361315__1.355756	UniRef90_A0A1Q7B355|1__3|SGB56640
SRR33750934.361580__1.356011	UniClust90_PPJAIDOO01985|1__10|SGB84075
SRR33750934.361847__1.356271	UniClust90_NMMIMHEL01066|1__6|SGB122683
SRR33750934.362120__1.356540	UniClust90_NMMIMHEL01066|1__6|SGB122683
SRR33750934.362261__1.356679	UniClust90_PIJGIFJB01776|5__9|SGB89423
SRR33750934.363064__1.357475	UniClust90_FNPCGKEP00624|1__10|SGB84078
SRR33750934.363654__1.358061	UniRef90_A0A2V8GXU6|1__8|SGB17587
SRR33750934.363374__1.357782	UniClust90_BHLGKCAN03135|1__14|SGB56640
SRR33750934.367418__1.361759	UniClust90_FNPCGKEP03897|2__6|SGB84078
SRR33750934.368795__1.363114	UniClust90_NOMIGGEC01820|1__15|SGB125949
SRR33750934.369920__1.364223	UniClust90_DPLIHBNC00819|1__6|SGB89725
SRR33750934.372153__1.366424	UniClust90_OJGLOKOM03438|1__7|SGB84075
SRR33750934.372434__1.366700	UniClust90_NMMEDCHE01006|1__5|SGB89423
SRR33750934.372579__1.366843	UniClust90_OOJDGJFL01266|2__6|SGB74789
SRR33750934.372942__1.367201	UniClust90_EDNFDLAG00956|1__10|SGB84078
SRR33750934.374151__1.368390	UniClust90_IOFPBIHC04358|1__11|SGB130007
SRR33750934.374102__1.368341	UniClust90_IOFPBIHC04358|1__11|SGB130007
SRR33750934.375265__1.369490	UniClust90_IMMCPGKG00750|1__8|SGB128778
SRR33750934.377064__1.371256	UniClust90_OPLEJCPF06363|1__10|SGB125949
SRR33750934.377045__1.371237	UniClust90_BOKHIPMC02050|1__5|SGB130007
SRR33750934.377688__1.371869	UniRef90_A0A3N5V553|1__3|SGB74789
SRR33750934.377764__1.371945	UniClust90_HNBLJKFC01798|6__16|SGB128778
SRR33750934.378405__1.372576	UniClust90_IMMCPGKG01735|1__9|SGB128778
SRR33750934.379504__1.373663	UniClust90_IKLAALHE00724|1__7|SGB133354
SRR33750934.381818__1.375943	UniClust90_NOMIGGEC00868|1__15|SGB125949
SRR33750934.382380__1.376499	UniClust90_IPBGJNGD01333|3__9|SGB89408
SRR33750934.382404__1.376523	UniClust90_GFFNGEKC01100|1__6|SGB56640
SRR33750934.383015__1.377129	UniClust90_DJBDGBNB01292|2__8|SGB89725
SRR33750934.383762__1.377862	UniClust90_MEABCEIN00888|1__7|SGB84078
SRR33750934.383699__1.377802	UniClust90_FNPCGKEP00588|1__8|SGB84078
SRR33750934.385823__1.379882	UniClust90_GNADLFLM06056|1__23|SGB126432
SRR33750934.386062__1.380118	UniClust90_FHKGJLHA02457|1__13|SGB131987
SRR33750934.386887__1.380929	UniClust90_OPLEJCPF04120|1__8|SGB125949
SRR33750934.387860__1.381888	UniClust90_ECOHMLGB00268|7__13|SGB56640
SRR33750934.388989__1.382998	UniClust90_OPFCPGGL01137|1__4|SGB89423
SRR33750934.389238__1.383245	UniClust90_DIBLBONP01737|1__8|SGB84078
SRR33750934.389787__1.383786	UniClust90_DEFNONOM01870|3__10|SGB56640
SRR33750934.390140__1.384136	UniClust90_CKAHGCJD01011|1__5|SGB89423
SRR33750934.390369__1.384361	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750934.391222__1.385201	UniClust90_IBHPOKJI01529|1__9|SGB130101
SRR33750934.391709__1.385682	UniClust90_CBNLCMFD00284|1__9|SGB74789
SRR33750934.396481__1.390386	UniClust90_KIHGAKFE00595|1__8|SGB128778
SRR33750934.396783__1.390683	UniClust90_JMFJJCJA00953|1__7|SGB130007
SRR33750934.398050__1.391934	UniRef90_A0A1Q7B4K4|1__5|SGB56640
SRR33750934.398796__1.392668	UniClust90_ACDABMLJ01800|3__8|SGB133090
SRR33750934.398875__1.392745	UniClust90_IAFJOFII02884|1__14|SGB134112
SRR33750934.399666__1.393525	UniClust90_NOMIGGEC01495|1__12|SGB125949
SRR33750934.400047__1.393899	UniClust90_IAFJOFII02884|1__14|SGB134112
SRR33750934.400641__1.394481	UniRef90_A0A1Q6XMF5|4__11|SGB55834
SRR33750934.401379__1.395209	UniClust90_DPLIHBNC01044|1__6|SGB89725
SRR33750934.401721__1.395549	UniClust90_OCJAPFEA06089|1__9|SGB125949
SRR33750934.403024__1.396839	UniRef90_A0A2V6B009|3__10|SGB52714
SRR33750934.404957__1.398733	UniRef90_A0A2V5UQA6|1__4|SGB52719
SRR33750934.404944__1.398720	UniClust90_IGKPANEM01399|1__13|SGB128987
SRR33750934.406221__1.399978	UniRef90_A0A3D5DSM3|1__7|SGB130007
SRR33750934.406711__1.400456	UniClust90_EJAHAFID04301|1__5|SGB130007
SRR33750934.406789__1.400534	UniClust90_LLIEHLNH01494|1__6|SGB130007
SRR33750934.407453__1.401186	UniClust90_NHHHKJJE00275|1__12|SGB125949
SRR33750934.407725__1.401454	UniClust90_BGDHDLNA01983|1__6|SGB84075
SRR33750934.407802__1.401529	UniClust90_LLIEHLNH01494|1__6|SGB130007
SRR33750934.407291__1.401029	UniClust90_DIBLBONP00756|1__7|SGB84078
SRR33750934.408728__1.402447	UniClust90_MDGCCGDH03758|1__9|SGB56640
SRR33750934.408773__1.402490	UniClust90_MDGCCGDH03758|1__9|SGB56640
SRR33750934.409096__1.402809	UniClust90_NOMIGGEC00360|1__17|SGB125949
SRR33750934.410896__1.404581	UniClust90_DJBDGBNB01296|2__5|SGB89725
SRR33750934.411070__1.404752	UniRef90_A0A2V8KXH3|1__9|SGB17587
SRR33750934.412170__1.405833	UniRef90_UPI00082EB29E|1__11|SGB33996
SRR33750934.413633__1.407277	UniClust90_IDPAEINK02473|1__5|SGB89725
SRR33750934.413758__1.407398	UniClust90_DLOKBJPP00273|1__7|SGB131913
SRR33750934.414177__1.407806	UniClust90_AGBJGNAA00277|1__8|SGB74789
SRR33750934.414710__1.408332	UniClust90_EBAMMION02605|1__10|SGB54432
SRR33750934.416662__1.410263	UniRef90_A0A2V8H1W6|1__20|SGB17587
SRR33750934.416698__1.410299	UniClust90_AMOCLKLN02230|1__6|SGB122683
SRR33750934.416908__1.410503	UniClust90_MEABCEIN01304|1__9|SGB84078
SRR33750934.418453__1.412025	UniRef90_A0A2V5RTK1|1__5|SGB52719
SRR33750934.419847__1.413399	UniClust90_BKIEHKJF00186|1__6|SGB131913
SRR33750934.422799__1.416309	UniClust90_NHHHKJJE01039|1__12|SGB125949
SRR33750934.422792__1.416302	UniClust90_NHHHKJJE01039|1__12|SGB125949
SRR33750934.424259__1.417749	UniRef90_A0A2A8S699|1__5|SGB7708
SRR33750934.425421__1.418895	UniClust90_GJEIHIOJ01532|1__4|SGB122526
SRR33750934.425973__1.419440	UniClust90_IPBGJNGD03045|1__7|SGB89408
SRR33750934.425990__1.419457	UniClust90_KMEALJDO00961|1__7|SGB84078
SRR33750934.426531__1.419989	UniClust90_DPJLILCC00965|1__4|SGB89725
SRR33750934.426800__1.420254	VDB|0043-0016-0-0000|MV643-c1920-c0-c6
SRR33750934.427193__1.420638	UniClust90_GJEIHIOJ03901|2__5|SGB122526
SRR33750934.426859__1.420311	VDB|0043-0016-0-0000|MV643-c1920-c0-c6
SRR33750934.427899__1.421330	UniClust90_CBDIOHJF00241|1__7|SGB89725
SRR33750934.428138__1.421567	UniClust90_EHIAFBHG00355|1__8|SGB128778
SRR33750934.428267__1.421691	UniClust90_OCJAPFEA01349|1__11|SGB125949
SRR33750934.428282__1.421706	UniClust90_GIAODKAJ00119|11__21|SGB127197
SRR33750934.428496__1.421916	UniRef90_A0A1Q7BGW1|1__3|SGB73517
SRR33750934.428681__1.422099	UniClust90_EJAHAFID02073|1__7|SGB130007
SRR33750934.429109__1.422523	UniClust90_OHDNDPPA03350|1__10|SGB128685
SRR33750934.430270__1.423675	UniClust90_EJAHAFID00708|1__11|SGB130007
SRR33750934.432688__1.426057	UniClust90_OHDNDPPA03350|1__10|SGB128685
SRR33750934.434025__1.427378	UniRef90_A0A1Q7BLE5|1__7|SGB73517
SRR33750934.434054__1.427406	UniClust90_EJFOFLBH00638|1__12|SGB133091
SRR33750934.434796__1.428140	UniClust90_DLOKBJPP00658|1__5|SGB131913
SRR33750934.436621__1.429937	UniClust90_BHLGKCAN00022|1__16|SGB56640
SRR33750934.437121__1.430428	UniClust90_MKPDLIIB01314|1__7|SGB131913
SRR33750934.437176__1.430483	UniClust90_GMEAMNGB00538|1__22|SGB134112
SRR33750934.438005__1.431299	UniRef90_A0A1Q7BQQ4|1__5|SGB56640
SRR33750934.440058__1.433322	UniClust90_ECOHMLGB02523|1__4|SGB56640
SRR33750934.440823__1.434071	UniClust90_JBMBCDML00477|1__5|SGB89725
SRR33750934.441790__1.435025	UniClust90_GIMAHFHH05060|1__10|SGB89408
SRR33750934.441846__1.435078	UniClust90_EJAHAFID02924|1__9|SGB130007
SRR33750934.442366__1.435586	UniClust90_BOKHIPMC04551|1__10|SGB130007
SRR33750934.442435__1.435654	UniClust90_EJAHAFID00269|1__7|SGB130007
SRR33750934.442923__1.436135	UniClust90_FNPCGKEP04478|1__6|SGB84078
SRR33750934.443400__1.436601	UniClust90_NOHGIMHJ00868|1__5|SGB74789
SRR33750934.443891__1.437081	UniClust90_INAHCMGI00699|1__11|SGB128685
SRR33750934.444118__1.437306	UniClust90_IJHKGIGD02745|1__11|SGB128471
SRR33750934.447018__1.440160	UniClust90_OPLEJCPF05178|1__8|SGB125949
SRR33750934.447235__1.440375	UniClust90_NOMIGGEC00941|1__20|SGB125949
SRR33750934.448110__1.441233	UniClust90_CMHDMJOM04085|1__6|SGB56640
SRR33750934.450877__1.443955	UniClust90_OALLKAFI00141|1__16|SGB84078
SRR33750934.451946__1.445002	UniClust90_NOMIGGEC00941|1__20|SGB125949
SRR33750934.453123__1.446161	UniClust90_INCKBBIP02937|1__11|SGB89663
SRR33750934.453540__1.446572	UniClust90_OPFCPGGL00660|1__5|SGB89423
SRR33750934.454291__1.447313	UniClust90_JHNMEHIJ04550|1__6|SGB56640
SRR33750934.454866__1.447883	UniClust90_OFJJKHAK00488|1__5|SGB84078
SRR33750934.456878__1.449863	UniClust90_NJGLCGCL01165|7__14|SGB122683
SRR33750934.457911__1.450886	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750934.459033__1.451987	UniClust90_MHHHDJCC02366|1__6|SGB130999
SRR33750934.459050__1.452003	UniClust90_JOMGGAEL01133|1__7|SGB74789
SRR33750934.459831__1.452775	UniClust90_CHLBPEBB01456|1__13|SGB89725
SRR33750934.460479__1.453418	UniRef90_A0A1Q7BLE5|1__7|SGB73517
SRR33750934.461901__1.454817	UniRef90_A0A2V5RNT1|2__6|SGB52719
SRR33750934.462092__1.455006	UniClust90_HGJNCPHJ00520|1__11|SGB125949
SRR33750934.462131__1.455045	UniClust90_BOKHIPMC01922|1__17|SGB130007
SRR33750934.462167__1.455081	UniRef90_A0A1Q7BPJ2|1__6|SGB56640
SRR33750934.464299__1.457182	UniRef90_A0A2V5J4Q0|1__7|SGB52720
SRR33750934.464302__1.457185	UniRef90_A0A2V5J4Q0|1__7|SGB52720
SRR33750934.464727__1.457602	UniClust90_NOMIGGEC00036|1__12|SGB125949
SRR33750934.465144__1.458017	UniClust90_IABCABEO00083|1__6|SGB74789
SRR33750934.466637__1.459489	UniClust90_EKCLMAKM02067|1__7|SGB89408
SRR33750934.466851__1.459695	UniClust90_BKIEHKJF00721|1__5|SGB131913
SRR33750934.467611__1.460441	UniClust90_JKONEDMA03021|1__6|SGB130007
SRR33750934.466986__1.459828	UniClust90_BOKHIPMC02909|1__7|SGB130007
SRR33750934.468680__1.461493	UniClust90_EDNFDLAG00889|1__6|SGB84078
SRR33750934.468956__1.461765	UniClust90_CKAHGCJD01011|7__13|SGB89423
SRR33750934.468624__1.461440	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750934.469066__1.461875	UniClust90_PJKCPLGD00178|2__5|SGB89423
SRR33750934.469093__1.461902	UniClust90_NNEBFNGM02656|1__4|SGB87014
SRR33750934.469923__1.462721	UniClust90_OGLMLKPI00603|2__5|SGB56638
SRR33750934.469663__1.462463	UniClust90_OAHKOOFD03391|1__6|SGB122526
SRR33750934.471426__1.464196	UniClust90_EJAHAFID02835|1__6|SGB130007
SRR33750934.471786__1.464549	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750934.472552__1.465303	UniClust90_JJIPPMBI00649|1__6|SGB133090
SRR33750934.472951__1.465695	UniClust90_PEMFFBNE01094|1__6|SGB74789
SRR33750934.473603__1.466337	UniRef90_A0A1Q7BY25|3__8|SGB89408
SRR33750934.474681__1.467400	UniRef90_A0A2V6D7Z0|2__5|SGB52719
SRR33750934.477412__1.470091	UniRef90_A0A353YFI2|1__5|SGB89423
SRR33750934.478562__1.471227	UniClust90_JBMBCDML01564|1__9|SGB89725
SRR33750934.478860__1.471521	UniClust90_NOMIGGEC00036|1__12|SGB125949
SRR33750934.478850__1.471511	UniClust90_NOMIGGEC00036|1__12|SGB125949
SRR33750934.478888__1.471549	UniClust90_PPJAIDOO00038|1__5|SGB84075
SRR33750934.479511__1.472160	UniClust90_KPGCMLFP01412|1__9|SGB89408
SRR33750934.479414__1.472067	UniClust90_HNMMCIDG00272|1__4|SGB74789
SRR33750934.479608__1.472255	UniRef90_A0A353YCD2|2__5|SGB89423
SRR33750934.479616__1.472263	UniClust90_HOKDAOEK01773|6__12|SGB89410
SRR33750934.480653__1.473280	UniClust90_ADNPOEOK02892|1__10|SGB73712
SRR33750934.480774__1.473400	UniClust90_KMEALJDO00961|1__7|SGB84078
SRR33750934.480865__1.473491	UniClust90_OALLKAFI06042|1__12|SGB84078
SRR33750934.482054__1.474671	UniClust90_EDNFDLAG00014|1__6|SGB84078
SRR33750934.483184__1.475782	UniClust90_ICLCAGBO00366|1__6|SGB131913
SRR33750934.483289__1.475885	UniRef90_A0A2V5RCS6|8__19|SGB22165
SRR33750934.483803__1.476394	UniClust90_OCJAPFEA04909|1__14|SGB125949
SRR33750934.484205__1.476788	UniClust90_AKFNKKBB03710|1__10|SGB73712
SRR33750934.484236__1.476819	UniClust90_OCJAPFEA05159|1__13|SGB125949
SRR33750934.484372__1.476952	UniClust90_CMJGEBLA04297|1__7|SGB89408
SRR33750934.484578__1.477154	UniClust90_HNMMCIDG00272|1__4|SGB74789
SRR33750934.485501__1.478070	UniClust90_IMMCPGKG00868|1__8|SGB128778
SRR33750934.485665__1.478230	UniClust90_OALLKAFI01589|1__6|SGB84078
SRR33750934.486050__1.478611	UniClust90_LLIEHLNH02423|1__9|SGB130007
SRR33750934.485779__1.478343	UniClust90_NOMIGGEC04463|1__9|SGB125949
SRR33750934.486661__1.479217	UniClust90_EBKBLHBP00589|1__6|SGB133090
SRR33750934.487784__1.480323	UniClust90_BGDHDLNA04274|1__17|SGB84075
SRR33750934.489823__1.482336	UniClust90_IAOKPMPC05808|1__9|SGB127500
SRR33750934.490369__1.482874	UniClust90_NOMIGGEC00868|1__15|SGB125949
SRR33750934.491008__1.483502	UniClust90_HGJNCPHJ03635|1__9|SGB125949
SRR33750934.491522__1.484009	UniClust90_OCCAFAEL00099|1__5|SGB74789
SRR33750934.492470__1.484948	UniRef90_UPI000FDB1159|2__21|SGB29154
SRR33750934.493803__1.486268	VDB|0008-002B-0-0000|MV1064-c1042-c1-c2
SRR33750934.496530__1.488960	UniClust90_KPGCMLFP02027|2__11|SGB89408
SRR33750934.497174__1.489595	UniClust90_PEMFFBNE01732|1__7|SGB74789
SRR33750934.497280__1.489700	UniClust90_DPLIHBNC01042|1__5|SGB89725
SRR33750934.498270__1.490673	UniClust90_GJEIHIOJ00691|1__11|SGB122526
SRR33750934.498857__1.491254	UniClust90_HOMJAIDI00227|1__3|SGB89423
SRR33750934.499125__1.491519	UniRef90_A0A3D5DSW4|1__8|SGB130007
SRR33750934.499230__1.491624	UniClust90_BOKHIPMC05538|1__12|SGB130007
SRR33750934.499394__1.491786	UniClust90_NOGJJOAE03274|1__10|SGB128677
SRR33750934.499776__1.492168	UniClust90_IMMCPGKG02503|1__9|SGB128778
SRR33750934.499788__1.492180	UniClust90_GIMAHFHH00411|8__17|SGB89408
SRR33750934.500608__1.492988	UniClust90_PPJAIDOO03964|1__9|SGB84075
SRR33750934.503332__1.495681	UniRef90_A0A1Q7BJK5|1__10|SGB73517
SRR33750934.503345__1.495694	UniClust90_IAFJOFII00976|1__9|SGB134112
SRR33750934.504769__1.497104	UniClust90_DDGIJIOA01315|2__6|SGB122608
SRR33750934.506377__1.498688	UniClust90_HNBLJKFC00190|1__11|SGB128778
SRR33750934.506754__1.499058	UniClust90_BGDHDLNA01949|1__10|SGB84075
SRR33750934.507275__1.499575	UniClust90_FNPCGKEP01967|1__7|SGB84078
SRR33750934.507950__1.500240	UniClust90_FNPCGKEP04507|4__7|SGB84078
SRR33750934.508309__1.500591	UniRef90_A0A2V5VHY6|1__10|SGB52714
SRR33750934.510541__1.502791	UniClust90_OALLKAFI00141|1__16|SGB84078
