SRR33750943.4918__1.4833	UniClust90_MKPDLIIB02020|1__8|SGB131913
SRR33750943.326946__1.321817	UniClust90_OHKKNMDA00698|1__5|SGB122683
SRR33750943.331961__1.326734	UniClust90_CDCDKIIJ00076|1__10|SGB84331
SRR33750943.332750__1.327512	UniRef90_A0A2S6NP53|1__15|SGB24349
SRR33750943.332961__1.327723	UniClust90_EDBNNBOB00318|1__5|SGB56640
SRR33750943.333281__1.328036	UniClust90_CMHDMJOM02009|1__7|SGB56640
SRR33750943.333971__1.328710	UniClust90_DAODNPOA02748|2__11|SGB89725
SRR33750943.333842__1.328586	UniClust90_NECMKPAF05736|1__11|SGB89408
SRR33750943.334835__1.329556	UniClust90_ODIECPCH03517|5__17|SGB89410
SRR33750943.334982__1.329699	UniClust90_EDNFDLAG02784|1__7|SGB84078
SRR33750943.337841__1.332496	UniClust90_OPAGJOMB03792|1__9|SGB73510
SRR33750943.338055__1.332708	UniRef90_A0A2M8R0A7|1__6|SGB11308
SRR33750943.337892__1.332547	UniClust90_EDFLJBLB01495|1__7|SGB130045
SRR33750943.338230__1.332879	UniClust90_IGKPANEM02996|1__15|SGB128987
SRR33750943.340034__1.334659	UniClust90_NOMIGGEC02016|1__9|SGB125949
SRR33750943.340608__1.335230	UniClust90_FECOCFCC01269|1__12|SGB128987
SRR33750943.341163__1.335775	UniClust90_CKDECKMG01108|1__7|SGB133121
SRR33750943.341342__1.335948	UniClust90_MCPKBLFO01280|1__14|SGB89802
SRR33750943.341677__1.336278	UniRef90_A0A3M2KY10|1__12|SGB33959
SRR33750943.341697__1.336297	UniClust90_HMPPKHGP00324|1__4|SGB133091
SRR33750943.342709__1.337296	UniClust90_IOFPBIHC01411|1__6|SGB130007
SRR33750943.343769__1.338340	UniClust90_GEHFPKBH01715|1__8|SGB84075
SRR33750943.343851__1.338422	UniClust90_GEHFPKBH01715|1__8|SGB84075
SRR33750943.344863__1.339424	UniRef90_A0A2V7W1Z3|1__23|SGB24021
SRR33750943.345516__1.340071	UniClust90_DPLIHBNC00975|1__15|SGB89725
SRR33750943.346391__1.340941	UniClust90_NECMKPAF04739|1__8|SGB89408
SRR33750943.348833__1.343353	UniClust90_GFHGLNMO01409|5__18|SGB133091
SRR33750943.349080__1.343598	UniRef90_A0A1B1UMA5|1__15|SGB11349
SRR33750943.349517__1.344032	UniClust90_AKHHIGPA01489|1__6|SGB125699
SRR33750943.351597__1.346086	UniClust90_IABCABEO00083|1__6|SGB74789
SRR33750943.353795__1.348257	UniClust90_CANGFCMM01342|1__4|SGB122683
SRR33750943.353305__1.347774	UniClust90_CMJGEBLA03651|1__9|SGB89408
SRR33750943.354074__1.348533	UniClust90_NHHHKJJE02677|1__11|SGB125949
SRR33750943.354164__1.348623	UniClust90_DGNDJLCE01955|1__6|SGB125699
SRR33750943.354248__1.348706	UniRef90_A0A1A1Y5A4|1__9|SGB15664
SRR33750943.355296__1.349739	UniClust90_OALLKAFI06042|1__12|SGB84078
SRR33750943.355282__1.349725	UniClust90_OALLKAFI06042|1__12|SGB84078
SRR33750943.355443__1.349884	UniClust90_PFBNAPOO01310|1__6|SGB89423
SRR33750943.355843__1.350279	UniClust90_JMFJJCJA02397|1__12|SGB130007
SRR33750943.356419__1.350845	UniClust90_LMIKIEIA01564|1__23|SGB185735
SRR33750943.356655__1.351078	UniClust90_JOMGGAEL01007|2__6|SGB74789
SRR33750943.356818__1.351239	UniClust90_BOKHIPMC03200|1__15|SGB130007
SRR33750943.357911__1.352313	UniClust90_FFPHGKCO00270|1__5|SGB74789
SRR33750943.360116__1.354489	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750943.360637__1.355004	UniClust90_KEAMKDIF01031|1__10|SGB93322
SRR33750943.361614__1.355969	VDB|0043-0016-0-0000|MV643-c1920-c0-c6
SRR33750943.362515__1.356851	UniClust90_JPKEBEJA00860|1__4|SGB128668
SRR33750943.362431__1.356770	UniClust90_HNBLJKFC00336|1__8|SGB128778
SRR33750943.363122__1.357448	UniClust90_HBCNFADG00329|1__4|SGB74789
SRR33750943.367612__1.361865	UniClust90_JMFJJCJA05250|4__8|SGB130007
SRR33750943.368202__1.362444	UniClust90_DPLIHBNC01508|1__5|SGB89725
SRR33750943.368686__1.362920	UniClust90_BGMDAEJF01518|8__18|SGB122526
SRR33750943.368662__1.362898	UniClust90_BGMDAEJF01518|8__18|SGB122526
SRR33750943.369524__1.363741	UniClust90_PEODAMJP01470|1__17|SGB128471
SRR33750943.370048__1.364250	UniClust90_CKIMIKLI05232|1__13|SGB133129
SRR33750943.370264__1.364458	UniClust90_BDPFKHKJ05277|1__21|SGB93382
SRR33750943.371037__1.365214	UniClust90_DAODNPOA01419|1__5|SGB89725
SRR33750943.372466__1.366606	UniClust90_DEFNONOM00890|1__7|SGB56640
SRR33750943.375513__1.369592	UniClust90_EHIAFBHG00455|1__9|SGB128778
SRR33750943.375739__1.369815	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750943.376826__1.370879	UniClust90_IOFPBIHC03293|1__8|SGB130007
SRR33750943.377071__1.371118	UniRef90_A0A1M7CAH1|1__13|SGB13345
SRR33750943.378587__1.372611	UniClust90_DLOKBJPP02225|1__5|SGB131913
SRR33750943.379462__1.373476	UniClust90_JKONEDMA00395|1__7|SGB130007
SRR33750943.379915__1.373921	UniClust90_OBEJBAOE02272|1__11|SGB128218
SRR33750943.379396__1.373410	UniClust90_OALLKAFI01276|1__7|SGB84078
SRR33750943.384489__1.378417	UniClust90_KMEALJDO01798|1__7|SGB84078
SRR33750943.384800__1.378723	UniClust90_LMGIEGHF00043|1__15|SGB135184
SRR33750943.384715__1.378641	UniClust90_LMGIEGHF00043|1__15|SGB135184
SRR33750943.385214__1.379128	UniClust90_AIMOKJEI00110|1__9|SGB111042
SRR33750943.385510__1.379421	UniClust90_GJEIHIOJ02339|1__7|SGB122526
SRR33750943.388040__1.381898	UniClust90_OCJAPFEA05725|1__11|SGB125949
SRR33750943.387892__1.381752	UniClust90_EKCLMAKM04922|10__23|SGB89408
SRR33750943.388363__1.382215	UniRef90_A0A1Q7BD52|1__4|SGB73517
SRR33750943.388700__1.382546	UniClust90_CLKOHAKG00773|1__7|SGB74789
SRR33750943.390220__1.384040	UniClust90_OALLKAFI02340|4__8|SGB84078
SRR33750943.391476__1.385277	UniClust90_JBMBCDML01564|1__9|SGB89725
SRR33750943.390610__1.384422	UniClust90_ICLCAGBO01454|1__6|SGB131913
SRR33750943.392028__1.385816	UniClust90_LLIEHLNH03555|1__6|SGB130007
SRR33750943.394067__1.387820	UniClust90_OPLEJCPF02846|1__11|SGB125949
SRR33750943.393763__1.387520	UniClust90_HDGMGAGN01242|1__5|SGB74789
SRR33750943.394332__1.388081	UniClust90_HOKDAOEK00195|8__11|SGB89410
SRR33750943.394778__1.388522	UniClust90_ICLCAGBO03475|1__8|SGB131913
SRR33750943.395264__1.388998	UniClust90_JMFJJCJA01029|1__6|SGB130007
SRR33750943.395568__1.389295	UniClust90_FNPCGKEP04821|1__8|SGB84078
SRR33750943.396936__1.390629	UniClust90_BGDHDLNA04491|1__13|SGB84075
SRR33750943.397730__1.391409	UniClust90_MKPDLIIB01096|1__5|SGB131913
SRR33750943.400148__1.393794	UniClust90_BGDHDLNA04043|1__5|SGB84075
SRR33750943.400315__1.393959	UniClust90_PFBNAPOO00993|2__6|SGB89423
SRR33750943.400357__1.394000	UniClust90_PFBNAPOO00993|2__6|SGB89423
SRR33750943.402054__1.395670	UniRef90_A0A2V5M1S3|1__6|SGB52717
SRR33750943.402032__1.395650	UniClust90_IDPAEINK02024|1__16|SGB89725
SRR33750943.401917__1.395539	UniClust90_JBMBCDML00329|1__5|SGB89725
SRR33750943.403043__1.396646	UniClust90_KMEALJDO02322|1__8|SGB84078
SRR33750943.405657__1.399205	UniRef90_A0A2V5M1S3|1__6|SGB52717
SRR33750943.407782__1.401297	UniClust90_HOKDAOEK00228|1__7|SGB89410
SRR33750943.411024__1.404490	UniClust90_ECOHMLGB02482|1__10|SGB56640
SRR33750943.411096__1.404561	UniClust90_NFEHNLLP05436|1__21|SGB184291
SRR33750943.411099__1.404564	UniClust90_NFEHNLLP05436|1__21|SGB184291
SRR33750943.411558__1.405018	UniClust90_OHNANPPB00875|2__6|SGB74789
SRR33750943.413010__1.406444	UniRef90_A0A1Q7BQ36|1__7|SGB56640
SRR33750943.413698__1.407120	UniClust90_IOFPBIHC00363|10__14|SGB130007
SRR33750943.414397__1.407807	UniRef90_A0A3D5DTJ9|2__6|SGB130007
SRR33750943.415010__1.408413	UniRef90_A0A2V5M5A1|1__20|SGB52717
SRR33750943.415596__1.408995	UniClust90_FECOCFCC00440|1__18|SGB128987
SRR33750943.416715__1.410098	UniClust90_BOKHIPMC04551|1__10|SGB130007
SRR33750943.417170__1.410545	UniClust90_ODIECPCH02867|1__5|SGB89410
SRR33750943.417827__1.411186	UniClust90_GFFNGEKC01100|1__6|SGB56640
SRR33750943.418029__1.411385	UniClust90_PKMOJOJK03870|1__6|SGB84078
SRR33750943.418163__1.411514	UniClust90_NOMIGGEC02350|1__10|SGB125949
SRR33750943.421710__1.415016	UniClust90_EJAHAFID04099|1__9|SGB130007
SRR33750943.423163__1.416451	UniClust90_FECOCFCC02463|1__14|SGB128987
SRR33750943.423192__1.416480	UniClust90_JKONEDMA00306|1__6|SGB130007
SRR33750943.423214__1.416502	UniClust90_IOFPBIHC02046|1__12|SGB130007
SRR33750943.423448__1.416732	UniClust90_CFIKCEGJ01584|1__14|SGB131808
SRR33750943.423562__1.416845	UniClust90_CAGCLOCO00696|7__13|SGB89423
SRR33750943.424694__1.417958	UniRef90_A0A2V5RH20|1__7|SGB52719
SRR33750943.425395__1.418646	UniClust90_OPLEJCPF02167|1__8|SGB125949
SRR33750943.425611__1.418858	UniClust90_KEAMKDIF08254|1__13|SGB93322
SRR33750943.426563__1.419795	UniClust90_EDNFDLAG02784|1__7|SGB84078
SRR33750943.429839__1.423025	UniClust90_IDPAEINK02634|1__4|SGB89725
SRR33750943.431627__1.424784	UniClust90_OCJAPFEA04719|1__9|SGB125949
SRR33750943.432206__1.425354	UniClust90_AMOFFOJE01263|1__7|SGB133121
SRR33750943.432994__1.426135	UniClust90_FECOCFCC03047|4__14|SGB128987
SRR33750943.433797__1.426923	UniClust90_PIHLJOEE01441|1__10|SGB84075
SRR33750943.434722__1.427834	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750943.435299__1.428406	UniClust90_BMLHJGFC04025|1__12|SGB132743
SRR33750943.436235__1.429329	UniClust90_OPLEJCPF00147|1__22|SGB125949
SRR33750943.437847__1.430915	UniClust90_DBGIHOJC08561|3__11|SGB31987
SRR33750943.438083__1.431143	UniClust90_ODHKCIBJ01401|1__5|SGB89423
SRR33750943.438808__1.431855	UniRef90_A0A2V5Q9F0|1__4|SGB52719
SRR33750943.439248__1.432289	UniClust90_HJKNIEHA01781|1__7|SGB89408
SRR33750943.440126__1.433152	UniClust90_NOMIGGEC00722|1__16|SGB125949
SRR33750943.440665__1.433686	UniClust90_HGJNCPHJ01683|1__9|SGB125949
SRR33750943.441041__1.434059	UniClust90_HGJNCPHJ01683|1__9|SGB125949
SRR33750943.441908__1.434915	UniClust90_BGMDAEJF01430|4__8|SGB122526
SRR33750943.441751__1.434760	UniClust90_KDDPKKIL02348|1__8|SGB128471
SRR33750943.443052__1.436044	UniClust90_FCPHDNIE01144|1__8|SGB74780
SRR33750943.443415__1.436405	UniClust90_EKCLMAKM04286|1__10|SGB89408
SRR33750943.444925__1.437900	UniClust90_KNPPCNCO01841|1__8|SGB133322
SRR33750943.445277__1.438245	UniClust90_HOKDAOEK00228|1__7|SGB89410
SRR33750943.446171__1.439122	UniClust90_OCJAPFEA04909|1__14|SGB125949
SRR33750943.446321__1.439268	UniClust90_OCJAPFEA05893|1__11|SGB125949
SRR33750943.446134__1.439085	UniClust90_OCJAPFEA04909|1__14|SGB125949
SRR33750943.446479__1.439423	UniClust90_PIJGIFJB02288|1__4|SGB89423
SRR33750943.447779__1.440702	UniClust90_LLIEHLNH03288|1__6|SGB130007
SRR33750943.447310__1.440240	UniClust90_ONEJNDKA00651|1__7|SGB89423
SRR33750943.447824__1.440747	UniClust90_IOFPBIHC00783|1__6|SGB130007
SRR33750943.448252__1.441174	UniClust90_GIMAHFHH02073|1__9|SGB89408
SRR33750943.449416__1.442325	UniClust90_EDBNNBOB01175|1__5|SGB56640
SRR33750943.450629__1.443520	UniClust90_MEABCEIN01399|1__7|SGB84078
SRR33750943.453073__1.445917	UniClust90_LOEIEFCJ00174|6__9|SGB74789
SRR33750943.453217__1.446060	UniClust90_AJOJABBL01679|1__6|SGB89423
SRR33750943.457353__1.450136	UniClust90_EBKBLHBP00211|1__8|SGB133090
SRR33750943.458256__1.451030	UniClust90_JKKHKAPH04722|1__9|SGB89408
SRR33750943.460816__1.453551	UniClust90_IOFPBIHC03389|1__5|SGB130007
SRR33750943.462041__1.454757	UniRef90_A0A2V6CY45|1__10|SGB22169
SRR33750943.463176__1.455881	UniClust90_PKMOJOJK03472|1__9|SGB84078
SRR33750943.462775__1.455483	UniClust90_AGBJGNAA00277|1__8|SGB74789
SRR33750943.463221__1.455924	UniClust90_OPLEJCPF04736|1__13|SGB125949
SRR33750943.464010__1.456695	UniClust90_IDPAEINK01080|11__14|SGB89725
SRR33750943.464624__1.457300	UniClust90_ODALAGMH01641|1__9|SGB89423
SRR33750943.465394__1.458057	UniClust90_CHLBPEBB00072|1__8|SGB89725
SRR33750943.465716__1.458373	UniClust90_ECGAGMED01545|1__9|SGB131987
SRR33750943.466251__1.458896	UniClust90_NECMKPAF04633|1__8|SGB89408
SRR33750943.466378__1.459022	UniClust90_CHMIEHDJ04510|1__7|SGB56640
SRR33750943.467428__1.460050	UniClust90_PKMOJOJK02584|1__7|SGB84078
SRR33750943.467382__1.460006	UniClust90_KMEALJDO00828|1__9|SGB84078
SRR33750943.468023__1.460639	UniClust90_BOKHIPMC03210|1__11|SGB130007
SRR33750943.468044__1.460659	UniClust90_BOKHIPMC03210|1__11|SGB130007
SRR33750943.467431__1.460053	UniClust90_PKMOJOJK02584|1__7|SGB84078
SRR33750943.470081__1.462660	UniClust90_EDBNNBOB01009|1__5|SGB56640
SRR33750943.469801__1.462386	UniRef90_UPI000424DD41|1__25|SGB33791
SRR33750943.471036__1.463602	UniClust90_BMFPIMNF01484|1__5|SGB133122
SRR33750943.471093__1.463659	UniClust90_FNPCGKEP00283|1__5|SGB84078
SRR33750943.478010__1.470469	UniClust90_OFJJKHAK01437|3__9|SGB84078
SRR33750943.477657__1.470119	UniClust90_EJAHAFID00869|1__8|SGB130007
SRR33750943.477950__1.470409	UniClust90_NHHHKJJE03593|1__8|SGB125949
SRR33750943.480897__1.473300	UniRef90_A0A345ZY02|1__11|SGB89408
SRR33750943.482195__1.474577	UniClust90_ALPEOPJM00163|1__10|SGB84331
SRR33750943.482923__1.475293	UniClust90_KMEALJDO02054|1__7|SGB84078
SRR33750943.483022__1.475392	UniClust90_FECOCFCC02463|1__14|SGB128987
SRR33750943.482900__1.475271	UniClust90_FECOCFCC02463|1__14|SGB128987
SRR33750943.485918__1.478244	UniClust90_LEJLODHJ01555|1__4|SGB89423
SRR33750943.486159__1.478480	UniClust90_FNPCGKEP00622|14__24|SGB84078
SRR33750943.486709__1.479023	UniClust90_IBNNDEFK00344|1__11|SGB89408
SRR33750943.486678__1.478992	UniClust90_JBMPOGNJ03348|1__4|SGB89409
SRR33750943.487589__1.479888	UniClust90_OPLEJCPF06363|1__10|SGB125949
SRR33750943.487789__1.480086	UniClust90_DKFAKDBO00791|1__12|SGB107761
SRR33750943.488275__1.480563	UniClust90_HJKNIEHA02993|3__8|SGB89408
SRR33750943.493133__1.485347	UniClust90_CGHAKFKK00814|1__6|SGB74789
SRR33750943.496593__1.488756	UniClust90_ANDLCEDJ00060|1__8|SGB133091
SRR33750943.496692__1.488855	UniClust90_FNPCGKEP04507|4__7|SGB84078
SRR33750943.499437__1.491563	UniClust90_GANILFCG00385|1__7|SGB74789
SRR33750943.499636__1.491758	UniRef90_A0A0D7NPY3|1__8|SGB184500
SRR33750943.499496__1.491621	UniClust90_OPLEJCPF02938|1__11|SGB125949
SRR33750943.500372__1.492485	UniClust90_CJJELLGD00423|1__7|SGB84331
SRR33750943.500724__1.492831	UniRef90_A0A1I4NK71|1__12|SGB6909
SRR33750943.503783__1.495847	UniClust90_JCMEFMGF03781|1__15|SGB74780
SRR33750943.503953__1.496014	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750943.504592__1.496640	UniClust90_EJAHAFID03501|1__5|SGB130007
SRR33750943.508761__1.500748	UniClust90_HGFGGOBL00152|1__9|SGB84331
SRR33750943.509228__1.501211	UniClust90_PIHLJOEE02854|1__12|SGB84075
SRR33750943.509285__1.501268	UniClust90_PIHLJOEE02854|1__12|SGB84075
SRR33750943.508159__1.500152	UniRef90_A0A1Q7BYA5|1__7|SGB56640
SRR33750943.510370__1.502344	UniClust90_CBNLCMFD01479|1__7|SGB74789
SRR33750943.511601__1.503556	UniRef90_A0A357CHT2|1__5|SGB89423
SRR33750943.511628__1.503583	UniClust90_CKDECKMG01898|1__8|SGB133121
SRR33750943.511458__1.503415	UniClust90_KIMNEABG02224|1__6|SGB131913
SRR33750943.512460__1.504404	UniRef90_A0A0R3N2Q2|1__9|SGB11343
SRR33750943.511235__1.503196	UniClust90_IGKPANEM01128|1__16|SGB128987
SRR33750943.511243__1.503204	UniClust90_GCEPBNKN00972|1__7|SGB122683
SRR33750943.512935__1.504871	UniClust90_OJFFJDAM01621|1__3|SGB89423
SRR33750943.513492__1.505420	UniClust90_PCIJFCLC00205|1__7|SGB132245
SRR33750943.513659__1.505585	UniClust90_HGJNCPHJ03239|1__10|SGB125949
SRR33750943.514486__1.506397	UniClust90_MOPOFHCP01213|1__7|SGB89408
SRR33750943.514704__1.506610	UniClust90_ADGGMJFC00353|1__11|SGB74789
SRR33750943.515101__1.507002	UniClust90_OOJDGJFL01891|1__6|SGB74789
SRR33750943.514971__1.506874	UniClust90_IJHKGIGD00439|1__8|SGB128471
SRR33750943.516592__1.508474	UniRef90_A0A2V8L2Z3|1__7|SGB17587
SRR33750943.516737__1.508617	UniRef90_UPI000486F5AB|1__5|SGB31987
SRR33750943.517412__1.509282	UniClust90_HGAMACDH00292|1__7|SGB128778
SRR33750943.518826__1.510678	UniRef90_A0A1G8QC09|11__28|SGB16422
SRR33750943.523215__1.515009	UniClust90_EGCAKLJA03235|1__14|SGB128178
SRR33750943.525842__1.517600	UniClust90_NJHAEMFB04311|1__6|SGB131926
SRR33750943.525753__1.517514	UniClust90_JBKDJFMD02951|1__14|SGB62198
SRR33750943.527783__1.519520	UniRef90_A0A109J1K6|1__12|SGB11143
SRR33750943.533525__1.525173	UniClust90_MEABCEIN01333|1__6|SGB84078
SRR33750943.534145__1.525783	UniClust90_PBFDPDKB03450|1__16|SGB135184
SRR33750943.534413__1.526051	UniClust90_GIMAHFHH05060|1__10|SGB89408
SRR33750943.536113__1.527723	UniClust90_NOMIGGEC00982|1__10|SGB125949
SRR33750943.536196__1.527805	UniClust90_CMJGEBLA03480|1__6|SGB89408
SRR33750943.536863__1.528466	UniClust90_DCJCBMEC00256|1__6|SGB122526
SRR33750943.537104__1.528702	UniClust90_LJCEAEPL02806|1__14|SGB128753
SRR33750943.538050__1.529641	UniClust90_JMFJJCJA03372|1__11|SGB130007
SRR33750943.537798__1.529392	UniClust90_ALPEOPJM00314|1__7|SGB84331
SRR33750943.539223__1.530799	UniClust90_OPLEJCPF01504|1__12|SGB125949
SRR33750943.540640__1.532199	UniClust90_EMAEKJAG01881|1__11|SGB128987
SRR33750943.540732__1.532290	UniClust90_BOKHIPMC05974|1__10|SGB130007
SRR33750943.541862__1.533404	UniClust90_JCMEFMGF04061|1__4|SGB74780
SRR33750943.542730__1.534268	UniClust90_EJFOFLBH00026|1__4|SGB133091
SRR33750943.544334__1.535848	UniClust90_HNBLJKFC01800|1__8|SGB128778
SRR33750943.545323__1.536830	UniClust90_OCJAPFEA05578|1__10|SGB125949
SRR33750943.545330__1.536837	UniClust90_HGFGGOBL00142|1__13|SGB84331
SRR33750943.548073__1.539543	UniClust90_HKBIJJBK07942|1__16|SGB110990
SRR33750943.551516__1.542937	UniClust90_JMFJJCJA00050|1__6|SGB130007
SRR33750943.551897__1.543312	UniRef90_A0A2V5YT73|1__18|SGB52714
SRR33750943.552665__1.544069	UniClust90_BANONKEB00364|1__5|SGB74789
SRR33750943.553090__1.544491	UniRef90_A0A2V5UJ18|1__3|SGB52710
SRR33750943.554611__1.545993	UniClust90_DCKOACOF00525|1__21|SGB126116
SRR33750943.554816__1.546196	UniClust90_OJGLOKOM00755|1__5|SGB84075
SRR33750943.554825__1.546204	UniRef90_A0A140GVR5|1__22|SGB11360
SRR33750943.555117__1.546490	UniClust90_ONEJNDKA00651|1__7|SGB89423
SRR33750943.555809__1.547175	UniClust90_DHCJNNEN00215|1__7|SGB89423
SRR33750943.557252__1.548597	UniClust90_CBDIOHJF00521|1__7|SGB89725
SRR33750943.557564__1.548905	UniClust90_BNOEINHM00283|1__5|SGB122683
SRR33750943.560158__1.551472	UniRef90_A0A2V5KHS7|1__4|SGB52719
SRR33750943.560193__1.551507	UniRef90_A0A125Q672|1__13|SGB11143
SRR33750943.560363__1.551675	UniClust90_KIMNEABG01720|1__8|SGB131913
SRR33750943.563451__1.554726	UniClust90_EBGAMEMI01791|1__20|SGB133121
SRR33750943.563642__1.554916	UniClust90_FBHJFMLE00876|1__16|SGB89409
SRR33750943.565080__1.556333	UniClust90_NOMIGGEC01820|1__15|SGB125949
SRR33750943.567185__1.558414	UniClust90_CMJGEBLA03514|1__12|SGB89408
SRR33750943.569011__1.560214	UniClust90_HHHNJADP04806|1__23|SGB93403
SRR33750943.570677__1.561857	UniClust90_JMFJJCJA01908|1__5|SGB130007
SRR33750943.572188__1.563350	UniClust90_HOPPLHLN00904|1__16|SGB128471
SRR33750943.573189__1.564333	VDB|0043-0016-0-0000|MV643-c1920-c0-c6
SRR33750943.573906__1.565043	UniClust90_HGJNCPHJ03635|1__9|SGB125949
SRR33750943.574640__1.565767	UniClust90_JMFJJCJA00713|1__7|SGB130007
SRR33750943.574792__1.565919	UniClust90_CHMIEHDJ00058|1__4|SGB56640
SRR33750943.576182__1.567288	UniClust90_DFFDBJFB02135|1__9|SGB125699
SRR33750943.576807__1.567905	UniClust90_NJGLCGCL02195|1__5|SGB122683
SRR33750943.579336__1.570406	UniClust90_FNPCGKEP00622|14__24|SGB84078
SRR33750943.581159__1.572215	UniClust90_NHHHKJJE03393|1__9|SGB125949
SRR33750943.582210__1.573257	UniClust90_NFCOBHMJ02002|1__4|SGB89410
SRR33750943.582339__1.573386	UniRef90_A0A1Q8BDF9|1__9|SGB17587
SRR33750943.582464__1.573511	UniClust90_MELOLLPK00392|1__5|SGB133334
SRR33750943.583050__1.574090	UniClust90_FNPCGKEP02384|1__7|SGB84078
SRR33750943.583243__1.574280	UniClust90_FNPCGKEP00614|1__6|SGB84078
SRR33750943.585997__1.577002	UniClust90_HMPPKHGP01440|7__11|SGB133091
SRR33750943.587257__1.578251	UniClust90_IOFPBIHC01412|1__9|SGB130007
SRR33750943.588580__1.579558	UniRef90_A0A1Q7B562|1__6|SGB56640
SRR33750943.588748__1.579725	UniClust90_DAODNPOA02748|2__11|SGB89725
SRR33750943.591582__1.582523	UniClust90_PKCJLHDA02375|1__8|SGB89408
SRR33750943.591652__1.582593	UniClust90_LMGIEGHF06078|1__16|SGB135184
SRR33750943.591658__1.582599	UniClust90_EDNFDLAG02265|1__12|SGB84078
SRR33750943.593000__1.583923	UniClust90_JCMEFMGF03781|1__15|SGB74780
SRR33750943.593492__1.584408	UniClust90_KMEALJDO00828|1__9|SGB84078
SRR33750943.593521__1.584437	UniClust90_OOJDGJFL01198|5__10|SGB74789
SRR33750943.593764__1.584679	UniClust90_NOMIGGEC04507|1__10|SGB125949
SRR33750943.594415__1.585321	UniClust90_LEJLODHJ00817|1__5|SGB89423
SRR33750943.596990__1.587875	UniRef90_UPI00103F8B4E|1__15|SGB34619
SRR33750943.597338__1.588219	UniClust90_EHIAFBHG02202|1__10|SGB128778
SRR33750943.598438__1.589306	UniClust90_BHLGKCAN00022|1__16|SGB56640
SRR33750943.597919__1.588793	UniClust90_OFHGBGGN01239|1__4|SGB89423
SRR33750943.601263__1.592107	UniClust90_LMGOGHNA02110|1__7|SGB74789
SRR33750943.601285__1.592129	UniClust90_JMFJJCJA04939|1__9|SGB130007
SRR33750943.602078__1.592913	UniClust90_OCJAPFEA03243|1__10|SGB125949
SRR33750943.602237__1.593070	UniRef90_A0A3N5UXJ7|4__9|SGB74789
SRR33750943.602518__1.593349	UniClust90_MDILPPEF00160|1__5|SGB89423
SRR33750943.603088__1.593913	UniClust90_BOKHIPMC04272|1__7|SGB130007
SRR33750943.604523__1.595333	UniClust90_BDNGBGFH01106|8__14|SGB125634
SRR33750943.605602__1.596403	UniClust90_FNPCGKEP01306|1__4|SGB84078
SRR33750943.606135__1.596929	UniClust90_IABCABEO00205|1__8|SGB74789
SRR33750943.607041__1.597827	UniClust90_BKIEHKJF02068|1__7|SGB131913
SRR33750943.607199__1.597983	UniClust90_PIHLJOEE01441|1__10|SGB84075
SRR33750943.608056__1.598833	UniClust90_OALLKAFI01259|1__7|SGB84078
SRR33750943.607872__1.598649	UniClust90_MDGCCGDH03367|2__7|SGB56640
SRR33750943.609267__1.600032	UniClust90_DPLIHBNC01510|1__8|SGB89725
SRR33750943.610194__1.600945	UniClust90_CBNLCMFD00284|1__9|SGB74789
SRR33750943.611118__1.601855	UniClust90_JMFJJCJA01738|3__10|SGB130007
SRR33750943.611536__1.602265	UniClust90_MEABCEIN01365|1__6|SGB84078
SRR33750943.613094__1.603805	UniClust90_PPJAIDOO01985|1__10|SGB84075
SRR33750943.615235__1.605922	UniClust90_EJAHAFID04593|1__5|SGB130007
SRR33750943.616186__1.606868	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750943.617330__1.608001	UniClust90_LJMOGHMP01238|1__10|SGB128778
SRR33750943.617739__1.608404	UniClust90_OOEGEEHK05145|1__17|SGB176433
SRR33750943.618588__1.609247	UniClust90_CMJGEBLA03352|1__10|SGB89408
SRR33750943.619303__1.609954	UniClust90_JCMEFMGF03055|2__6|SGB74780
SRR33750943.619333__1.609984	UniClust90_GIBALHHI03979|1__15|SGB37007
SRR33750943.619611__1.610260	UniClust90_ALPEOPJM01330|1__6|SGB84331
SRR33750943.619776__1.610422	UniClust90_ALPEOPJM01330|1__6|SGB84331
SRR33750943.620492__1.611133	UniClust90_KPGCMLFP00466|1__9|SGB89408
SRR33750943.621135__1.611765	UniRef90_UPI0005501425|1__26|SGB34045
SRR33750943.621688__1.612314	UniClust90_GMEAMNGB00538|1__22|SGB134112
SRR33750943.621984__1.612607	UniClust90_BDNGBGFH00384|2__12|SGB125634
SRR33750943.623980__1.614579	UniClust90_GBLMBOPO00372|1__5|SGB133090
SRR33750943.624365__1.614959	UniClust90_KMEALJDO02053|1__8|SGB84078
SRR33750943.624347__1.614941	UniRef90_A0A0U1NR84|1__21|SGB7574
SRR33750943.624353__1.614947	UniClust90_KMEALJDO02053|1__8|SGB84078
