SRR33750947.51__1.51	UniRef90_UPI0004982413|1__12|SGB31998
SRR33750947.215912__1.212629	UniClust90_DJBDGBNB01295|1__8|SGB89725
SRR33750947.220109__1.216773	UniRef90_A0A1Q7BQ36|1__7|SGB56640
SRR33750947.220313__1.216975	UniClust90_AOMEFECO00927|11__17|SGB133090
SRR33750947.220682__1.217339	UniClust90_DJFHEFAJ01887|1__3|SGB89423
SRR33750947.222644__1.219270	UniClust90_JMJHPHJK00360|5__12|SGB134112
SRR33750947.224007__1.220616	UniClust90_AGMJLMID02379|1__7|SGB125699
SRR33750947.224596__1.221197	UniClust90_CCCHBNBM01881|1__15|SGB132232
SRR33750947.224909__1.221505	UniClust90_EHIAFBHG01758|1__12|SGB128778
SRR33750947.225427__1.222013	UniClust90_CHLBPEBB02696|1__7|SGB89725
SRR33750947.225791__1.222371	UniClust90_NOMIGGEC01921|1__15|SGB125949
SRR33750947.225960__1.222535	UniClust90_OJGLOKOM03174|1__6|SGB84075
SRR33750947.227253__1.223808	UniClust90_PKMOJOJK03224|1__5|SGB84078
SRR33750947.227341__1.223895	UniClust90_FECOCFCC01855|1__22|SGB128987
SRR33750947.228276__1.224814	UniClust90_NOGJJOAE01345|1__11|SGB128677
SRR33750947.229704__1.226225	UniClust90_AKLGAAMC02985|1__8|SGB129853
SRR33750947.231368__1.227871	UniClust90_NHHHKJJE02842|1__8|SGB125949
SRR33750947.232901__1.229384	UniClust90_ADNPOEOK00307|1__20|SGB73712
SRR33750947.233704__1.230181	UniRef90_A0A1Q7BEM9|1__6|SGB56640
SRR33750947.233312__1.229793	UniClust90_DPJLILCC01625|1__10|SGB89725
SRR33750947.233730__1.230207	UniClust90_MKPDLIIB00220|1__6|SGB131913
SRR33750947.236401__1.232855	UniClust90_OELLCOID02003|1__12|SGB128218
SRR33750947.236694__1.233144	UniClust90_BLMEKPKN01490|1__23|SGB109768
SRR33750947.237678__1.234111	UniClust90_DAODNPOA01190|1__12|SGB89725
SRR33750947.237800__1.234232	UniClust90_BOKHIPMC00991|1__5|SGB130007
SRR33750947.236770__1.233219	UniClust90_BLMEKPKN01490|1__23|SGB109768
SRR33750947.238137__1.234564	UniClust90_JKONEDMA03021|1__6|SGB130007
SRR33750947.238582__1.235003	UniClust90_GIDCBJMF00454|1__9|SGB134112
SRR33750947.238674__1.235092	UniClust90_BDNGBGFH01267|1__8|SGB125634
SRR33750947.239160__1.235571	UniClust90_FNPCGKEP00330|4__8|SGB84078
SRR33750947.239511__1.235915	UniClust90_MKPDLIIB02402|1__6|SGB131913
SRR33750947.239365__1.235773	UniClust90_GMGIGFBN00532|1__11|SGB128987
SRR33750947.240377__1.236772	UniClust90_ENCMJEIO01144|1__24|SGB87004
SRR33750947.240551__1.236942	UniRef90_A0A0X3SER1|1__10|SGB16170
SRR33750947.241828__1.238202	UniClust90_OBEJBAOE02905|1__16|SGB128218
SRR33750947.244351__1.240684	UniClust90_KOJPNKHF00121|1__5|SGB125699
SRR33750947.244492__1.240822	UniClust90_OBEJBAOE01163|1__15|SGB128218
SRR33750947.244874__1.241199	UniRef90_A0A1Q7B4K2|1__4|SGB56640
SRR33750947.245082__1.241405	UniClust90_GJEIHIOJ00691|1__11|SGB122526
SRR33750947.246356__1.242662	UniClust90_PEMFFBNE00475|1__8|SGB74789
SRR33750947.246787__1.243088	UniClust90_IDPAEINK00795|1__6|SGB89725
SRR33750947.247421__1.243710	UniClust90_MEABCEIN00732|1__4|SGB84078
SRR33750947.247367__1.243657	UniClust90_EJAHAFID03661|1__11|SGB130007
SRR33750947.249430__1.245699	UniClust90_IBNNDEFK01224|2__9|SGB89408
SRR33750947.249494__1.245763	UniClust90_KDDPKKIL02422|1__8|SGB128471
SRR33750947.250396__1.246658	UniClust90_JMFJJCJA02928|1__7|SGB130007
SRR33750947.251215__1.247472	UniClust90_LBBMIEAO00014|4__8|SGB174833
SRR33750947.251703__1.247954	UniClust90_LLIEHLNH03282|1__7|SGB130007
SRR33750947.252056__1.248303	UniClust90_OPLEJCPF03510|1__9|SGB125949
SRR33750947.253677__1.249904	UniClust90_OALLKAFI02532|1__6|SGB84078
SRR33750947.254710__1.250921	UniClust90_IMMCPGKG00750|1__8|SGB128778
SRR33750947.255398__1.251599	UniClust90_DPJLILCC00136|1__18|SGB89725
SRR33750947.255617__1.251815	UniRef90_A0A0R3LU60|1__7|SGB11345
SRR33750947.255770__1.251968	UniClust90_HGJNCPHJ04381|1__18|SGB125949
SRR33750947.256578__1.252768	UniClust90_IOFPBIHC02689|1__9|SGB130007
SRR33750947.257984__1.254156	UniClust90_JKKHKAPH02384|1__20|SGB89408
SRR33750947.257875__1.254047	UniClust90_EIAMMEDP00194|1__3|SGB74789
SRR33750947.258408__1.254578	UniClust90_EJAHAFID03661|1__11|SGB130007
SRR33750947.259051__1.255213	UniClust90_HNBLJKFC01988|1__10|SGB128778
SRR33750947.259793__1.255949	UniClust90_DPJLILCC00590|1__24|SGB89725
SRR33750947.260925__1.257065	UniClust90_LLIEHLNH01141|5__12|SGB130007
SRR33750947.261197__1.257334	UniClust90_KIKAPEFO00372|1__4|SGB74789
SRR33750947.261260__1.257397	UniClust90_KIKAPEFO00372|1__4|SGB74789
SRR33750947.262332__1.258450	UniClust90_NOMIGGEC00046|1__15|SGB125949
SRR33750947.263008__1.259123	UniClust90_LLIEHLNH02655|1__7|SGB130007
SRR33750947.263709__1.259816	UniRef90_A0A2V5RLY8|1__8|SGB52719
SRR33750947.264668__1.260761	UniClust90_ODALAGMH01223|1__5|SGB89423
SRR33750947.265087__1.261172	UniClust90_IDKECNGD01292|1__5|SGB74789
SRR33750947.265781__1.261861	UniClust90_HGJNCPHJ02716|1__11|SGB125949
SRR33750947.267104__1.263168	UniClust90_OPLEJCPF00541|1__18|SGB125949
SRR33750947.267479__1.263539	UniRef90_A0A233SS79|8__12|SGB16204
SRR33750947.267484__1.263544	UniClust90_AFLGNPJA03673|5__13|SGB122683
SRR33750947.267505__1.263564	UniRef90_A0A2V6RY46|1__7|SGB131913
SRR33750947.268455__1.264501	UniClust90_GAEJHPDC00658|1__13|SGB128753
SRR33750947.269047__1.265086	UniRef90_A0A2V5RUC5|1__10|SGB52719
SRR33750947.270767__1.266791	UniClust90_NHHHKJJE02731|1__12|SGB125949
SRR33750947.270818__1.266841	UniClust90_NOMIGGEC00360|1__17|SGB125949
SRR33750947.271319__1.267333	UniClust90_NOGJJOAE00322|1__11|SGB128677
SRR33750947.272786__1.268780	UniClust90_EJAHAFID00869|1__8|SGB130007
SRR33750947.273835__1.269815	UniClust90_OJGLOKOM00925|1__10|SGB84075
SRR33750947.273979__1.269957	UniClust90_BGDHDLNA04275|1__9|SGB84075
SRR33750947.275287__1.271255	UniClust90_FNPCGKEP03862|1__5|SGB84078
SRR33750947.275462__1.271428	UniClust90_DLOKBJPP01402|1__6|SGB131913
SRR33750947.276108__1.272064	UniClust90_IOFPBIHC01165|1__8|SGB130007
SRR33750947.276582__1.272536	UniClust90_DPJLILCC01391|1__9|SGB89725
SRR33750947.277332__1.273282	UniClust90_OJGLOKOM00925|1__10|SGB84075
SRR33750947.278363__1.274301	UniClust90_JMFJJCJA02928|1__7|SGB130007
SRR33750947.279170__1.275096	UniClust90_DJBDGBNB03404|1__8|SGB89725
SRR33750947.279339__1.275264	UniClust90_ENBABIAF00187|1__7|SGB128778
SRR33750947.279371__1.275296	UniClust90_NHHHKJJE03728|1__12|SGB125949
SRR33750947.279468__1.275392	UniClust90_ENBABIAF00187|1__7|SGB128778
SRR33750947.280782__1.276695	UniClust90_BGDHDLNA04275|1__9|SGB84075
SRR33750947.281032__1.276941	UniClust90_PEODAMJP00496|1__8|SGB128471
SRR33750947.281548__1.277453	UniClust90_OPLEJCPF02982|1__12|SGB125949
SRR33750947.281921__1.277817	UniClust90_JMJHPHJK00134|1__6|SGB134112
SRR33750947.283502__1.279378	UniClust90_EJAHAFID04301|1__5|SGB130007
SRR33750947.283719__1.279594	UniClust90_IBMDDACE01553|1__7|SGB128778
SRR33750947.285164__1.281025	UniClust90_OPLEJCPF02167|1__8|SGB125949
SRR33750947.286293__1.282146	UniClust90_ANDLCEDJ00738|1__6|SGB133091
SRR33750947.288032__1.283867	UniClust90_FECOCFCC00597|1__10|SGB128987
SRR33750947.289569__1.285388	UniClust90_OAHKOOFD03211|1__5|SGB122526
SRR33750947.291171__1.286982	UniClust90_DPLIHBNC01349|1__19|SGB89725
SRR33750947.291498__1.287307	UniClust90_KMEALJDO01798|1__7|SGB84078
SRR33750947.293234__1.289021	UniClust90_HGJNCPHJ03693|1__9|SGB125949
SRR33750947.293634__1.289413	UniClust90_EJAHAFID03661|1__11|SGB130007
SRR33750947.293885__1.289663	UniRef90_A0A1Q7BQI7|1__5|SGB56640
SRR33750947.294532__1.290305	UniClust90_EJAHAFID04665|1__8|SGB130007
SRR33750947.296029__1.291791	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750947.298533__1.294259	UniClust90_LLIEHLNH01141|5__12|SGB130007
SRR33750947.298585__1.294311	UniRef90_UPI000976E1FC|1__10|SGB31994
SRR33750947.299931__1.295636	UniClust90_OLOPLBMO05747|1__9|SGB89694
SRR33750947.300404__1.296105	UniClust90_NHHHKJJE03506|1__9|SGB125949
SRR33750947.300809__1.296505	UniClust90_AMOCLKLN00224|1__7|SGB122683
SRR33750947.301699__1.297386	UniClust90_CBDIOHJF04268|1__4|SGB89725
SRR33750947.302002__1.297685	UniRef90_A0A2V5RPA1|1__15|SGB52719
SRR33750947.302158__1.297839	UniRef90_A0A2V5RPA1|1__15|SGB52719
SRR33750947.302744__1.298423	UniClust90_BGMDAEJF01112|1__5|SGB122526
SRR33750947.303280__1.298954	UniClust90_CHLBPEBB02121|1__5|SGB89725
SRR33750947.303199__1.298873	UniRef90_A0A3D5DM36|1__8|SGB130007
SRR33750947.303734__1.299404	UniClust90_JKONEDMA00794|1__6|SGB130007
SRR33750947.304342__1.300010	UniClust90_PNKLICIC02046|1__5|SGB56638
SRR33750947.304665__1.300330	UniClust90_ECOHMLGB02482|1__10|SGB56640
SRR33750947.305028__1.300691	UniClust90_HNMMCIDG01638|1__7|SGB74789
SRR33750947.306814__1.302464	UniClust90_AMDOLPBA01414|1__10|SGB73712
SRR33750947.307190__1.302837	UniClust90_DJBDGBNB01841|1__20|SGB89725
SRR33750947.307132__1.302779	UniClust90_DJBDGBNB01841|1__20|SGB89725
SRR33750947.307140__1.302787	UniClust90_DJBDGBNB01841|1__20|SGB89725
SRR33750947.308258__1.303892	UniClust90_BKIEHKJF00390|1__9|SGB131913
SRR33750947.308872__1.304503	UniClust90_JBOFJENC05662|1__7|SGB56104
SRR33750947.308976__1.304607	UniClust90_IILLHKAO00891|1__7|SGB73517
SRR33750947.308902__1.304533	UniClust90_FFPHGKCO00326|1__5|SGB74789
SRR33750947.310362__1.305980	UniClust90_JMFJJCJA02928|1__7|SGB130007
SRR33750947.311428__1.307034	UniClust90_IGKPANEM01774|1__12|SGB128987
SRR33750947.313929__1.309505	UniClust90_KIMNEABG00068|1__5|SGB131913
SRR33750947.315411__1.310973	UniClust90_IDPAEINK00925|1__4|SGB89725
SRR33750947.317818__1.313359	UniClust90_EJAHAFID00758|1__6|SGB130007
SRR33750947.318695__1.314230	UniClust90_OPLEJCPF03510|1__9|SGB125949
SRR33750947.320596__1.316106	UniClust90_IPFPHDNG01647|1__9|SGB131926
SRR33750947.320790__1.316299	UniClust90_KKMPMAPJ01467|1__11|SGB73556
SRR33750947.320718__1.316228	UniClust90_JBMBCDML02521|1__6|SGB89725
SRR33750947.321345__1.316850	UniClust90_ABOOFKJJ00778|1__7|SGB127159
SRR33750947.321405__1.316910	UniClust90_FNPCGKEP01815|1__3|SGB84078
SRR33750947.321971__1.317472	UniClust90_ENBABIAF00671|1__11|SGB128778
SRR33750947.324353__1.319812	UniClust90_ECADNLOL04566|1__10|SGB111562
SRR33750947.323644__1.319118	UniRef90_A0A2V5TSR0|1__4|SGB52719
SRR33750947.325302__1.320747	UniClust90_IPFPHDNG02921|1__4|SGB131926
SRR33750947.325445__1.320888	UniClust90_BLCHLCBI00657|1__3|SGB133090
SRR33750947.326401__1.321837	UniClust90_NMMPJMDJ01269|4__7|SGB122683
SRR33750947.326701__1.322134	UniClust90_BOKHIPMC05973|1__9|SGB130007
SRR33750947.327233__1.322664	UniClust90_PBFDPDKB02815|1__20|SGB135184
SRR33750947.327542__1.322972	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750947.328524__1.323942	UniRef90_K6DE79|6__21|SGB154097
SRR33750947.328995__1.324406	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750947.329154__1.324563	UniClust90_EJAHAFID00868|1__5|SGB130007
SRR33750947.329538__1.324943	UniRef90_UPI000482B553|1__17|SGB33790
SRR33750947.329864__1.325265	UniClust90_BKEMCFBC00926|1__6|SGB131913
SRR33750947.330578__1.325970	UniClust90_DAODNPOA02225|1__8|SGB89725
SRR33750947.332049__1.327427	UniClust90_IMMCPGKG02367|1__10|SGB128778
SRR33750947.332738__1.328107	UniClust90_CEIBDEKO02132|1__7|SGB133121
SRR33750947.332906__1.328274	UniClust90_CMJGEBLA04294|1__9|SGB89408
SRR33750947.332965__1.328333	UniClust90_JMFJJCJA02527|1__6|SGB130007
SRR33750947.333769__1.329128	UniClust90_JEHCBLFF00733|1__4|SGB74789
SRR33750947.334023__1.329380	UniClust90_CLKOHAKG00773|1__7|SGB74789
SRR33750947.335668__1.331015	UniClust90_PKCJLHDA02483|1__8|SGB89408
SRR33750947.335721__1.331068	UniClust90_EJAHAFID00708|1__11|SGB130007
SRR33750947.336375__1.331711	UniClust90_AOMEFECO00584|3__6|SGB133090
SRR33750947.336611__1.331944	UniClust90_IOFPBIHC02624|1__8|SGB130007
SRR33750947.336687__1.332019	UniClust90_DIBLBONP01676|1__4|SGB84078
SRR33750947.336740__1.332071	UniClust90_OPLEJCPF05088|1__11|SGB125949
SRR33750947.337564__1.332885	UniClust90_OCJAPFEA04909|1__14|SGB125949
SRR33750947.337814__1.333131	UniClust90_LEJLODHJ01330|2__5|SGB89423
SRR33750947.339127__1.334431	UniClust90_MEABCEIN01012|1__7|SGB84078
SRR33750947.339550__1.334849	UniClust90_IABCABEO01254|1__6|SGB74789
SRR33750947.340023__1.335321	UniClust90_ECOHMLGB01307|5__10|SGB56640
SRR33750947.339789__1.335088	UniClust90_ECOHMLGB01307|5__10|SGB56640
SRR33750947.342625__1.337901	UniClust90_GIDCBJMF01052|1__7|SGB134112
SRR33750947.344067__1.339332	UniRef90_A0A357CGK3|1__4|SGB133091
SRR33750947.345494__1.340736	UniClust90_OELLCOID00331|1__12|SGB128218
SRR33750947.345509__1.340750	UniClust90_OELLCOID00331|1__12|SGB128218
SRR33750947.345712__1.340952	UniClust90_OJGLOKOM00687|1__4|SGB84075
SRR33750947.345984__1.341221	UniClust90_ENBABIAF01435|1__8|SGB128778
SRR33750947.346545__1.341777	UniClust90_JBMBCDML02521|1__6|SGB89725
SRR33750947.346564__1.341796	UniClust90_AOMEFECO00584|3__6|SGB133090
SRR33750947.347943__1.343168	UniRef90_A0A2V5QV54|1__5|SGB52719
SRR33750947.350191__1.345403	UniClust90_FNPCGKEP00614|1__6|SGB84078
SRR33750947.353493__1.348676	UniClust90_DIBLBONP00723|1__7|SGB84078
SRR33750947.353527__1.348710	UniClust90_CMJBJMEA04935|1__15|SGB133129
SRR33750947.354250__1.349422	UniClust90_KBGOCJFI02022|1__9|SGB86773
SRR33750947.355660__1.350815	UniClust90_OCJAPFEA03243|1__10|SGB125949
SRR33750947.357884__1.353005	UniClust90_BOKHIPMC05186|1__5|SGB130007
SRR33750947.358176__1.353292	UniClust90_DAODNPOA02193|1__5|SGB89725
SRR33750947.358836__1.353943	UniClust90_DAODNPOA02193|1__5|SGB89725
SRR33750947.359426__1.354526	UniClust90_CHLBPEBB02882|1__5|SGB89725
SRR33750947.359934__1.355024	UniClust90_MEABCEIN00532|1__6|SGB84078
SRR33750947.359868__1.354959	UniClust90_MELOLLPK00047|1__5|SGB133334
SRR33750947.360742__1.355813	UniClust90_GFHGLNMO00433|1__6|SGB133091
SRR33750947.361105__1.356169	UniClust90_OCJAPFEA01311|1__9|SGB125949
SRR33750947.361682__1.356737	UniClust90_KMEALJDO00550|3__6|SGB84078
SRR33750947.362228__1.357274	UniClust90_GMEAMNGB00650|1__12|SGB134112
SRR33750947.364096__1.359116	UniClust90_AFLGNPJA03673|5__13|SGB122683
SRR33750947.364709__1.359724	UniClust90_EJAHAFID04099|1__9|SGB130007
SRR33750947.364879__1.359891	UniClust90_IOFPBIHC02689|1__9|SGB130007
SRR33750947.364899__1.359911	UniClust90_EHKFGODG00096|1__9|SGB134112
SRR33750947.365435__1.360440	UniClust90_DHFBAFBN00030|1__7|SGB133121
SRR33750947.366542__1.361529	UniClust90_BHLGKCAN00022|1__16|SGB56640
SRR33750947.367338__1.362314	UniClust90_ALKPPALK00024|1__6|SGB89410
SRR33750947.367653__1.362628	UniClust90_JJIPPMBI01329|9__13|SGB133090
SRR33750947.367521__1.362496	UniClust90_CMJGEBLA03512|1__6|SGB89408
SRR33750947.369740__1.364688	UniClust90_OJGLOKOM01699|1__8|SGB84075
SRR33750947.370580__1.365523	UniRef90_A0A3S2YR10|1__9|SGB34508
SRR33750947.369982__1.364928	UniClust90_FNPCGKEP00328|1__6|SGB84078
SRR33750947.372053__1.366982	UniRef90_A0A345ZZ40|5__10|SGB89408
SRR33750947.372303__1.367231	UniClust90_ALADKHLP00123|1__7|SGB89423
SRR33750947.373102__1.368019	UniClust90_GANILFCG00385|1__7|SGB74789
SRR33750947.373111__1.368027	UniClust90_LECMOJKJ01089|1__8|SGB130798
SRR33750947.374090__1.368988	UniClust90_EJAHAFID00758|1__6|SGB130007
SRR33750947.374246__1.369143	UniClust90_DIAGDOFC01527|1__15|SGB127197
SRR33750947.375690__1.370579	UniClust90_DPLIHBNC00377|1__16|SGB89725
SRR33750947.375823__1.370712	UniClust90_FNPCGKEP01519|1__5|SGB84078
SRR33750947.375425__1.370319	UniClust90_MEABCEIN01365|1__6|SGB84078
SRR33750947.375976__1.370862	UniClust90_EJAHAFID00868|1__5|SGB130007
SRR33750947.375708__1.370597	UniClust90_DPLIHBNC00377|1__16|SGB89725
SRR33750947.376192__1.371075	UniClust90_HNBLJKFC02207|1__9|SGB128778
SRR33750947.377488__1.372362	UniRef90_A0A2V6DF73|1__15|SGB22169
SRR33750947.377480__1.372354	UniRef90_A0A2V8H5I1|1__8|SGB17587
SRR33750947.378624__1.373486	UniClust90_AJLMKGGJ02266|1__3|SGB56638
SRR33750947.380410__1.375237	UniClust90_BOKHIPMC05186|1__5|SGB130007
SRR33750947.381365__1.376170	UniClust90_BOKHIPMC05186|1__5|SGB130007
SRR33750947.382397__1.377190	UniClust90_IDPAEINK00794|15__25|SGB89725
SRR33750947.383104__1.377888	UniClust90_OPLEJCPF05522|1__14|SGB125949
SRR33750947.382649__1.377441	UniClust90_FNPCGKEP01699|1__4|SGB84078
SRR33750947.385862__1.380576	UniClust90_NOMIGGEC00979|1__9|SGB125949
SRR33750947.386406__1.381108	UniClust90_NOMIGGEC00876|1__9|SGB125949
SRR33750947.388703__1.383339	UniClust90_GIDCBJMF00516|1__3|SGB134112
SRR33750947.388676__1.383314	UniClust90_NIILFFCI01616|1__5|SGB89423
SRR33750947.389502__1.384126	UniRef90_A0A1Q7BK40|1__5|SGB56640
SRR33750947.389197__1.383831	UniClust90_CMHDMJOM04085|1__6|SGB56640
SRR33750947.389966__1.384579	UniClust90_CMHDMJOM00891|1__9|SGB56640
SRR33750947.389494__1.384118	UniRef90_A0A1Q7BK40|1__5|SGB56640
SRR33750947.390907__1.385498	UniClust90_DAODNPOA01891|1__8|SGB89725
SRR33750947.391334__1.385920	UniClust90_OCJAPFEA04719|1__9|SGB125949
SRR33750947.391819__1.386392	UniClust90_CHMIEHDJ02503|1__6|SGB56640
SRR33750947.392908__1.387460	UniClust90_IAFJOFII00979|1__9|SGB134112
SRR33750947.393149__1.387695	UniClust90_NOMIGGEC03544|1__20|SGB125949
SRR33750947.393719__1.388253	UniClust90_OFJJKHAK01408|1__10|SGB84078
SRR33750947.393594__1.388133	UniClust90_EJAHAFID00031|1__8|SGB130007
SRR33750947.396129__1.390616	UniRef90_A0A2V6DJY9|1__8|SGB22169
SRR33750947.396774__1.391244	UniClust90_EJAHAFID00710|1__7|SGB130007
SRR33750947.397475__1.391928	UniClust90_CGHAKFKK00585|6__10|SGB74789
SRR33750947.400628__1.395019	UniClust90_DAODNPOA00428|1__4|SGB89725
SRR33750947.404603__1.398928	UniClust90_DNMMGMDO06395|1__12|SGB93407
SRR33750947.405367__1.399684	UniRef90_A0A1Q7B556|3__8|SGB56640
SRR33750947.405555__1.399869	UniClust90_EHFFKAJJ05764|2__6|SGB74780
SRR33750947.406258__1.400567	UniClust90_OJGLOKOM02885|1__5|SGB84075
SRR33750947.406551__1.400858	UniClust90_IGKPANEM02559|1__15|SGB128987
SRR33750947.406598__1.400905	UniClust90_ANDLCEDJ00060|1__8|SGB133091
SRR33750947.406603__1.400910	UniClust90_BOKHIPMC04551|1__10|SGB130007
SRR33750947.407189__1.401488	UniClust90_MGCNPCHL02504|1__13|SGB87284
SRR33750947.409055__1.403328	UniClust90_EHIAFBHG01547|1__11|SGB128778
SRR33750947.409378__1.403646	UniClust90_EKCLMAKM02273|1__7|SGB89408
SRR33750947.410726__1.404979	UniRef90_A0A2V6DW23|1__8|SGB22169
SRR33750947.410793__1.405045	UniRef90_A0A2V6DB92|1__11|SGB22169
SRR33750947.411275__1.405525	UniClust90_BOKHIPMC02055|1__16|SGB130007
SRR33750947.411462__1.405712	UniClust90_LJMOGHMP01966|1__8|SGB128778
SRR33750947.412289__1.406532	UniClust90_GEHFPKBH00024|1__14|SGB84075
SRR33750947.412424__1.406667	UniClust90_EOFGAKMC01736|1__7|SGB84075
SRR33750947.412358__1.406601	UniClust90_OKNLNMAL03346|3__14|SGB133129
SRR33750947.414054__1.408273	UniClust90_IOFPBIHC02624|1__8|SGB130007
SRR33750947.414093__1.408312	UniRef90_A0A1Q7BKH2|1__5|SGB73517
SRR33750947.414264__1.408481	UniClust90_MFOHBBJG00049|1__6|SGB89423
SRR33750947.414322__1.408537	UniClust90_OCJAPFEA00774|1__14|SGB125949
SRR33750947.414319__1.408534	UniClust90_GEHFPKBH00024|1__14|SGB84075
SRR33750947.414343__1.408558	UniClust90_GEHFPKBH00024|1__14|SGB84075
SRR33750947.414841__1.409047	UniClust90_IBNNDEFK04269|1__7|SGB89408
SRR33750947.416260__1.410445	UniClust90_IBMDDACE01635|1__8|SGB128778
SRR33750947.416120__1.410305	UniClust90_EJAHAFID04301|1__5|SGB130007
SRR33750947.416381__1.410565	UniClust90_BOKHIPMC02909|1__7|SGB130007
SRR33750947.417554__1.411723	UniClust90_HGFGGOBL01551|1__5|SGB84331
SRR33750947.417407__1.411577	UniClust90_EMIDINFL06246|1__10|SGB73712
SRR33750947.417491__1.411661	UniClust90_HGFGGOBL01551|1__5|SGB84331
SRR33750947.419052__1.413203	UniClust90_OPLEJCPF02170|1__10|SGB125949
SRR33750947.421169__1.415298	UniClust90_NJECGENA04299|1__5|SGB176293
SRR33750947.421266__1.415394	UniClust90_EDNFDLAG00194|1__6|SGB84078
SRR33750947.421333__1.415461	UniClust90_PKNCJFOJ01144|1__7|SGB56640
SRR33750947.421366__1.415494	UniClust90_EJAHAFID04301|1__5|SGB130007
SRR33750947.422087__1.416206	UniClust90_LJMOGHMP01146|1__9|SGB128778
SRR33750947.422389__1.416504	UniClust90_IMMCPGKG02024|1__20|SGB128778
SRR33750947.423463__1.417563	UniClust90_OCJAPFEA06089|1__9|SGB125949
SRR33750947.424809__1.418883	UniClust90_LDOGOBHG02178|1__8|SGB125634
SRR33750947.424534__1.418614	UniClust90_NJECGENA04299|1__5|SGB176293
SRR33750947.426649__1.420703	UniClust90_OALLKAFI01276|1__7|SGB84078
SRR33750947.427183__1.421229	UniClust90_PIJGIFJB00161|1__8|SGB89423
SRR33750947.427195__1.421241	UniClust90_EHIAFBHG01587|1__9|SGB128778
SRR33750947.427635__1.421677	UniClust90_DPLIHBNC01542|2__6|SGB89725
SRR33750947.428292__1.422331	UniClust90_ECOHMLGB02481|4__7|SGB56640
SRR33750947.428162__1.422201	UniClust90_MKPDLIIB02402|1__6|SGB131913
SRR33750947.432084__1.426081	UniClust90_DPLIHBNC01009|1__6|SGB89725
SRR33750947.432632__1.426622	UniClust90_NHHHKJJE00160|1__13|SGB125949
SRR33750947.433496__1.427476	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750947.433942__1.427918	UniClust90_DPJLILCC02166|1__5|SGB89725
SRR33750947.433953__1.427929	UniClust90_DPJLILCC02166|1__5|SGB89725
SRR33750947.434739__1.428704	UniClust90_LCIBFGAE02411|1__10|SGB127159
SRR33750947.435048__1.429009	UniClust90_FNPCGKEP01157|1__6|SGB84078
SRR33750947.435239__1.429191	UniClust90_OCJAPFEA01349|1__11|SGB125949
SRR33750947.436952__1.430873	UniRef90_A0A2V5MPW6|5__9|SGB52717
SRR33750947.437083__1.431003	UniClust90_FNPCGKEP04598|3__9|SGB84078
SRR33750947.437261__1.431176	UniClust90_IMMCPGKG00910|1__8|SGB128778
SRR33750947.437313__1.431226	UniClust90_HGAMACDH00537|1__11|SGB128778
SRR33750947.437333__1.431244	UniClust90_LHPBCBPG00718|1__4|SGB74780
SRR33750947.437447__1.431357	UniClust90_OCCAFAEL00709|1__4|SGB74789
SRR33750947.438513__1.432400	UniClust90_CEIBDEKO02164|3__13|SGB133121
SRR33750947.439961__1.433827	UniClust90_KMEALJDO01829|1__5|SGB84078
SRR33750947.440214__1.434075	UniClust90_OEKPEMHO03930|1__10|SGB129874
SRR33750947.442152__1.435985	UniClust90_HNBLJKFC01396|6__15|SGB128778
SRR33750947.442965__1.436784	UniClust90_EJAHAFID03446|1__5|SGB130007
SRR33750947.443178__1.436995	UniClust90_CDCDKIIJ00046|1__5|SGB84331
SRR33750947.443602__1.437409	UniClust90_IOFPBIHC00789|1__6|SGB130007
SRR33750947.444212__1.438013	UniClust90_NOMIGGEC02314|1__11|SGB125949
SRR33750947.444669__1.438466	UniClust90_FNPCGKEP00328|1__6|SGB84078
SRR33750947.445467__1.439252	UniClust90_CGHAKFKK01739|1__5|SGB74789
SRR33750947.446228__1.440004	UniClust90_DAPCNGMP01358|1__7|SGB133334
SRR33750947.446481__1.440256	UniClust90_CDCDKIIJ00803|1__8|SGB84331
SRR33750947.446521__1.440296	UniClust90_IJHKGIGD01052|1__8|SGB128471
SRR33750947.447053__1.440823	UniClust90_HGFGGOBL01900|1__18|SGB84331
SRR33750947.448368__1.442116	UniClust90_DPJLILCC00590|1__24|SGB89725
SRR33750947.448322__1.442073	UniClust90_FKLKIPMJ02019|1__5|SGB74789
SRR33750947.450032__1.443757	UniClust90_EMAEKJAG02289|1__13|SGB128987
SRR33750947.449626__1.443356	UniClust90_JKBPNPFG02879|1__17|SGB109892
SRR33750947.451731__1.445435	UniClust90_IOFPBIHC03266|1__6|SGB130007
SRR33750947.451895__1.445597	UniClust90_PIJGIFJB02288|1__4|SGB89423
SRR33750947.454343__1.448008	UniClust90_MEABCEIN00919|1__6|SGB84078
SRR33750947.455182__1.448829	UniClust90_HNBLJKFC01542|1__12|SGB128778
