SRR33750935.444__1.436	UniClust90_ICLCAGBO00366|1__6|SGB131913
SRR33750935.252228__1.248208	UniClust90_KNFMELDC02848|1__9|SGB93999
SRR33750935.252449__1.248428	UniClust90_NNOGEMDJ01707|1__16|SGB128987
SRR33750935.252902__1.248870	UniClust90_HNBLJKFC01542|1__12|SGB128778
SRR33750935.253967__1.249921	UniRef90_A0A2V8L318|1__11|SGB17587
SRR33750935.254483__1.250433	UniClust90_OPLEJCPF04794|1__13|SGB125949
SRR33750935.254691__1.250640	UniClust90_BOKHIPMC02055|1__16|SGB130007
SRR33750935.255265__1.251210	UniClust90_PKCJLHDA01088|1__7|SGB89408
SRR33750935.255474__1.251416	UniClust90_PKMOJOJK02584|1__7|SGB84078
SRR33750935.256536__1.252475	UniClust90_EJAHAFID02072|1__6|SGB130007
SRR33750935.256520__1.252459	UniClust90_NOMIGGEC02011|1__14|SGB125949
SRR33750935.258800__1.254710	UniClust90_HGJNCPHJ01683|1__9|SGB125949
SRR33750935.260062__1.255963	UniClust90_NOMIGGEC01493|1__17|SGB125949
SRR33750935.260838__1.256725	UniClust90_FNPCGKEP04477|1__8|SGB84078
SRR33750935.263524__1.259378	UniRef90_A0A2V5SN07|1__7|SGB52719
SRR33750935.263558__1.259411	UniClust90_CMHDMJOM04887|1__5|SGB56640
SRR33750935.263819__1.259668	UniClust90_OOJDGJFL02126|1__6|SGB74789
SRR33750935.263826__1.259674	UniClust90_IJHKGIGD00338|1__16|SGB128471
SRR33750935.263912__1.259760	UniClust90_HDGMGAGN01775|1__5|SGB74789
SRR33750935.264277__1.260123	UniClust90_DLOKBJPP01835|1__6|SGB131913
SRR33750935.264264__1.260110	UniClust90_DLOKBJPP01835|1__6|SGB131913
SRR33750935.264771__1.260608	UniRef90_A0A1F2XUF3|1__5|SGB89423
SRR33750935.264874__1.260709	UniClust90_EDNFDLAG00956|1__10|SGB84078
SRR33750935.265096__1.260929	UniClust90_JBMBCDML00509|1__6|SGB89725
SRR33750935.264956__1.260791	UniClust90_EDNFDLAG00956|1__10|SGB84078
SRR33750935.265661__1.261484	UniClust90_BGMDAEJF01552|1__7|SGB122526
SRR33750935.266973__1.262774	UniRef90_A0A1Q7B9Y6|2__6|SGB56640
SRR33750935.267561__1.263348	UniClust90_EDNFDLAG00321|6__16|SGB84078
SRR33750935.269078__1.264823	UniClust90_FNPCGKEP04507|4__7|SGB84078
SRR33750935.269465__1.265195	UniClust90_LAIOJIGH01001|1__5|SGB122683
SRR33750935.270707__1.266401	UniClust90_GMGIGFBN00875|1__10|SGB128987
SRR33750935.274093__1.269719	UniClust90_LLIEHLNH00104|1__7|SGB130007
SRR33750935.274354__1.269975	UniRef90_A0A2V5M5A1|1__20|SGB52717
SRR33750935.275062__1.270663	UniRef90_A0A1H4S6U2|1__6|SGB16281
SRR33750935.275303__1.270899	UniClust90_EDNFDLAG01304|1__4|SGB84078
SRR33750935.276162__1.271741	UniClust90_OCJAPFEA03308|1__24|SGB125949
SRR33750935.276510__1.272083	UniClust90_JKONEDMA03021|1__6|SGB130007
SRR33750935.277157__1.272712	UniClust90_ECOHMLGB01426|1__5|SGB56640
SRR33750935.277382__1.272930	UniRef90_A0A2V5RFJ6|1__9|SGB52729
SRR33750935.278360__1.273889	UniClust90_OAHKOOFD02153|2__16|SGB122526
SRR33750935.278238__1.273773	UniClust90_CKLAELPF01437|1__9|SGB128178
SRR33750935.278923__1.274447	UniClust90_KAHJAFCN00446|1__6|SGB133052
SRR33750935.280569__1.276060	UniClust90_IOFPBIHC02046|1__12|SGB130007
SRR33750935.280251__1.275751	UniClust90_AGMJLMID01595|1__7|SGB125699
SRR33750935.280482__1.275976	UniClust90_IDPAEINK00794|15__25|SGB89725
SRR33750935.281111__1.276594	UniClust90_CHMIEHDJ03578|4__8|SGB56640
SRR33750935.281903__1.277367	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750935.283391__1.278837	UniClust90_NNOGEMDJ02285|1__10|SGB128987
SRR33750935.283555__1.279000	UniRef90_A0A1F2XUF3|1__5|SGB89423
SRR33750935.284238__1.279672	UniClust90_ENBABIAF01020|1__7|SGB128778
SRR33750935.283535__1.278980	UniClust90_JMFJJCJA03385|1__6|SGB130007
SRR33750935.284882__1.280310	UniClust90_OKAHMNHB00696|4__8|SGB74789
SRR33750935.285394__1.280816	UniClust90_PFBNAPOO00993|2__6|SGB89423
SRR33750935.285429__1.280851	UniClust90_EMAEKJAG00032|8__19|SGB128987
SRR33750935.286183__1.281595	UniClust90_OBEJBAOE00597|1__21|SGB128218
SRR33750935.288122__1.283517	UniRef90_A0A1Q7J1G6|1__10|SGB84075
SRR33750935.289608__1.284982	UniClust90_DPJLILCC00751|1__9|SGB89725
SRR33750935.290389__1.285752	UniClust90_IGOKDKAE02672|1__19|SGB132218
SRR33750935.291045__1.286399	UniClust90_HOPPLHLN02273|1__7|SGB128471
SRR33750935.291110__1.286463	UniClust90_HNMMCIDG01020|1__6|SGB74789
SRR33750935.291133__1.286486	UniClust90_GMKONCKM00188|1__7|SGB89423
SRR33750935.292003__1.287348	UniClust90_NHHHKJJE00913|1__11|SGB125949
SRR33750935.292213__1.287557	UniClust90_NHHHKJJE01704|1__11|SGB125949
SRR33750935.291811__1.287158	UniClust90_JKKHKAPH02384|1__20|SGB89408
SRR33750935.292866__1.288201	UniClust90_EHKFGODG00996|1__11|SGB134112
SRR33750935.293584__1.288911	UniClust90_EDNFDLAG01851|1__6|SGB84078
SRR33750935.293589__1.288916	UniClust90_CKDECKMG02561|1__7|SGB133121
SRR33750935.295221__1.290514	UniClust90_OLOPLBMO01915|3__23|SGB89694
SRR33750935.296220__1.291504	UniClust90_MEABCEIN01365|1__6|SGB84078
SRR33750935.296582__1.291861	UniClust90_PKCJLHDA00354|15__20|SGB89408
SRR33750935.297360__1.292628	UniClust90_HDGMGAGN01242|1__5|SGB74789
SRR33750935.299077__1.294321	UniClust90_AHMCBMKF02237|1__4|SGB89423
SRR33750935.299413__1.294655	UniClust90_IDABCFEM00795|1__9|SGB127500
SRR33750935.300113__1.295339	UniClust90_IDPAEINK00446|1__5|SGB89725
SRR33750935.302054__1.297240	UniClust90_IBMDDACE01553|1__7|SGB128778
SRR33750935.302147__1.297333	UniClust90_AHBBACPJ00966|1__6|SGB122683
SRR33750935.302382__1.297565	UniClust90_HGJNCPHJ01376|1__12|SGB125949
SRR33750935.302533__1.297711	UniRef90_A0A2V5M1K3|1__5|SGB52719
SRR33750935.303794__1.298954	UniClust90_IABCABEO00419|3__6|SGB74789
SRR33750935.305987__1.301107	UniClust90_PIHLJOEE00258|1__13|SGB84075
SRR33750935.306184__1.301299	UniClust90_IOFPBIHC00363|1__8|SGB130007
SRR33750935.306581__1.301682	UniClust90_FMPEHDNM00496|1__6|SGB89423
SRR33750935.306695__1.301791	UniClust90_OOJDGJFL01890|1__6|SGB74789
SRR33750935.308475__1.303534	UniClust90_GLKEOPJB00689|1__6|SGB86721
SRR33750935.308715__1.303770	UniClust90_MADMLNLG01808|1__6|SGB89423
SRR33750935.309611__1.304641	UniRef90_A0A2V5SKH7|4__17|SGB52719
SRR33750935.309948__1.304975	UniRef90_A0A3N5UXJ7|4__9|SGB74789
SRR33750935.312347__1.307338	UniClust90_JKKHKAPH04722|1__9|SGB89408
SRR33750935.313295__1.308272	UniClust90_AJOJABBL00098|1__4|SGB89423
SRR33750935.313338__1.308315	UniClust90_LGJBDPMI00731|2__5|SGB133334
SRR33750935.314779__1.309729	UniClust90_IDPAEINK00926|1__3|SGB89725
SRR33750935.315981__1.310912	UniClust90_CJJELLGD00238|1__11|SGB84331
SRR33750935.316096__1.311026	UniClust90_CJJELLGD00238|1__11|SGB84331
SRR33750935.316374__1.311300	UniClust90_CJJELLGD00238|1__11|SGB84331
SRR33750935.316488__1.311412	UniClust90_EJAHAFID02780|1__7|SGB130007
SRR33750935.316538__1.311461	UniClust90_EJAHAFID02780|1__7|SGB130007
SRR33750935.316660__1.311582	UniClust90_EJAHAFID02780|1__7|SGB130007
SRR33750935.318659__1.313550	UniClust90_JELMJBLN01115|1__4|SGB133198
SRR33750935.319420__1.314303	UniClust90_HDGMGAGN01775|1__5|SGB74789
SRR33750935.319726__1.314608	UniClust90_PKNCJFOJ01291|5__10|SGB56640
SRR33750935.319895__1.314772	UniClust90_OALLKAFI00141|1__16|SGB84078
SRR33750935.319849__1.314728	UniClust90_IOFPBIHC03389|1__5|SGB130007
SRR33750935.320226__1.315094	UniRef90_A0A1G8CR84|5__23|SGB16422
SRR33750935.320549__1.315410	UniClust90_EDNFDLAG00956|1__10|SGB84078
SRR33750935.321736__1.316573	UniRef90_A0A2V6H0H0|1__9|SGB52717
SRR33750935.321696__1.316533	UniRef90_A0A2V6H0H0|1__9|SGB52717
SRR33750935.324264__1.319060	UniRef90_A0A1Q7BK40|1__5|SGB56640
SRR33750935.323892__1.318692	UniClust90_BKIEHKJF01213|1__6|SGB131913
SRR33750935.323973__1.318771	UniClust90_BKIEHKJF01213|1__6|SGB131913
SRR33750935.326666__1.321417	UniClust90_BGMDAEJF00577|1__6|SGB122526
SRR33750935.329249__1.323958	UniClust90_BOKHIPMC02055|1__16|SGB130007
SRR33750935.329250__1.323959	UniClust90_EHFFKAJJ04822|1__5|SGB74780
SRR33750935.329225__1.323934	UniClust90_EDNFDLAG02089|1__15|SGB84078
SRR33750935.329414__1.324120	UniClust90_ECOHMLGB00750|1__11|SGB56640
SRR33750935.329584__1.324288	UniClust90_BGDHDLNA07468|1__6|SGB84075
SRR33750935.330646__1.325333	UniClust90_GEHFPKBH01715|1__8|SGB84075
SRR33750935.331016__1.325691	UniClust90_NLMPKCAO02150|1__7|SGB73718
SRR33750935.331392__1.326061	UniClust90_GIMAHFHH02931|1__9|SGB89408
SRR33750935.331162__1.325834	UniClust90_OPLEJCPF01349|1__11|SGB125949
SRR33750935.332581__1.327228	UniClust90_MKNNHAML00527|5__11|SGB56638
SRR33750935.332664__1.327306	UniRef90_A0A120FP07|1__10|SGB11143
SRR33750935.333245__1.327881	UniClust90_DMDEDFAL02896|3__6|SGB133122
SRR33750935.336696__1.331254	UniClust90_OJFAJFEC00252|1__6|SGB89423
SRR33750935.337122__1.331672	UniClust90_MEABCEIN00732|1__4|SGB84078
SRR33750935.336905__1.331457	UniClust90_HGJNCPHJ05247|1__9|SGB125949
SRR33750935.336815__1.331370	UniClust90_BHLGKCAN00022|1__16|SGB56640
SRR33750935.337595__1.332134	UniClust90_PMFDADHG02894|1__12|SGB131987
SRR33750935.339371__1.333877	UniClust90_OJGLOKOM00925|1__10|SGB84075
SRR33750935.341060__1.335537	UniClust90_DPJLILCC02530|1__9|SGB89725
SRR33750935.341341__1.335810	UniClust90_IOFPBIHC01165|1__8|SGB130007
SRR33750935.341753__1.336219	UniClust90_NIILFFCI00215|1__4|SGB89423
SRR33750935.343680__1.338105	UniClust90_CHMIEHDJ02503|1__6|SGB56640
SRR33750935.343323__1.337753	UniClust90_HGJNCPHJ03693|1__9|SGB125949
SRR33750935.344239__1.338652	UniClust90_AMOFFOJE00364|1__9|SGB133121
SRR33750935.345177__1.339580	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750935.345911__1.340299	UniClust90_FNPCGKEP04821|1__8|SGB84078
SRR33750935.346870__1.341238	UniClust90_LLIEHLNH01378|1__5|SGB130007
SRR33750935.347017__1.341383	UniClust90_BOKHIPMC04551|1__10|SGB130007
SRR33750935.347460__1.341823	UniClust90_DPJLILCC01623|2__6|SGB89725
SRR33750935.347573__1.341936	UniClust90_JHNMEHIJ02294|1__7|SGB56640
SRR33750935.348145__1.342499	UniClust90_KIKAPEFO00235|1__4|SGB74789
SRR33750935.348168__1.342522	UniClust90_KIKAPEFO00235|1__4|SGB74789
SRR33750935.349489__1.343817	UniClust90_OJGLOKOM01700|1__15|SGB84075
SRR33750935.349713__1.344036	UniClust90_JBMBCDML01525|2__15|SGB89725
SRR33750935.350546__1.344846	UniClust90_CAGCLOCO01573|1__5|SGB89423
SRR33750935.351019__1.345309	UniClust90_HGJNCPHJ01683|1__9|SGB125949
SRR33750935.351081__1.345371	UniClust90_HOPPLHLN00904|1__16|SGB128471
SRR33750935.351726__1.346008	UniClust90_NAIAGGFH02705|3__8|SGB122683
SRR33750935.351562__1.345846	UniClust90_DIBLBONP01456|1__7|SGB84078
SRR33750935.352829__1.347084	UniClust90_FNPCGKEP00327|4__9|SGB84078
SRR33750935.353357__1.347602	UniClust90_IJHKGIGD02835|1__8|SGB128471
SRR33750935.353797__1.348031	UniRef90_UPI001008E970|1__6|SGB11316
SRR33750935.354679__1.348901	UniClust90_GEHFPKBH00688|1__7|SGB84075
SRR33750935.356151__1.350348	UniRef90_A0A1Q7BYR1|1__6|SGB56640
SRR33750935.357754__1.351926	UniClust90_LJMOGHMP00132|1__9|SGB128778
SRR33750935.357796__1.351967	UniClust90_OCJAPFEA00774|1__14|SGB125949
SRR33750935.358269__1.352434	UniClust90_MEABCEIN01012|1__7|SGB84078
SRR33750935.358842__1.352996	UniClust90_NHHHKJJE03544|1__9|SGB125949
SRR33750935.358949__1.353103	UniClust90_MEABCEIN00919|1__6|SGB84078
SRR33750935.359125__1.353278	UniClust90_JMFJJCJA01964|1__6|SGB130007
SRR33750935.362990__1.357079	UniClust90_OGCAEIMO00619|1__13|SGB55853
SRR33750935.366276__1.360310	UniClust90_CHLBPEBB02882|1__5|SGB89725
SRR33750935.366377__1.360410	UniClust90_MEABCEIN01555|1__3|SGB84078
SRR33750935.367075__1.361096	UniClust90_KMEALJDO00327|1__5|SGB84078
SRR33750935.367325__1.361339	UniClust90_IDPAEINK02219|1__4|SGB89725
SRR33750935.368245__1.362249	UniClust90_OPLEJCPF00147|1__22|SGB125949
SRR33750935.370162__1.364134	UniClust90_IOFPBIHC04359|1__6|SGB130007
SRR33750935.371144__1.365102	UniClust90_IOFPBIHC03175|1__5|SGB130007
SRR33750935.372032__1.365977	UniClust90_PLNJEBMN01986|1__6|SGB133091
SRR33750935.372183__1.366128	UniClust90_OPLEJCPF01626|1__13|SGB125949
SRR33750935.372871__1.366806	UniRef90_A0A3N5V553|1__3|SGB74789
SRR33750935.373479__1.367406	UniClust90_HGJNCPHJ04708|1__8|SGB125949
SRR33750935.374745__1.368647	UniRef90_A0A1Q7BFX1|3__9|SGB56640
SRR33750935.374777__1.368678	UniClust90_KMEALJDO01673|5__8|SGB84078
SRR33750935.375086__1.368979	UniClust90_CMHDMJOM03877|1__8|SGB56640
SRR33750935.375484__1.369373	UniClust90_DIBLBONP01245|1__6|SGB84078
SRR33750935.376113__1.369990	UniClust90_JMFJJCJA01738|3__10|SGB130007
SRR33750935.376275__1.370150	UniRef90_A0A1M5WBD4|1__14|SGB11289
SRR33750935.375517__1.369406	UniRef90_A0A2V5TPG6|1__16|SGB52719
SRR33750935.378654__1.372492	UniClust90_BKIEHKJF02650|1__7|SGB131913
SRR33750935.377551__1.371405	UniClust90_NHHHKJJE03336|1__11|SGB125949
SRR33750935.378798__1.372635	UniClust90_PIHLJOEE04722|1__6|SGB84075
SRR33750935.381428__1.375212	UniClust90_NFEHNLLP06475|1__15|SGB184291
SRR33750935.381223__1.375009	UniClust90_OPLEJCPF02291|1__18|SGB125949
SRR33750935.383135__1.376895	UniClust90_GANILFCG00385|1__7|SGB74789
SRR33750935.383172__1.376932	UniClust90_GGHBCCPB01180|12__19|SGB73754
SRR33750935.384522__1.378263	UniClust90_AMOFFOJE01379|1__7|SGB133121
SRR33750935.385419__1.379146	UniClust90_DAODNPOA02649|1__7|SGB89725
SRR33750935.384724__1.378460	UniClust90_OPLEJCPF01349|1__11|SGB125949
SRR33750935.385583__1.379305	UniClust90_NHHHKJJE00195|1__9|SGB125949
SRR33750935.386388__1.380101	UniClust90_GJEIHIOJ04062|1__7|SGB122526
SRR33750935.386799__1.380500	UniClust90_PIHLJOEE02612|1__9|SGB84075
SRR33750935.387344__1.381032	UniClust90_CMHDMJOM00741|1__6|SGB56640
SRR33750935.388472__1.382143	UniClust90_IBMDDACE01328|1__8|SGB128778
SRR33750935.389378__1.383039	UniClust90_JMFJJCJA01964|1__6|SGB130007
SRR33750935.391196__1.384820	UniRef90_A0A1Q7BPJ2|1__6|SGB56640
SRR33750935.393592__1.387174	UniClust90_KIHGAKFE01201|1__11|SGB128778
SRR33750935.393759__1.387338	UniClust90_BOKHIPMC02050|1__5|SGB130007
SRR33750935.394417__1.387984	UniClust90_HFNDKKKP00452|1__8|SGB74789
SRR33750935.394625__1.388186	UniClust90_KPGCMLFP01382|1__7|SGB89408
SRR33750935.395108__1.388667	UniClust90_OJFAJFEC01800|1__3|SGB89423
SRR33750935.395052__1.388611	UniClust90_HGAMACDH00292|1__7|SGB128778
SRR33750935.395319__1.388874	UniClust90_IOFPBIHC03176|1__8|SGB130007
SRR33750935.395989__1.389534	UniClust90_KPGCMLFP01788|1__14|SGB89408
SRR33750935.396168__1.389712	UniClust90_OIPOEBPA02071|1__9|SGB84075
SRR33750935.397454__1.390979	UniClust90_NABJMNEK01194|1__4|SGB89423
SRR33750935.397581__1.391105	UniClust90_IJHKGIGD01415|1__8|SGB128471
SRR33750935.397920__1.391440	UniClust90_PKMOJOJK02584|1__7|SGB84078
SRR33750935.398263__1.391777	UniClust90_EKCLMAKM02393|1__10|SGB89408
SRR33750935.398628__1.392138	UniClust90_NHHHKJJE00160|1__13|SGB125949
SRR33750935.399346__1.392839	UniClust90_ODIECPCH02867|1__5|SGB89410
SRR33750935.399461__1.392954	UniClust90_NOMIGGEC00979|1__9|SGB125949
SRR33750935.400550__1.394024	UniClust90_JBMBCDML00509|1__6|SGB89725
SRR33750935.401017__1.394483	UniClust90_DBBJAOHK01948|1__11|SGB73645
SRR33750935.400611__1.394084	UniClust90_GJEIHIOJ02065|1__5|SGB122526
SRR33750935.403007__1.396434	UniClust90_EDBNNBOB00318|1__5|SGB56640
SRR33750935.404070__1.397485	UniRef90_A0A3D5DSW4|1__8|SGB130007
SRR33750935.405081__1.398482	UniRef90_A0A3D5DSW4|1__8|SGB130007
SRR33750935.406308__1.399690	UniClust90_EBGAMEMI01635|1__8|SGB133121
SRR33750935.408413__1.401765	UniRef90_A0A2A8SHX5|2__7|SGB7708
SRR33750935.408614__1.401965	UniClust90_FNPCGKEP01519|1__5|SGB84078
SRR33750935.409422__1.402761	UniClust90_AHMCBMKF02138|1__4|SGB89423
SRR33750935.410183__1.403506	UniClust90_EFBPFKCE01938|1__4|SGB122683
SRR33750935.410789__1.404100	UniClust90_IGKPANEM00063|1__10|SGB128987
SRR33750935.411028__1.404337	UniClust90_OOJLFJAP00494|1__6|SGB89423
SRR33750935.412398__1.405683	UniRef90_A0A2V6APV3|1__10|SGB52714
SRR33750935.412797__1.406075	UniClust90_FNPCGKEP04090|1__6|SGB84078
SRR33750935.414230__1.407480	UniClust90_IPMHNDDN04412|1__13|SGB66458
SRR33750935.414706__1.407949	UniClust90_EJFOFLBH01042|3__7|SGB133091
SRR33750935.415198__1.408436	UniRef90_A0A357CJW6|1__5|SGB89423
SRR33750935.417182__1.410391	UniClust90_OFJJKHAK01437|3__9|SGB84078
SRR33750935.420613__1.413777	UniClust90_MEABCEIN01304|1__9|SGB84078
SRR33750935.421311__1.414463	UniRef90_A0A2V5RD29|1__7|SGB52719
SRR33750935.422091__1.415231	UniClust90_EHKFGODG00096|1__9|SGB134112
SRR33750935.422048__1.415189	UniClust90_DPLIHBNC01542|2__6|SGB89725
SRR33750935.422146__1.415286	UniClust90_MDONDNCB00053|1__5|SGB74789
SRR33750935.423220__1.416348	UniClust90_OPLEJCPF02745|1__9|SGB125949
SRR33750935.423372__1.416497	UniClust90_EDNFDLAG01057|1__6|SGB84078
SRR33750935.423765__1.416886	UniClust90_CGHAKFKK00814|1__6|SGB74789
SRR33750935.424504__1.417616	UniClust90_IPBGJNGD03291|1__11|SGB89408
SRR33750935.424435__1.417548	UniRef90_A0A0R3MD40|1__6|SGB11343
SRR33750935.425238__1.418340	UniClust90_BKEMCFBC04394|1__8|SGB131913
SRR33750935.426056__1.419148	UniRef90_A0A1Q7B9Y6|2__6|SGB56640
SRR33750935.426870__1.419948	UniClust90_OPLEJCPF03224|1__11|SGB125949
SRR33750935.427692__1.420756	UniClust90_MDILPPEF00618|1__5|SGB89423
SRR33750935.429119__1.422154	UniRef90_A0A1Q7BY99|1__6|SGB56640
SRR33750935.429154__1.422188	UniRef90_A0A1Q7BY99|1__6|SGB56640
SRR33750935.429517__1.422547	UniClust90_DIBLBONP00999|4__7|SGB84078
SRR33750935.430687__1.423703	UniClust90_PHPJJEHE03222|1__17|SGB128110
SRR33750935.431139__1.424149	UniClust90_HJKNIEHA01781|1__7|SGB89408
SRR33750935.432187__1.425186	UniClust90_DPLIHBNC00975|1__15|SGB89725
SRR33750935.432450__1.425447	UniClust90_OPLEJCPF04736|1__13|SGB125949
SRR33750935.433811__1.426791	UniClust90_FECOCFCC03242|10__22|SGB128987
SRR33750935.434072__1.427047	UniClust90_NOMIGGEC04507|1__10|SGB125949
SRR33750935.436726__1.429667	UniClust90_DPJLILCC01622|1__9|SGB89725
SRR33750935.437369__1.430302	UniClust90_OCJAPFEA05355|1__8|SGB125949
SRR33750935.436595__1.429536	UniClust90_GEHFPKBH00848|1__9|SGB84075
SRR33750935.437396__1.430329	UniClust90_LGBMFDOL03602|1__15|SGB129206
SRR33750935.439122__1.432029	UniClust90_MIIAMAIN01101|1__4|SGB82162
SRR33750935.440627__1.433500	UniRef90_A0A2V5KTQ2|1__11|SGB52719
SRR33750935.440722__1.433595	UniClust90_MILNPONF01730|1__14|SGB111536
SRR33750935.440859__1.433730	UniClust90_IOFPBIHC02624|1__8|SGB130007
SRR33750935.441798__1.434653	UniClust90_DJBDGBNB02477|1__5|SGB89725
SRR33750935.441539__1.434402	UniClust90_MEABCEIN01333|1__6|SGB84078
SRR33750935.442331__1.435182	UniClust90_BKEMCFBC03859|12__19|SGB131913
SRR33750935.442536__1.435385	UniClust90_GJEIHIOJ03213|1__4|SGB122526
SRR33750935.444126__1.436948	UniClust90_EHFFKAJJ03723|1__12|SGB74780
SRR33750935.445252__1.438064	UniClust90_IMMCPGKG00187|1__10|SGB128778
SRR33750935.445662__1.438470	VDB|0043-0016-0-0000|MV643-c1920-c0-c6
SRR33750935.448410__1.441179	UniClust90_CJEFPEDF00867|1__7|SGB129711
SRR33750935.448427__1.441196	UniClust90_PEMFFBNE01094|1__6|SGB74789
SRR33750935.449266__1.442029	UniClust90_NHHHKJJE02179|2__14|SGB125949
SRR33750935.448361__1.441130	UniClust90_PEMFFBNE01094|1__6|SGB74789
SRR33750935.450412__1.443154	UniClust90_KCJIFDDP00763|3__6|SGB128858
SRR33750935.450623__1.443360	UniRef90_A0A2V6DHY8|1__7|SGB22169
SRR33750935.449919__1.442671	UniClust90_IDPAEINK00125|1__7|SGB89725
SRR33750935.451533__1.444261	UniClust90_OCJAPFEA06139|1__12|SGB125949
SRR33750935.451188__1.443918	UniClust90_OPLEJCPF05088|1__11|SGB125949
SRR33750935.452279__1.444994	UniRef90_A0A1Q7B5E0|5__12|SGB56640
SRR33750935.453400__1.446103	UniClust90_IBMDDACE00639|1__15|SGB128778
SRR33750935.454936__1.447617	UniClust90_ANDLCEDJ01046|1__14|SGB133091
SRR33750935.455628__1.448301	UniClust90_KMEALJDO01798|1__7|SGB84078
SRR33750935.455909__1.448580	UniClust90_OECKFAOL00951|1__9|SGB89423
SRR33750935.456660__1.449325	UniClust90_CKIMIKLI02397|1__13|SGB133129
SRR33750935.457382__1.450038	UniClust90_PLNJEBMN01624|1__12|SGB133091
SRR33750935.458393__1.451037	UniClust90_GJEIHIOJ00690|3__6|SGB122526
SRR33750935.459322__1.451949	UniClust90_PEMFFBNE00475|1__8|SGB74789
SRR33750935.460266__1.452881	UniClust90_LJMOGHMP00225|1__14|SGB128778
SRR33750935.460789__1.453395	UniClust90_EJAHAFID00031|1__8|SGB130007
SRR33750935.461519__1.454115	UniClust90_HGAMACDH00292|1__7|SGB128778
SRR33750935.461909__1.454501	UniClust90_OFHGBGGN01239|1__4|SGB89423
SRR33750935.461976__1.454567	UniClust90_FOJGPGMP01307|1__10|SGB133334
SRR33750935.462533__1.455117	UniClust90_HGJNCPHJ04950|1__20|SGB125949
SRR33750935.462422__1.455007	UniClust90_HGJNCPHJ04950|1__20|SGB125949
SRR33750935.463404__1.455973	UniRef90_A0A1F2XPV1|2__7|SGB89423
SRR33750935.464364__1.456926	UniClust90_BGMDAEJF02455|4__8|SGB122526
SRR33750935.464390__1.456952	UniRef90_A0A357CHT2|1__5|SGB89423
SRR33750935.465288__1.457839	UniClust90_NOGJJOAE00585|1__8|SGB128677
SRR33750935.467470__1.459990	UniClust90_BGDHDLNA04274|1__17|SGB84075
SRR33750935.467304__1.459826	UniClust90_IBMDDACE01635|1__8|SGB128778
SRR33750935.467275__1.459798	UniClust90_DEFNONOM00885|1__6|SGB56640
SRR33750935.468220__1.460730	UniRef90_A0A2V5M5A1|1__20|SGB52717
SRR33750935.468743__1.461248	UniClust90_LLCHDJKO04176|1__12|SGB89606
SRR33750935.468849__1.461353	UniClust90_PIHLJOEE01714|1__6|SGB84075
SRR33750935.469201__1.461702	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750935.469289__1.461788	UniClust90_FNPCGKEP01305|1__7|SGB84078
SRR33750935.469789__1.462279	UniClust90_ICLCAGBO02862|1__5|SGB131913
SRR33750935.470309__1.462791	UniClust90_LLIEHLNH03555|1__6|SGB130007
SRR33750935.473619__1.466060	UniRef90_A0A1Q7BBN8|1__6|SGB56640
SRR33750935.473914__1.466349	UniClust90_NHHHKJJE03592|1__9|SGB125949
SRR33750935.474056__1.466490	UniRef90_A0A1Q7BBN8|1__6|SGB56640
SRR33750935.474015__1.466449	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750935.475575__1.467992	UniClust90_NOMIGGEC01433|1__12|SGB125949
SRR33750935.476354__1.468768	UniClust90_CMJGEBLA03512|1__6|SGB89408
SRR33750935.477853__1.470250	UniClust90_BOKHIPMC04272|1__7|SGB130007
SRR33750935.479355__1.471732	UniClust90_NOMIGGEC04463|1__9|SGB125949
SRR33750935.479240__1.471620	UniClust90_FCKBNHJJ01883|1__13|SGB86769
SRR33750935.480133__1.472501	UniClust90_PFBNAPOO01280|1__9|SGB89423
SRR33750935.480667__1.473026	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750935.481228__1.473574	UniClust90_PLNJEBMN01166|1__4|SGB133091
SRR33750935.481574__1.473915	UniClust90_KJLGMFCF00558|1__6|SGB84076
SRR33750935.481686__1.474027	UniClust90_IOFPBIHC01165|1__8|SGB130007
SRR33750935.482553__1.474883	UniClust90_CBNLCMFD00284|1__9|SGB74789
SRR33750935.484349__1.476652	UniRef90_A0A2V7AGJ6|1__13|SGB24062
SRR33750935.484768__1.477065	UniClust90_GMEAMNGB01994|1__13|SGB134112
SRR33750935.484901__1.477196	UniClust90_GIDCBJMF00430|1__9|SGB134112
SRR33750935.485655__1.477942	UniClust90_OCJAPFEA03308|1__24|SGB125949
SRR33750935.486060__1.478341	UniClust90_EHFFKAJJ03723|1__12|SGB74780
SRR33750935.486563__1.478839	UniClust90_NHHHKJJE00913|1__11|SGB125949
SRR33750935.487109__1.479375	UniClust90_BNNPPPCD03868|1__15|SGB94640
SRR33750935.487303__1.479564	UniClust90_OPLEJCPF02745|1__9|SGB125949
SRR33750935.488351__1.480598	UniClust90_PFBNAPOO01280|1__9|SGB89423
SRR33750935.490063__1.482289	UniClust90_PEMFFBNE00295|1__5|SGB74789
